,FixationSeq,FixationX,FixationY,FixationStart,FixationDuration
102215,1167.0,1301.0,338.0,855557.0,100.0
102231,1168.0,1349.0,323.0,855690.0,133.0
102255,1169.0,1383.0,274.0,855893.0,274.0
102347,1171.0,514.0,617.0,856750.0,124.0
102541,1172.0,956.0,889.0,858280.0,203.0
102580,1173.0,525.0,518.0,858599.0,100.0
102659,1174.0,1366.0,328.0,859257.0,410.0
102721,1175.0,623.0,538.0,859774.0,133.0
102895,1176.0,873.0,898.0,861223.0,159.0
102930,1177.0,1414.0,456.0,861515.0,100.0
102944,1178.0,1394.0,354.0,861632.0,207.0
103348,1179.0,919.0,75.0,864997.0,200.0
103658,1180.0,1302.0,190.0,867581.0,125.0
103849,1181.0,274.0,591.0,869172.0,159.0
104027,1182.0,196.0,584.0,870655.0,100.0
104058,1183.0,263.0,862.0,870913.0,151.0
104331,1184.0,1267.0,246.0,873187.0,108.0
104586,1185.0,288.0,609.0,875313.0,172.0
104616,1186.0,397.0,649.0,875563.0,167.0
104637,1187.0,412.0,652.0,875741.0,148.0
104663,1188.0,659.0,736.0,875955.0,217.0
104781,1189.0,273.0,611.0,876939.0,120.0
104813,1190.0,255.0,596.0,877211.0,300.0
104868,1191.0,169.0,530.0,877663.0,117.0
104884,1192.0,149.0,460.0,877797.0,258.0
104926,1193.0,139.0,486.0,878146.0,138.0
104969,1194.0,821.0,895.0,878506.0,157.0
105045,1195.0,279.0,630.0,879137.0,434.0
105122,1196.0,131.0,483.0,879780.0,176.0
105149,1197.0,227.0,833.0,880005.0,125.0
105181,1198.0,170.0,850.0,880270.0,101.0
105196,1199.0,268.0,861.0,880396.0,141.0
105301,1200.0,100.0,444.0,881271.0,758.0
105439,1201.0,140.0,514.0,882420.0,226.0
105470,1202.0,238.0,597.0,882680.0,199.0
105496,1203.0,256.0,613.0,882902.0,153.0
105518,1204.0,140.0,461.0,883079.0,125.0
105554,1205.0,331.0,791.0,883379.0,140.0
105635,1206.0,782.0,905.0,884054.0,110.0
105666,1207.0,823.0,894.0,884312.0,117.0
105709,1208.0,243.0,787.0,884669.0,108.0
105746,1209.0,245.0,613.0,884979.0,122.0
105840,1210.0,393.0,839.0,885764.0,174.0
105891,1211.0,463.0,654.0,886187.0,137.0
105940,1212.0,576.0,664.0,886597.0,107.0
106002,1213.0,788.0,606.0,887112.0,133.0
106055,1214.0,929.0,924.0,887556.0,122.0
106081,1215.0,824.0,904.0,887770.0,159.0
106103,1216.0,946.0,947.0,887954.0,143.0
106190,1217.0,974.0,924.0,888678.0,385.0
106782,1218.0,1073.0,745.0,893700.0,108.0
106839,1219.0,1157.0,779.0,894175.0,100.0
106955,1220.0,298.0,638.0,895147.0,127.0
106976,1221.0,224.0,673.0,895316.0,134.0
107002,1222.0,214.0,693.0,895532.0,142.0
107085,1223.0,1035.0,839.0,896228.0,279.0
107146,1224.0,1238.0,881.0,896732.0,250.0
107178,1225.0,1175.0,817.0,896999.0,134.0
107210,1226.0,1169.0,816.0,897265.0,134.0
107285,1227.0,1064.0,691.0,897891.0,108.0
107316,1228.0,1214.0,901.0,898149.0,266.0
107381,1229.0,164.0,853.0,898691.0,120.0
107419,1230.0,177.0,715.0,899006.0,193.0
107443,1231.0,157.0,710.0,899206.0,109.0
107518,1232.0,247.0,695.0,899831.0,143.0
107605,1233.0,837.0,645.0,900556.0,142.0
107715,1234.0,333.0,660.0,901478.0,121.0
107743,1235.0,208.0,684.0,901706.0,193.0
107775,1236.0,985.0,961.0,901971.0,135.0
107792,1237.0,973.0,964.0,902114.0,126.0
107810,1238.0,1126.0,891.0,902265.0,111.0
108018,1239.0,1213.0,37.0,903998.0,140.0
108053,1240.0,1134.0,819.0,904292.0,122.0
108077,1241.0,1159.0,807.0,904491.0,158.0
108162,1242.0,1161.0,879.0,905198.0,137.0
108379,1243.0,903.0,855.0,907006.0,125.0
108569,1244.0,1417.0,589.0,908589.0,241.0
108675,1245.0,754.0,202.0,909474.0,125.0
109466,1246.0,992.0,898.0,916065.0,182.0
109508,1247.0,1004.0,902.0,916413.0,110.0
109522,1248.0,1012.0,899.0,916532.0,124.0
109545,1249.0,1085.0,896.0,916723.0,224.0
109574,1250.0,1019.0,898.0,916964.0,133.0
109593,1251.0,1012.0,902.0,917122.0,201.0
109618,1252.0,987.0,906.0,917330.0,126.0
109675,1253.0,990.0,898.0,917805.0,108.0
109691,1254.0,1083.0,902.0,917939.0,332.0
109745,1255.0,1090.0,903.0,918389.0,308.0
109790,1256.0,1221.0,889.0,918764.0,949.0
109934,1257.0,1077.0,182.0,919964.0,158.0
109980,1258.0,152.0,103.0,920346.0,117.0
110048,1259.0,307.0,330.0,920913.0,150.0
110072,1260.0,505.0,350.0,921114.0,132.0
110090,1261.0,432.0,403.0,921263.0,184.0
110167,1262.0,572.0,903.0,921904.0,142.0
110300,1263.0,527.0,897.0,923012.0,129.0
110378,1264.0,579.0,887.0,923663.0,191.0
110513,1265.0,108.0,111.0,924788.0,158.0
110622,1266.0,526.0,325.0,925695.0,125.0
110703,1267.0,400.0,286.0,926370.0,100.0
110778,1268.0,572.0,215.0,926996.0,150.0
110843,1269.0,805.0,192.0,927541.0,180.0
110868,1270.0,937.0,191.0,927746.0,269.0
110913,1271.0,1056.0,162.0,928122.0,165.0
110937,1272.0,1157.0,257.0,928321.0,116.0
110958,1273.0,1181.0,190.0,928496.0,200.0
110983,1274.0,1167.0,223.0,928704.0,433.0
111081,1275.0,336.0,166.0,929522.0,142.0
111176,1276.0,814.0,896.0,930314.0,123.0
111236,1277.0,1040.0,887.0,930814.0,173.0
111266,1278.0,1122.0,884.0,931063.0,125.0
111509,1279.0,960.0,974.0,933087.0,141.0
111527,1280.0,946.0,952.0,933237.0,100.0
111555,1281.0,916.0,79.0,933470.0,134.0
111950,1282.0,527.0,830.0,936762.0,233.0
112035,1283.0,557.0,226.0,937469.0,142.0
112130,1284.0,1426.0,663.0,938261.0,117.0
112145,1285.0,1430.0,687.0,938387.0,107.0
112178,1286.0,1450.0,676.0,938662.0,215.0
112246,1287.0,1406.0,680.0,939228.0,209.0
112529,1288.0,455.0,170.0,941586.0,133.0
112547,1289.0,426.0,175.0,941735.0,109.0
112617,1290.0,458.0,291.0,942319.0,175.0
112674,1291.0,607.0,307.0,942794.0,149.0
112701,1292.0,449.0,274.0,943018.0,102.0
112839,1293.0,676.0,902.0,944169.0,125.0
112895,1294.0,748.0,91.0,944640.0,130.0
113095,1295.0,696.0,903.0,946302.0,317.0
113134,1296.0,699.0,907.0,946628.0,108.0
113156,1297.0,936.0,937.0,946813.0,123.0
113216,1298.0,531.0,851.0,947311.0,258.0
113300,1299.0,769.0,79.0,948013.0,209.0
113460,1300.0,635.0,122.0,949343.0,254.0
113492,1301.0,638.0,81.0,949610.0,179.0
113768,1302.0,478.0,845.0,951911.0,140.0
113787,1303.0,366.0,832.0,952068.0,100.0
113804,1304.0,346.0,843.0,952215.0,420.0
113894,1305.0,356.0,434.0,952959.0,233.0
114083,1307.0,1346.0,166.0,954538.0,130.0
114120,1308.0,1334.0,302.0,954842.0,226.0
114158,1309.0,1376.0,275.0,955158.0,143.0
114255,1310.0,1303.0,318.0,955968.0,291.0
114392,1311.0,465.0,447.0,957109.0,100.0
114442,1312.0,468.0,844.0,957525.0,269.0
114685,1313.0,326.0,428.0,959558.0,265.0
114721,1314.0,328.0,434.0,959850.0,117.0
114739,1315.0,336.0,445.0,960002.0,165.0
114760,1316.0,326.0,440.0,960175.0,495.0
114820,1317.0,346.0,435.0,960674.0,168.0
114853,1318.0,351.0,431.0,960949.0,121.0
115163,1319.0,339.0,837.0,963534.0,116.0
115419,1321.0,274.0,366.0,965668.0,149.0
115609,1322.0,1378.0,188.0,967249.0,125.0
115674,1323.0,322.0,362.0,967793.0,149.0
115694,1324.0,290.0,317.0,967958.0,134.0
115712,1325.0,269.0,294.0,968108.0,109.0
115728,1326.0,329.0,341.0,968242.0,150.0
116103,1327.0,831.0,895.0,971366.0,169.0
116129,1328.0,832.0,904.0,971583.0,166.0
116228,1329.0,797.0,902.0,972408.0,133.0
116252,1330.0,800.0,902.0,972608.0,350.0
116303,1331.0,802.0,908.0,973035.0,356.0
116357,1332.0,787.0,898.0,973483.0,134.0
116377,1333.0,806.0,911.0,973649.0,108.0
116481,1334.0,996.0,898.0,974515.0,117.0
116496,1335.0,1026.0,898.0,974640.0,334.0
116559,1336.0,1022.0,903.0,975168.0,164.0
116618,1337.0,1106.0,905.0,975657.0,376.0
116669,1338.0,929.0,906.0,976082.0,225.0
116698,1339.0,895.0,903.0,976324.0,143.0
116716,1340.0,976.0,900.0,976474.0,108.0
116747,1341.0,392.0,433.0,976732.0,102.0
116783,1342.0,307.0,419.0,977034.0,222.0
116880,1343.0,1553.0,46.0,977841.0,901.0
116981,1344.0,311.0,411.0,978759.0,424.0
117107,1345.0,1320.0,318.0,979733.0,108.0
117211,1346.0,972.0,883.0,980599.0,200.0
117236,1347.0,929.0,890.0,980809.0,193.0
117282,1348.0,1334.0,242.0,981191.0,199.0
117307,1349.0,1350.0,251.0,981398.0,342.0
117369,1350.0,1126.0,849.0,981916.0,108.0
117391,1351.0,1091.0,890.0,982100.0,165.0
117421,1352.0,1025.0,895.0,982348.0,142.0
117441,1353.0,1007.0,954.0,982515.0,159.0
117537,1354.0,1332.0,296.0,983315.0,104.0
117691,1355.0,336.0,867.0,984598.0,183.0
117743,1356.0,324.0,412.0,985033.0,173.0
117795,1357.0,1002.0,937.0,985465.0,137.0
118000,1358.0,1412.0,10.0,987172.0,102.0
118170,1359.0,1159.0,618.0,988589.0,101.0
118364,1360.0,1173.0,776.0,990205.0,1039.0
118744,1361.0,1189.0,440.0,993372.0,111.0
118818,1362.0,1201.0,800.0,993988.0,284.0
118967,1363.0,521.0,885.0,995230.0,108.0
118995,1364.0,1198.0,437.0,995466.0,175.0
119065,1365.0,514.0,869.0,996052.0,187.0
119092,1366.0,488.0,908.0,996271.0,211.0
119420,1367.0,1186.0,427.0,999005.0,327.0
119509,1368.0,787.0,906.0,999746.0,124.0
119575,1369.0,932.0,906.0,1000297.0,810.0
119779,1370.0,930.0,899.0,1001996.0,169.0
119800,1371.0,1152.0,680.0,1002171.0,100.0
119871,1372.0,1117.0,657.0,1002763.0,102.0
119900,1373.0,1160.0,579.0,1003004.0,125.0
120032,1374.0,1177.0,498.0,1004103.0,111.0
120073,1375.0,899.0,899.0,1004445.0,326.0
120114,1376.0,973.0,894.0,1004788.0,133.0
120166,1377.0,619.0,903.0,1005220.0,337.0
120244,1378.0,944.0,899.0,1005872.0,208.0
120285,1379.0,873.0,912.0,1006212.0,142.0
120711,1380.0,1083.0,77.0,1009764.0,101.0
120771,1381.0,1019.0,102.0,1010262.0,126.0
120870,1382.0,849.0,845.0,1011088.0,142.0
121100,1384.0,704.0,639.0,1013003.0,301.0
121229,1385.0,694.0,654.0,1014079.0,100.0
121414,1386.0,737.0,304.0,1015620.0,143.0
121578,1387.0,1417.0,663.0,1016987.0,159.0
121708,1388.0,688.0,850.0,1018070.0,100.0
121809,1389.0,710.0,208.0,1018912.0,107.0
121953,1390.0,918.0,892.0,1020111.0,125.0
122012,1391.0,935.0,833.0,1020603.0,110.0
122035,1392.0,924.0,877.0,1020794.0,125.0
122084,1393.0,903.0,824.0,1021208.0,146.0
122283,1394.0,711.0,220.0,1022861.0,103.0
122297,1395.0,721.0,208.0,1022977.0,176.0
122418,1396.0,701.0,193.0,1023985.0,142.0
122766,1397.0,888.0,53.0,1026885.0,108.0
122787,1398.0,1020.0,36.0,1027061.0,100.0
122849,1399.0,975.0,952.0,1027576.0,138.0
122911,1400.0,874.0,135.0,1028096.0,102.0
123444,1401.0,612.0,364.0,1032535.0,100.0
123597,1402.0,1299.0,196.0,1033811.0,157.0
123755,1403.0,1313.0,314.0,1035126.0,109.0
123799,1404.0,1531.0,12.0,1035496.0,113.0
124081,1405.0,1455.0,567.0,1037846.0,188.0
124115,1406.0,1406.0,583.0,1038126.0,182.0
124139,1407.0,1403.0,591.0,1038327.0,118.0
124268,1408.0,677.0,361.0,1039400.0,234.0
124358,1409.0,693.0,410.0,1040150.0,110.0
124394,1410.0,532.0,308.0,1040450.0,161.0
124505,1411.0,704.0,394.0,1041375.0,109.0
124557,1412.0,694.0,393.0,1041809.0,150.0
124646,1413.0,669.0,367.0,1042550.0,100.0
124752,1414.0,576.0,333.0,1043434.0,100.0
124814,1415.0,850.0,886.0,1043950.0,183.0
124919,1416.0,939.0,859.0,1044824.0,125.0
125017,1417.0,891.0,887.0,1045641.0,109.0
125060,1418.0,879.0,895.0,1046001.0,265.0
125105,1419.0,882.0,899.0,1046374.0,292.0
125142,1420.0,883.0,899.0,1046683.0,358.0
125253,1421.0,1336.0,246.0,1047609.0,102.0
125528,1422.0,710.0,367.0,1049900.0,384.0
125898,1423.0,530.0,235.0,1052983.0,147.0
125924,1424.0,544.0,323.0,1053199.0,307.0
125988,1425.0,690.0,323.0,1053754.0,220.0
126149,1426.0,524.0,312.0,1055073.0,110.0
126215,1427.0,671.0,372.0,1055624.0,402.0
126587,1428.0,693.0,351.0,1058724.0,108.0
126749,1429.0,893.0,904.0,1060074.0,220.0
127051,1430.0,958.0,915.0,1062589.0,142.0
127069,1431.0,959.0,943.0,1062743.0,105.0
127272,1432.0,1348.0,167.0,1064431.0,113.0
127314,1433.0,1409.0,217.0,1064781.0,200.0
127342,1434.0,1384.0,261.0,1065014.0,175.0
127750,1435.0,1450.0,613.0,1068414.0,125.0
127767,1436.0,1479.0,608.0,1068556.0,135.0
127788,1437.0,1449.0,602.0,1068736.0,104.0
127816,1438.0,1175.0,233.0,1068964.0,202.0
127906,1439.0,1409.0,326.0,1069717.0,122.0
127923,1440.0,1387.0,319.0,1069857.0,107.0
127938,1441.0,1381.0,245.0,1069981.0,125.0
127965,1442.0,1385.0,260.0,1070206.0,208.0
128011,1443.0,1234.0,281.0,1070591.0,115.0
128030,1444.0,1174.0,350.0,1070747.0,210.0
128068,1445.0,1126.0,505.0,1071064.0,100.0
128286,1446.0,1364.0,249.0,1072880.0,151.0
128801,1447.0,1432.0,586.0,1077171.0,160.0
128822,1448.0,1429.0,526.0,1077346.0,192.0
128850,1449.0,1449.0,495.0,1077580.0,114.0
128871,1450.0,1450.0,504.0,1077762.0,101.0
128913,1451.0,1421.0,521.0,1078105.0,225.0
128966,1452.0,1386.0,501.0,1078546.0,167.0
128993,1453.0,1060.0,552.0,1078771.0,118.0
129027,1454.0,1094.0,569.0,1079055.0,125.0
129104,1455.0,841.0,555.0,1079697.0,149.0
129155,1456.0,781.0,561.0,1080123.0,181.0
129251,1457.0,244.0,552.0,1080926.0,120.0
129300,1458.0,219.0,625.0,1081330.0,577.0
129374,1459.0,330.0,646.0,1081945.0,186.0
129397,1460.0,331.0,614.0,1082137.0,217.0
129426,1461.0,420.0,621.0,1082380.0,315.0
129475,1462.0,533.0,579.0,1082787.0,358.0
129539,1463.0,530.0,572.0,1083320.0,175.0
129561,1464.0,636.0,592.0,1083504.0,132.0
129602,1465.0,642.0,578.0,1083845.0,128.0
129712,1467.0,888.0,567.0,1084762.0,363.0
129762,1468.0,765.0,561.0,1085179.0,101.0
129778,1469.0,764.0,562.0,1085312.0,117.0
129812,1470.0,891.0,563.0,1085596.0,108.0
129828,1471.0,896.0,570.0,1085730.0,107.0
129924,1472.0,1005.0,572.0,1086530.0,174.0
129972,1473.0,1113.0,571.0,1086931.0,123.0
129990,1474.0,1107.0,569.0,1087085.0,194.0
130066,1475.0,1117.0,559.0,1087712.0,150.0
130110,1476.0,1108.0,546.0,1088080.0,132.0
130136,1477.0,928.0,551.0,1088296.0,124.0
130168,1478.0,895.0,562.0,1088563.0,116.0
130205,1479.0,791.0,568.0,1088871.0,275.0
130239,1480.0,882.0,564.0,1089154.0,200.0
130289,1481.0,1423.0,630.0,1089570.0,267.0
130322,1482.0,1441.0,610.0,1089845.0,176.0
130350,1483.0,1414.0,608.0,1090079.0,175.0
130379,1484.0,836.0,611.0,1090320.0,133.0
130424,1485.0,887.0,584.0,1090695.0,500.0
130487,1486.0,896.0,546.0,1091221.0,108.0
130503,1487.0,896.0,557.0,1091361.0,159.0
130526,1488.0,772.0,550.0,1091549.0,213.0
130554,1489.0,780.0,537.0,1091779.0,224.0
130584,1490.0,903.0,552.0,1092028.0,467.0
130676,1491.0,884.0,852.0,1092795.0,116.0
130691,1492.0,878.0,888.0,1092920.0,108.0
130707,1493.0,972.0,894.0,1093053.0,218.0
130750,1494.0,1008.0,896.0,1093411.0,243.0
130787,1495.0,848.0,539.0,1093719.0,175.0
130809,1496.0,887.0,576.0,1093903.0,250.0
130841,1497.0,898.0,562.0,1094170.0,125.0
130859,1498.0,802.0,552.0,1094320.0,208.0
130895,1499.0,1001.0,909.0,1094625.0,150.0
131132,1500.0,892.0,586.0,1096597.0,173.0
131594,1503.0,907.0,569.0,1100441.0,282.0
131693,1504.0,982.0,691.0,1101268.0,142.0
131744,1505.0,1338.0,298.0,1101694.0,195.0
131930,1506.0,1447.0,683.0,1103244.0,117.0
132003,1507.0,1397.0,695.0,1103853.0,152.0
132028,1508.0,679.0,883.0,1104060.0,169.0
132084,1509.0,756.0,893.0,1104529.0,181.0
132118,1510.0,496.0,911.0,1104810.0,110.0
132214,1511.0,1377.0,190.0,1105610.0,125.0
132276,1512.0,1317.0,264.0,1106128.0,101.0
132289,1513.0,1345.0,274.0,1106235.0,176.0
132312,1514.0,1344.0,306.0,1106429.0,299.0
132351,1515.0,1343.0,321.0,1106749.0,211.0
132387,1516.0,1298.0,257.0,1107052.0,191.0
132540,1517.0,1328.0,175.0,1108327.0,149.0
132594,1518.0,910.0,481.0,1108776.0,151.0
132648,1519.0,1177.0,402.0,1109228.0,232.0
132697,1520.0,1201.0,442.0,1109638.0,122.0
132741,1521.0,1001.0,423.0,1110002.0,100.0
132754,1522.0,904.0,439.0,1110109.0,393.0
132844,1523.0,1413.0,710.0,1110859.0,117.0
132923,1524.0,1398.0,675.0,1111518.0,168.0
132961,1525.0,1203.0,442.0,1111836.0,165.0
133031,1526.0,1175.0,438.0,1112418.0,150.0
133073,1527.0,1187.0,443.0,1112767.0,109.0
133094,1528.0,1190.0,451.0,1112942.0,127.0
133147,1529.0,865.0,912.0,1113387.0,130.0
133165,1530.0,961.0,888.0,1113536.0,140.0
133257,1531.0,1197.0,458.0,1114301.0,233.0
133290,1532.0,1200.0,457.0,1114576.0,191.0
133517,1533.0,912.0,385.0,1116468.0,173.0
133545,1534.0,914.0,387.0,1116704.0,194.0
133572,1535.0,1048.0,359.0,1116926.0,819.0
133676,1536.0,910.0,419.0,1117791.0,100.0
133694,1537.0,909.0,432.0,1117941.0,100.0
133797,1538.0,1044.0,398.0,1118804.0,112.0
133838,1539.0,917.0,383.0,1119142.0,250.0
133874,1540.0,1033.0,367.0,1119443.0,177.0
133913,1541.0,922.0,403.0,1119767.0,100.0
133937,1542.0,924.0,415.0,1119967.0,100.0
133983,1543.0,1180.0,451.0,1120351.0,150.0
134053,1544.0,928.0,881.0,1120934.0,110.0
134114,1545.0,809.0,903.0,1121444.0,164.0
134138,1546.0,633.0,896.0,1121642.0,158.0
134184,1547.0,588.0,893.0,1122026.0,100.0
134213,1548.0,573.0,909.0,1122267.0,191.0
134272,1549.0,556.0,893.0,1122758.0,150.0
134295,1550.0,548.0,897.0,1122950.0,192.0
134343,1551.0,971.0,415.0,1123352.0,157.0
134384,1552.0,910.0,394.0,1123692.0,158.0
134444,1553.0,903.0,438.0,1124191.0,284.0
134484,1554.0,1064.0,430.0,1124531.0,113.0
134499,1555.0,1178.0,434.0,1124650.0,333.0
134590,1556.0,913.0,467.0,1125409.0,167.0
134757,1557.0,940.0,854.0,1126805.0,153.0
134792,1558.0,964.0,429.0,1127092.0,149.0
134906,1559.0,1158.0,478.0,1128041.0,116.0
134989,1560.0,978.0,956.0,1128752.0,189.0
135384,1561.0,1108.0,59.0,1132112.0,225.0
135412,1562.0,1219.0,46.0,1132346.0,124.0
135436,1563.0,1097.0,249.0,1132545.0,176.0
135566,1564.0,842.0,819.0,1133629.0,116.0
135633,1565.0,829.0,596.0,1134187.0,150.0
135697,1566.0,558.0,188.0,1134720.0,133.0
135714,1567.0,527.0,196.0,1134862.0,150.0
135733,1568.0,487.0,198.0,1135028.0,159.0
135876,1569.0,836.0,287.0,1136212.0,149.0
135919,1570.0,877.0,564.0,1136571.0,141.0
135958,1571.0,1052.0,484.0,1136896.0,150.0
135986,1572.0,1168.0,402.0,1137129.0,222.0
136021,1573.0,994.0,879.0,1137422.0,124.0
136046,1574.0,989.0,883.0,1137629.0,343.0
136097,1575.0,968.0,889.0,1138055.0,107.0
136135,1576.0,782.0,322.0,1138371.0,141.0
136185,1577.0,838.0,834.0,1138788.0,185.0
136210,1578.0,965.0,903.0,1138996.0,143.0
136377,1579.0,122.0,840.0,1140388.0,349.0
136426,1580.0,96.0,550.0,1140796.0,124.0
136445,1581.0,134.0,564.0,1140954.0,137.0
136463,1582.0,137.0,547.0,1141103.0,242.0
136494,1583.0,120.0,577.0,1141362.0,133.0
136515,1584.0,121.0,579.0,1141539.0,206.0
136541,1585.0,147.0,608.0,1141758.0,112.0
136565,1586.0,144.0,574.0,1141954.0,176.0
136776,1587.0,52.0,513.0,1143711.0,250.0
136822,1588.0,137.0,554.0,1144095.0,375.0
137066,1589.0,78.0,834.0,1146125.0,119.0
137132,1590.0,138.0,551.0,1146674.0,125.0
137149,1591.0,113.0,524.0,1146816.0,133.0
137193,1592.0,117.0,575.0,1147181.0,343.0
137247,1593.0,143.0,583.0,1147632.0,333.0
137296,1594.0,912.0,961.0,1148042.0,228.0
137324,1595.0,915.0,903.0,1148274.0,152.0
137343,1596.0,964.0,903.0,1148433.0,124.0
137501,1597.0,554.0,615.0,1149748.0,150.0
137540,1598.0,1320.0,236.0,1150074.0,125.0
137569,1599.0,1002.0,840.0,1150315.0,110.0
137594,1600.0,1009.0,903.0,1150525.0,157.0
137741,1601.0,648.0,82.0,1151748.0,191.0
137969,1602.0,253.0,658.0,1153648.0,125.0
137989,1603.0,686.0,804.0,1153814.0,126.0
138012,1604.0,700.0,827.0,1154006.0,345.0
138057,1605.0,990.0,910.0,1154382.0,220.0
138092,1606.0,1011.0,900.0,1154678.0,312.0
138243,1607.0,981.0,891.0,1155932.0,150.0
138296,1608.0,40.0,231.0,1156374.0,166.0
138325,1609.0,82.0,274.0,1156617.0,110.0
138367,1610.0,115.0,422.0,1156965.0,150.0
138386,1611.0,104.0,344.0,1157123.0,250.0
138462,1612.0,702.0,714.0,1157756.0,117.0
138644,1615.0,1172.0,10.0,1159273.0,154.0
138724,1616.0,702.0,827.0,1159939.0,109.0
138738,1617.0,692.0,836.0,1160056.0,108.0
138764,1618.0,1003.0,891.0,1160279.0,102.0
138779,1619.0,1004.0,889.0,1160397.0,109.0
138796,1620.0,976.0,943.0,1160539.0,151.0
138878,1621.0,565.0,140.0,1161223.0,142.0
138980,1622.0,928.0,76.0,1162074.0,124.0
139006,1623.0,1158.0,94.0,1162289.0,133.0
139487,1624.0,1629.0,63.0,1166297.0,159.0
139599,1625.0,454.0,85.0,1167229.0,117.0
139755,1626.0,1539.0,106.0,1168530.0,120.0
140125,1627.0,1238.0,160.0,1171613.0,134.0
140146,1628.0,1170.0,158.0,1171789.0,126.0
140162,1629.0,1263.0,139.0,1171922.0,201.0
140351,1630.0,1417.0,628.0,1173497.0,103.0
140433,1631.0,1174.0,360.0,1174182.0,150.0
140477,1632.0,985.0,398.0,1174549.0,101.0
140531,1633.0,1253.0,160.0,1174997.0,107.0
140546,1634.0,1291.0,156.0,1175121.0,101.0
140720,1635.0,233.0,150.0,1176571.0,117.0
140873,1636.0,1408.0,490.0,1177848.0,331.0
140967,1637.0,1298.0,218.0,1178629.0,200.0
141119,1638.0,223.0,191.0,1179896.0,141.0
141226,1639.0,630.0,220.0,1180787.0,250.0
141260,1640.0,851.0,235.0,1181071.0,151.0
141477,1641.0,1438.0,612.0,1182879.0,349.0
141557,1642.0,1407.0,606.0,1183545.0,331.0
141770,1643.0,552.0,314.0,1185324.0,220.0
141947,1644.0,668.0,269.0,1186794.0,126.0
141985,1645.0,563.0,267.0,1187113.0,106.0
142004,1646.0,280.0,205.0,1187272.0,123.0
142021,1647.0,258.0,208.0,1187412.0,100.0
142057,1648.0,423.0,244.0,1187711.0,108.0
142332,1649.0,512.0,246.0,1190008.0,112.0
142582,1650.0,834.0,865.0,1192086.0,133.0
142599,1651.0,876.0,898.0,1192228.0,159.0
142862,1652.0,414.0,346.0,1194415.0,109.0
143142,1653.0,763.0,153.0,1196748.0,167.0
143235,1654.0,910.0,80.0,1197518.0,101.0
143527,1655.0,441.0,196.0,1199956.0,122.0
143581,1656.0,452.0,223.0,1200402.0,142.0
143607,1657.0,443.0,211.0,1200622.0,172.0
143717,1658.0,378.0,496.0,1201534.0,209.0
144016,1659.0,438.0,191.0,1204027.0,141.0
144139,1660.0,867.0,233.0,1205051.0,105.0
144208,1661.0,453.0,208.0,1205626.0,125.0
144264,1662.0,485.0,810.0,1206093.0,133.0
144295,1663.0,471.0,775.0,1206352.0,101.0
144456,1664.0,970.0,885.0,1207693.0,134.0
144541,1665.0,962.0,895.0,1208402.0,217.0
144777,1666.0,512.0,225.0,1210368.0,100.0
144873,1667.0,635.0,192.0,1211168.0,162.0
145017,1668.0,422.0,235.0,1212368.0,100.0
145138,1669.0,481.0,210.0,1213376.0,100.0
145156,1670.0,784.0,131.0,1213529.0,264.0
145284,1671.0,208.0,199.0,1214593.0,149.0
145480,1672.0,523.0,309.0,1216226.0,200.0
145681,1673.0,443.0,193.0,1217900.0,242.0
145732,1674.0,442.0,210.0,1218337.0,105.0
145861,1675.0,250.0,246.0,1219400.0,175.0
145939,1676.0,469.0,304.0,1220050.0,687.0
146110,1677.0,492.0,253.0,1221474.0,125.0
146128,1678.0,410.0,239.0,1221624.0,151.0
146158,1679.0,408.0,266.0,1221875.0,116.0
146179,1680.0,417.0,297.0,1222050.0,100.0
146290,1681.0,412.0,294.0,1222975.0,117.0
146364,1682.0,630.0,366.0,1223591.0,150.0
146520,1683.0,375.0,482.0,1224892.0,175.0
146830,1684.0,1044.0,365.0,1227475.0,101.0
146895,1685.0,441.0,293.0,1228016.0,158.0
146926,1686.0,265.0,275.0,1228274.0,444.0
146986,1687.0,396.0,285.0,1228774.0,168.0
147034,1688.0,152.0,325.0,1229174.0,171.0
147098,1689.0,870.0,890.0,1229708.0,158.0
147159,1690.0,182.0,333.0,1230216.0,110.0
147174,1691.0,185.0,374.0,1230346.0,153.0
147196,1692.0,201.0,408.0,1230525.0,325.0
147238,1693.0,356.0,455.0,1230878.0,146.0
147303,1694.0,475.0,389.0,1231418.0,122.0
147319,1695.0,483.0,367.0,1231549.0,148.0
147342,1696.0,618.0,345.0,1231743.0,131.0
147382,1697.0,591.0,355.0,1232075.0,116.0
147425,1698.0,755.0,334.0,1232432.0,161.0
147554,1699.0,1158.0,341.0,1233507.0,226.0
148147,1700.0,425.0,336.0,1238449.0,374.0
148340,1702.0,250.0,224.0,1240622.0,118.0
148443,1703.0,994.0,279.0,1240914.0,159.0
148786,1704.0,484.0,267.0,1243776.0,138.0
148870,1705.0,142.0,156.0,1244473.0,102.0
148939,1706.0,456.0,304.0,1245053.0,170.0
148966,1707.0,430.0,319.0,1245273.0,200.0
148993,1708.0,425.0,326.0,1245498.0,425.0
149047,1709.0,423.0,339.0,1245948.0,266.0
149133,1710.0,125.0,284.0,1246664.0,150.0
149155,1711.0,403.0,339.0,1246848.0,216.0
149200,1712.0,284.0,306.0,1247222.0,101.0
149230,1713.0,274.0,332.0,1247472.0,127.0
149550,1714.0,458.0,346.0,1250138.0,209.0
