,FixationSeq,FixationX,FixationY,FixationStart,FixationDuration
49993,585.0,941.0,943.0,417985.0,134.0
50041,586.0,479.0,913.0,418387.0,713.0
50222,587.0,621.0,884.0,419895.0,572.0
50403,589.0,349.0,942.0,421402.0,142.0
50421,590.0,350.0,940.0,421552.0,186.0
50509,591.0,305.0,909.0,422285.0,135.0
50819,592.0,326.0,957.0,424960.0,100.0
50854,593.0,481.0,946.0,425243.0,288.0
51155,594.0,619.0,938.0,427753.0,915.0
53681,595.0,462.0,901.0,449439.0,175.0
53706,596.0,462.0,897.0,449647.0,153.0
54305,597.0,443.0,306.0,454900.0,100.0
54458,598.0,328.0,819.0,456174.0,107.0
54743,599.0,580.0,153.0,458637.0,104.0
55383,600.0,634.0,263.0,464061.0,122.0
55695,601.0,402.0,754.0,466658.0,115.0
55718,602.0,432.0,773.0,466847.0,100.0
55740,603.0,367.0,786.0,467032.0,125.0
55793,604.0,316.0,766.0,467473.0,158.0
56053,605.0,454.0,676.0,469643.0,130.0
56220,606.0,686.0,811.0,471031.0,241.0
56255,607.0,704.0,745.0,471327.0,170.0
56309,608.0,462.0,432.0,471772.0,100.0
56537,609.0,361.0,843.0,473673.0,216.0
56598,610.0,338.0,828.0,474182.0,166.0
56630,611.0,319.0,835.0,474448.0,361.0
56679,612.0,468.0,880.0,474858.0,787.0
56993,613.0,342.0,830.0,477476.0,124.0
57026,614.0,363.0,785.0,477747.0,209.0
57057,615.0,460.0,783.0,478009.0,138.0
57077,616.0,374.0,794.0,478172.0,101.0
57135,617.0,348.0,800.0,478655.0,401.0
57187,618.0,473.0,806.0,479088.0,118.0
57204,619.0,329.0,790.0,479231.0,200.0
57259,620.0,511.0,780.0,479688.0,100.0
57347,621.0,700.0,795.0,480421.0,151.0
57510,622.0,855.0,678.0,481781.0,124.0
57569,623.0,391.0,634.0,482271.0,109.0
57590,624.0,393.0,672.0,482446.0,101.0
57619,625.0,510.0,652.0,482691.0,139.0
57663,626.0,476.0,640.0,483057.0,106.0
57684,627.0,357.0,646.0,483231.0,224.0
57800,628.0,529.0,508.0,484199.0,203.0
57849,629.0,427.0,477.0,484609.0,131.0
57952,630.0,548.0,820.0,485462.0,125.0
58100,631.0,318.0,821.0,486702.0,152.0
58162,632.0,528.0,851.0,487212.0,125.0
58181,633.0,418.0,900.0,487370.0,109.0
58200,634.0,400.0,852.0,487530.0,124.0
58565,635.0,623.0,416.0,490571.0,103.0
58995,636.0,367.0,882.0,494154.0,166.0
59201,637.0,370.0,891.0,495871.0,274.0
59490,638.0,366.0,587.0,498278.0,168.0
59513,639.0,367.0,567.0,498470.0,149.0
59536,640.0,492.0,847.0,498662.0,185.0
59561,641.0,499.0,827.0,498872.0,148.0
59601,642.0,402.0,790.0,499204.0,148.0
59658,643.0,391.0,832.0,499678.0,100.0
59706,644.0,457.0,1038.0,500078.0,642.0
60129,645.0,428.0,730.0,503695.0,130.0
60147,646.0,425.0,737.0,503842.0,115.0
60250,647.0,686.0,695.0,504705.0,136.0
60486,648.0,92.0,435.0,506665.0,106.0
60523,649.0,98.0,494.0,506974.0,103.0
60758,650.0,472.0,475.0,508928.0,216.0
60816,651.0,1306.0,480.0,509408.0,142.0
60840,652.0,656.0,543.0,509609.0,116.0
60857,653.0,718.0,444.0,509751.0,166.0
60969,654.0,629.0,422.0,510690.0,119.0
60987,655.0,519.0,417.0,510834.0,133.0
61169,656.0,733.0,483.0,512349.0,151.0
61220,657.0,919.0,498.0,512775.0,185.0
61384,658.0,1447.0,637.0,514141.0,217.0
61411,659.0,1463.0,603.0,514367.0,182.0
61434,660.0,1447.0,616.0,514558.0,166.0
61585,661.0,1430.0,583.0,515816.0,183.0
61608,662.0,1411.0,594.0,516008.0,100.0
61699,663.0,1405.0,630.0,516766.0,283.0
61767,664.0,852.0,335.0,517332.0,134.0
61862,665.0,1500.0,587.0,518124.0,100.0
61937,666.0,1446.0,706.0,518749.0,200.0
61963,667.0,1464.0,700.0,518966.0,188.0
61988,668.0,1434.0,703.0,519174.0,158.0
62032,669.0,1446.0,701.0,519540.0,109.0
62046,670.0,1405.0,696.0,519660.0,222.0
62074,671.0,1432.0,714.0,519891.0,166.0
62133,672.0,1402.0,703.0,520382.0,184.0
62156,673.0,1406.0,716.0,520574.0,119.0
62190,674.0,915.0,377.0,520859.0,114.0
62205,675.0,914.0,342.0,520982.0,103.0
62270,676.0,1414.0,673.0,521523.0,117.0
62312,677.0,1039.0,277.0,521874.0,233.0
62343,678.0,907.0,283.0,522131.0,225.0
62374,679.0,749.0,250.0,522392.0,123.0
62454,680.0,1431.0,705.0,523058.0,124.0
62478,681.0,1077.0,372.0,523256.0,134.0
62496,682.0,1073.0,376.0,523406.0,219.0
62543,683.0,999.0,343.0,523798.0,108.0
62562,684.0,914.0,392.0,523956.0,135.0
62580,685.0,921.0,302.0,524106.0,159.0
62601,686.0,860.0,301.0,524281.0,235.0
62632,687.0,815.0,314.0,524540.0,217.0
62682,688.0,1075.0,345.0,524957.0,400.0
62746,689.0,1451.0,599.0,525491.0,324.0
62791,690.0,1423.0,598.0,525866.0,315.0
62850,691.0,1062.0,445.0,526357.0,854.0
62964,692.0,762.0,324.0,527307.0,133.0
63070,693.0,961.0,309.0,528191.0,166.0
63197,694.0,1456.0,580.0,529248.0,118.0
63225,695.0,1436.0,587.0,529481.0,217.0
63339,696.0,916.0,281.0,530432.0,149.0
63371,697.0,1117.0,349.0,530697.0,368.0
63424,698.0,1108.0,392.0,531142.0,323.0
63465,699.0,1106.0,397.0,531481.0,100.0
63500,700.0,1428.0,632.0,531773.0,126.0
63525,701.0,1404.0,636.0,531981.0,158.0
63600,702.0,1414.0,557.0,532606.0,333.0
63641,703.0,1432.0,601.0,532948.0,241.0
63699,704.0,922.0,902.0,533431.0,149.0
63726,705.0,880.0,949.0,533656.0,109.0
63882,706.0,783.0,691.0,534955.0,101.0
63984,707.0,138.0,576.0,535805.0,159.0
64039,708.0,942.0,989.0,536268.0,194.0
64080,709.0,989.0,985.0,536605.0,273.0
64143,710.0,938.0,263.0,537271.0,109.0
64283,711.0,728.0,125.0,538296.0,179.0
64336,712.0,878.0,307.0,538739.0,100.0
64365,713.0,890.0,914.0,538980.0,183.0
64440,714.0,1040.0,273.0,539605.0,158.0
64506,715.0,669.0,247.0,540154.0,134.0
64641,716.0,833.0,307.0,541284.0,165.0
64944,717.0,32.0,134.0,543805.0,109.0
65038,718.0,773.0,187.0,544588.0,104.0
65068,719.0,831.0,966.0,544838.0,175.0
65098,720.0,883.0,981.0,545090.0,116.0
65199,721.0,829.0,965.0,545930.0,142.0
65236,722.0,864.0,985.0,546238.0,142.0
65255,723.0,957.0,982.0,546397.0,191.0
65281,724.0,1030.0,984.0,546613.0,225.0
65310,725.0,996.0,990.0,546855.0,1050.0
65463,726.0,1433.0,606.0,548131.0,640.0
65541,727.0,1404.0,605.0,548779.0,324.0
65580,728.0,1409.0,602.0,549106.0,224.0
65648,729.0,1422.0,579.0,549671.0,108.0
65662,730.0,1395.0,619.0,549788.0,108.0
65693,731.0,1189.0,522.0,550046.0,268.0
65759,732.0,1406.0,598.0,550596.0,125.0
65776,733.0,1407.0,590.0,550738.0,116.0
65919,734.0,1413.0,589.0,551928.0,109.0
65937,735.0,1415.0,591.0,552079.0,175.0
66037,736.0,963.0,413.0,552913.0,265.0
66108,737.0,776.0,614.0,553504.0,108.0
66297,738.0,200.0,564.0,555081.0,206.0
66432,739.0,1406.0,716.0,556203.0,125.0
66479,740.0,1142.0,443.0,556595.0,175.0
66507,741.0,1075.0,522.0,556829.0,224.0
66657,742.0,946.0,419.0,558078.0,133.0
66694,743.0,794.0,261.0,558386.0,243.0
66839,744.0,254.0,436.0,559595.0,120.0
67119,746.0,956.0,306.0,561928.0,400.0
67351,747.0,684.0,227.0,563861.0,150.0
67439,748.0,965.0,276.0,564598.0,221.0
67635,749.0,29.0,112.0,566227.0,125.0
67657,750.0,89.0,214.0,566411.0,149.0
67737,751.0,400.0,354.0,567087.0,199.0
68335,752.0,850.0,954.0,572148.0,125.0
68351,753.0,835.0,921.0,572283.0,107.0
68452,754.0,1044.0,948.0,573125.0,143.0
68580,755.0,1205.0,387.0,574190.0,116.0
68629,756.0,1002.0,1025.0,574600.0,189.0
68777,757.0,999.0,1012.0,575835.0,113.0
68870,758.0,1044.0,304.0,576606.0,134.0
68998,759.0,929.0,620.0,577673.0,100.0
69052,760.0,967.0,886.0,578128.0,112.0
69323,761.0,472.0,509.0,580382.0,125.0
69342,762.0,371.0,696.0,580539.0,168.0
69613,763.0,693.0,146.0,582796.0,201.0
69756,764.0,1071.0,961.0,583991.0,164.0
69781,765.0,1007.0,974.0,584201.0,104.0
69862,766.0,1319.0,403.0,584873.0,108.0
69880,767.0,1441.0,501.0,585022.0,184.0
69910,768.0,1434.0,525.0,585272.0,117.0
69928,769.0,1408.0,537.0,585423.0,183.0
69952,770.0,1427.0,515.0,585622.0,121.0
70037,771.0,1439.0,519.0,586334.0,209.0
70069,772.0,1074.0,352.0,586596.0,448.0
70176,773.0,1428.0,597.0,587491.0,214.0
70203,774.0,1470.0,598.0,587713.0,428.0
70262,775.0,1081.0,565.0,588205.0,221.0
70463,776.0,1165.0,469.0,589881.0,124.0
70612,777.0,1096.0,436.0,591121.0,110.0
70662,778.0,1409.0,623.0,591539.0,324.0
70702,779.0,1396.0,616.0,591870.0,187.0
70738,780.0,1084.0,523.0,592175.0,107.0
70777,781.0,985.0,488.0,592497.0,107.0
70798,782.0,975.0,468.0,592670.0,135.0
70837,783.0,967.0,596.0,592996.0,120.0
71035,785.0,1394.0,630.0,594646.0,400.0
71159,786.0,1044.0,980.0,595680.0,100.0
71234,787.0,785.0,984.0,596305.0,125.0
71252,788.0,796.0,993.0,596455.0,103.0
71268,789.0,907.0,969.0,596588.0,108.0
71320,790.0,1444.0,674.0,597021.0,109.0
71334,791.0,1446.0,658.0,597139.0,192.0
71389,792.0,1382.0,682.0,597598.0,190.0
71417,793.0,1052.0,654.0,597831.0,165.0
71499,794.0,392.0,805.0,598512.0,125.0
71570,795.0,689.0,757.0,599104.0,208.0
71738,796.0,876.0,720.0,600504.0,143.0
71759,797.0,884.0,821.0,600681.0,115.0
71782,798.0,532.0,795.0,600870.0,166.0
71834,799.0,281.0,769.0,601304.0,100.0
71922,800.0,1434.0,714.0,602037.0,175.0
72007,801.0,1399.0,703.0,602747.0,233.0
72071,802.0,296.0,792.0,603279.0,125.0
72096,803.0,246.0,797.0,603487.0,392.0
72163,804.0,353.0,800.0,604045.0,216.0
72193,805.0,513.0,799.0,604295.0,135.0
72226,806.0,562.0,650.0,604573.0,122.0
72424,807.0,1437.0,767.0,606219.0,200.0
72449,808.0,1398.0,764.0,606428.0,216.0
72477,809.0,1462.0,770.0,606661.0,208.0
72528,810.0,1015.0,788.0,607086.0,119.0
72578,811.0,838.0,834.0,607507.0,146.0
72612,812.0,1425.0,783.0,607787.0,157.0
72639,813.0,1456.0,790.0,608011.0,225.0
72667,814.0,1416.0,793.0,608244.0,167.0
72753,815.0,1449.0,777.0,608962.0,199.0
72778,816.0,1487.0,783.0,609169.0,350.0
72825,817.0,1192.0,785.0,609564.0,205.0
72894,818.0,1163.0,791.0,610135.0,244.0
72946,819.0,1152.0,788.0,610569.0,116.0
73279,820.0,1038.0,66.0,613345.0,101.0
73468,821.0,632.0,847.0,614920.0,132.0
73669,822.0,1309.0,350.0,616597.0,136.0
73687,823.0,1328.0,366.0,616744.0,134.0
73705,824.0,1307.0,351.0,616895.0,107.0
73790,825.0,1284.0,312.0,617602.0,127.0
73841,826.0,1309.0,367.0,618028.0,101.0
73882,827.0,1101.0,787.0,618371.0,156.0
73925,828.0,1189.0,269.0,618727.0,125.0
73942,829.0,1193.0,266.0,618868.0,110.0
73996,830.0,850.0,341.0,619318.0,134.0
74072,831.0,441.0,548.0,619952.0,225.0
74113,832.0,328.0,531.0,620296.0,122.0
74153,833.0,83.0,556.0,620630.0,216.0
74180,834.0,53.0,546.0,620852.0,225.0
74209,835.0,82.0,585.0,621093.0,101.0
74228,836.0,412.0,567.0,621251.0,217.0
74287,837.0,89.0,570.0,621743.0,150.0
74317,838.0,33.0,548.0,621996.0,147.0
74429,839.0,395.0,587.0,622927.0,277.0
74468,840.0,406.0,943.0,623251.0,217.0
74519,841.0,712.0,991.0,623676.0,342.0
74565,842.0,849.0,988.0,624059.0,484.0
74626,843.0,749.0,988.0,624568.0,133.0
74643,844.0,849.0,987.0,624709.0,409.0
74697,845.0,837.0,989.0,625159.0,217.0
74813,846.0,1295.0,244.0,626127.0,124.0
74830,847.0,1246.0,413.0,626267.0,107.0
74912,848.0,69.0,580.0,626952.0,115.0
74929,849.0,63.0,563.0,627092.0,650.0
75025,850.0,138.0,945.0,627892.0,110.0
75086,851.0,134.0,609.0,628401.0,152.0
75128,852.0,461.0,651.0,628750.0,118.0
75143,853.0,415.0,593.0,628875.0,218.0
75170,854.0,386.0,560.0,629100.0,176.0
75205,855.0,407.0,577.0,629393.0,204.0
75245,856.0,1271.0,434.0,629726.0,225.0
75456,857.0,1419.0,767.0,631487.0,259.0
75489,858.0,1374.0,762.0,631755.0,184.0
75513,859.0,1381.0,770.0,631955.0,100.0
75526,860.0,1393.0,763.0,632063.0,267.0
75644,861.0,1390.0,773.0,633046.0,150.0
75701,862.0,1168.0,334.0,633521.0,295.0
75738,863.0,1154.0,313.0,633831.0,149.0
75788,864.0,412.0,592.0,634246.0,482.0
75889,866.0,1414.0,754.0,635256.0,115.0
75926,867.0,1449.0,777.0,635398.0,309.0
75967,868.0,1473.0,749.0,635738.0,151.0
75986,869.0,1401.0,752.0,635896.0,150.0
76015,870.0,1467.0,774.0,636142.0,269.0
76050,871.0,1450.0,714.0,636429.0,275.0
76088,872.0,1483.0,609.0,636746.0,146.0
76116,873.0,1406.0,771.0,636979.0,117.0
76301,874.0,1429.0,770.0,638520.0,169.0
76322,875.0,1442.0,764.0,638696.0,291.0
76400,876.0,1250.0,289.0,639345.0,117.0
76430,877.0,1216.0,331.0,639595.0,192.0
76469,878.0,1417.0,747.0,639920.0,183.0
76493,879.0,1433.0,730.0,640120.0,243.0
76739,881.0,1451.0,785.0,642170.0,133.0
76763,882.0,1479.0,789.0,642374.0,188.0
76799,883.0,1506.0,784.0,642670.0,125.0
76823,884.0,1465.0,805.0,642870.0,116.0
76852,885.0,1491.0,780.0,643115.0,255.0
76884,886.0,1481.0,789.0,643378.0,342.0
76935,887.0,1483.0,775.0,643803.0,137.0
76952,888.0,1457.0,775.0,643945.0,449.0
77007,889.0,1440.0,773.0,644404.0,315.0
77047,890.0,1431.0,775.0,644740.0,129.0
77067,891.0,1429.0,777.0,644910.0,251.0
77099,892.0,1461.0,769.0,645169.0,100.0
77125,893.0,1462.0,768.0,645387.0,133.0
77160,894.0,1064.0,429.0,645677.0,175.0
77218,895.0,1416.0,797.0,646161.0,100.0
77646,896.0,1315.0,348.0,650143.0,133.0
77769,897.0,410.0,620.0,651171.0,113.0
77784,898.0,396.0,593.0,651293.0,117.0
77817,899.0,514.0,540.0,651572.0,154.0
77868,900.0,30.0,573.0,651993.0,209.0
77895,901.0,14.0,539.0,652218.0,101.0
77909,902.0,18.0,532.0,652340.0,160.0
77943,903.0,329.0,524.0,652618.0,208.0
77994,904.0,366.0,569.0,653044.0,385.0
78050,905.0,986.0,987.0,653509.0,134.0
78104,906.0,831.0,1000.0,653960.0,361.0
78149,907.0,943.0,1034.0,654334.0,242.0
78205,908.0,493.0,568.0,654802.0,115.0
78271,909.0,380.0,947.0,655353.0,409.0
78447,911.0,1010.0,896.0,656820.0,114.0
78468,912.0,949.0,880.0,656993.0,124.0
78534,913.0,878.0,184.0,657543.0,158.0
78601,914.0,376.0,224.0,658101.0,137.0
78726,915.0,831.0,911.0,659139.0,138.0
79015,916.0,307.0,855.0,661550.0,191.0
79117,917.0,734.0,214.0,662399.0,134.0
79219,918.0,1426.0,516.0,663250.0,108.0
79255,919.0,1407.0,649.0,663550.0,390.0
79404,921.0,983.0,341.0,664792.0,183.0
79492,922.0,1449.0,548.0,665526.0,138.0
79553,923.0,1398.0,563.0,666037.0,121.0
79600,924.0,1446.0,614.0,666425.0,421.0
79653,925.0,1485.0,603.0,666873.0,135.0
79677,926.0,1437.0,616.0,667070.0,791.0
79799,927.0,1166.0,328.0,668083.0,174.0
79825,928.0,1369.0,146.0,668299.0,125.0
80272,929.0,305.0,833.0,672112.0,125.0
80288,930.0,252.0,832.0,672253.0,117.0
80410,931.0,175.0,196.0,673262.0,109.0
80453,932.0,388.0,262.0,673620.0,175.0
80617,933.0,231.0,361.0,674986.0,110.0
80632,934.0,322.0,404.0,675111.0,109.0
80665,935.0,400.0,456.0,675388.0,157.0
80710,936.0,233.0,205.0,675761.0,111.0
80747,937.0,338.0,293.0,676075.0,136.0
80770,938.0,287.0,300.0,676261.0,134.0
80789,939.0,187.0,236.0,676420.0,142.0
80807,940.0,189.0,295.0,676570.0,125.0
80833,941.0,316.0,387.0,676786.0,200.0
80861,942.0,381.0,453.0,677019.0,217.0
80891,943.0,397.0,855.0,677276.0,130.0
80996,944.0,1364.0,198.0,678144.0,125.0
81116,945.0,1001.0,901.0,679144.0,100.0
81170,946.0,848.0,902.0,679594.0,217.0
81219,947.0,981.0,897.0,680003.0,440.0
81337,949.0,903.0,198.0,680986.0,112.0
81514,950.0,880.0,870.0,682461.0,108.0
81528,951.0,893.0,890.0,682577.0,143.0
81550,952.0,926.0,894.0,682761.0,142.0
81736,953.0,452.0,153.0,684311.0,150.0
81761,954.0,267.0,158.0,684520.0,116.0
81888,955.0,1058.0,874.0,685577.0,167.0
82018,956.0,257.0,323.0,686660.0,112.0
82036,957.0,285.0,334.0,686810.0,149.0
82067,958.0,233.0,275.0,687157.0,125.0
82391,959.0,342.0,838.0,689858.0,148.0
82444,960.0,996.0,943.0,690300.0,136.0
82812,961.0,608.0,824.0,693454.0,106.0
82840,962.0,679.0,813.0,693685.0,134.0
83112,963.0,1319.0,262.0,695948.0,158.0
83290,964.0,1191.0,615.0,697430.0,106.0
83858,965.0,697.0,694.0,702164.0,100.0
83975,966.0,671.0,793.0,703139.0,150.0
84023,967.0,1467.0,654.0,703539.0,141.0
84041,968.0,1458.0,672.0,703689.0,618.0
84116,969.0,1422.0,688.0,704314.0,334.0
84176,970.0,1419.0,672.0,704814.0,144.0
84256,971.0,553.0,674.0,705480.0,167.0
84293,972.0,671.0,775.0,705789.0,108.0
84326,973.0,1466.0,585.0,706064.0,216.0
84370,974.0,1440.0,556.0,706430.0,197.0
84398,975.0,1446.0,563.0,706663.0,261.0
84437,976.0,1430.0,548.0,706989.0,283.0
84515,977.0,615.0,768.0,707638.0,109.0
84531,978.0,685.0,793.0,707772.0,141.0
84584,979.0,599.0,731.0,708213.0,106.0
84674,980.0,1424.0,566.0,708963.0,301.0
84711,981.0,1426.0,632.0,709272.0,199.0
84743,982.0,1431.0,688.0,709538.0,141.0
84761,983.0,1410.0,695.0,709688.0,217.0
84797,984.0,689.0,673.0,709988.0,125.0
84869,985.0,670.0,720.0,710588.0,126.0
85097,987.0,548.0,634.0,712487.0,125.0
85210,988.0,687.0,802.0,713429.0,258.0
85287,989.0,687.0,798.0,714071.0,142.0
85394,990.0,684.0,748.0,714963.0,107.0
85408,991.0,696.0,769.0,715078.0,109.0
85456,992.0,693.0,772.0,715479.0,166.0
85480,993.0,701.0,817.0,715679.0,117.0
85554,994.0,1318.0,287.0,716295.0,175.0
85584,995.0,832.0,940.0,716549.0,146.0
85612,996.0,896.0,904.0,716778.0,243.0
85777,997.0,879.0,901.0,718163.0,167.0
85948,998.0,690.0,763.0,719587.0,367.0
86171,999.0,675.0,778.0,721445.0,234.0
86200,1000.0,678.0,796.0,721687.0,117.0
86254,1001.0,949.0,965.0,722139.0,194.0
86515,1002.0,949.0,930.0,724312.0,200.0
86947,1003.0,1426.0,491.0,728002.0,231.0
87107,1004.0,434.0,669.0,729324.0,751.0
87234,1005.0,1421.0,590.0,730383.0,161.0
87270,1006.0,1415.0,597.0,730682.0,100.0
87552,1007.0,664.0,809.0,733032.0,517.0
87735,1009.0,687.0,213.0,734557.0,311.0
87925,1010.0,682.0,106.0,736255.0,141.0
88058,1012.0,973.0,895.0,737260.0,107.0
88963,1013.0,646.0,810.0,744969.0,143.0
88987,1014.0,550.0,803.0,745162.0,144.0
89060,1016.0,648.0,614.0,745771.0,100.0
89082,1017.0,1392.0,604.0,745955.0,116.0
89129,1018.0,1468.0,658.0,746346.0,157.0
89155,1019.0,1422.0,661.0,746565.0,272.0
89189,1020.0,1472.0,636.0,746849.0,129.0
89206,1021.0,1471.0,666.0,746986.0,125.0
89308,1022.0,657.0,818.0,747836.0,117.0
89324,1023.0,551.0,827.0,747970.0,116.0
89417,1024.0,672.0,609.0,748745.0,526.0
89696,1027.0,515.0,203.0,751069.0,225.0
89762,1028.0,640.0,102.0,751619.0,352.0
89905,1029.0,741.0,883.0,752813.0,107.0
89966,1030.0,606.0,888.0,753321.0,873.0
90117,1031.0,569.0,835.0,754578.0,133.0
90159,1032.0,552.0,895.0,754933.0,345.0
90257,1033.0,669.0,595.0,755745.0,275.0
90525,1034.0,606.0,801.0,757977.0,144.0
90660,1035.0,533.0,169.0,759102.0,100.0
90703,1036.0,985.0,997.0,759461.0,121.0
90814,1037.0,672.0,612.0,760386.0,185.0
91641,1038.0,1127.0,824.0,767273.0,116.0
91682,1039.0,1452.0,671.0,767614.0,410.0
91737,1040.0,1455.0,610.0,768072.0,117.0
91753,1041.0,1455.0,596.0,768206.0,192.0
91783,1042.0,1448.0,528.0,768456.0,225.0
91825,1043.0,1507.0,515.0,768808.0,105.0
91840,1044.0,1427.0,531.0,768931.0,252.0
91891,1045.0,1517.0,528.0,769357.0,271.0
91943,1046.0,1077.0,654.0,769790.0,103.0
91986,1047.0,1035.0,537.0,770148.0,158.0
92093,1048.0,1141.0,823.0,771043.0,155.0
92115,1049.0,1136.0,833.0,771223.0,117.0
92141,1050.0,1143.0,796.0,771438.0,102.0
92172,1051.0,1150.0,557.0,771698.0,233.0
92482,1052.0,1202.0,471.0,774282.0,181.0
92556,1053.0,1205.0,791.0,774898.0,116.0
92572,1054.0,1190.0,788.0,775031.0,108.0
92615,1055.0,1202.0,578.0,775396.0,135.0
92703,1056.0,991.0,893.0,776122.0,192.0
92727,1057.0,974.0,890.0,776322.0,109.0
92745,1058.0,1161.0,552.0,776472.0,218.0
92841,1059.0,947.0,902.0,777272.0,191.0
92865,1060.0,912.0,895.0,777472.0,140.0
92904,1061.0,698.0,888.0,777798.0,140.0
93055,1063.0,926.0,902.0,779055.0,233.0
93084,1064.0,918.0,901.0,779298.0,258.0
93116,1065.0,936.0,908.0,779563.0,127.0
93203,1066.0,547.0,912.0,780292.0,109.0
93223,1067.0,1133.0,488.0,780455.0,149.0
93241,1068.0,1161.0,485.0,780605.0,249.0
93282,1069.0,1186.0,454.0,780946.0,108.0
93440,1070.0,817.0,916.0,782263.0,108.0
93494,1071.0,835.0,904.0,782713.0,216.0
93538,1072.0,1191.0,381.0,783082.0,157.0
93579,1073.0,790.0,893.0,783422.0,133.0
93601,1074.0,844.0,910.0,783607.0,139.0
93641,1075.0,776.0,916.0,783937.0,117.0
93656,1076.0,831.0,895.0,784063.0,116.0
93720,1077.0,493.0,906.0,784596.0,200.0
93756,1078.0,1158.0,440.0,784897.0,111.0
93770,1079.0,1155.0,465.0,785014.0,215.0
93816,1080.0,1185.0,328.0,785396.0,183.0
93841,1081.0,1196.0,337.0,785609.0,223.0
93870,1082.0,1180.0,455.0,785845.0,409.0
93946,1083.0,1144.0,542.0,786479.0,110.0
94270,1084.0,1207.0,632.0,789179.0,100.0
94313,1085.0,1074.0,888.0,789538.0,169.0
94709,1086.0,1163.0,610.0,792926.0,205.0
94789,1087.0,1234.0,544.0,793594.0,181.0
94942,1088.0,903.0,898.0,794868.0,127.0
95121,1089.0,1162.0,456.0,796359.0,133.0
95139,1090.0,1175.0,433.0,796508.0,109.0
95217,1091.0,980.0,949.0,797158.0,134.0
95315,1092.0,1029.0,921.0,797975.0,225.0
95613,1093.0,468.0,23.0,800458.0,183.0
95883,1094.0,535.0,842.0,802707.0,118.0
96583,1096.0,1564.0,91.0,808540.0,126.0
96882,1097.0,521.0,466.0,811034.0,106.0
96969,1098.0,548.0,459.0,811758.0,107.0
97042,1099.0,1347.0,264.0,812365.0,175.0
97134,1100.0,606.0,498.0,813131.0,101.0
97184,1101.0,1392.0,230.0,813548.0,167.0
97211,1102.0,1386.0,201.0,813773.0,167.0
97234,1103.0,1376.0,247.0,813965.0,109.0
97314,1104.0,537.0,584.0,814632.0,108.0
97452,1105.0,1455.0,584.0,815781.0,193.0
97546,1106.0,651.0,554.0,816566.0,123.0
97620,1107.0,1454.0,514.0,817181.0,267.0
97657,1108.0,1455.0,531.0,817488.0,109.0
97671,1109.0,1454.0,513.0,817615.0,183.0
97701,1110.0,1436.0,493.0,817856.0,192.0
97743,1111.0,1408.0,517.0,818210.0,337.0
97786,1112.0,1408.0,517.0,818565.0,107.0
97822,1113.0,635.0,521.0,818864.0,125.0
97852,1114.0,551.0,469.0,819114.0,493.0
97918,1115.0,642.0,495.0,819665.0,315.0
97960,1116.0,536.0,479.0,820014.0,100.0
97993,1117.0,1336.0,333.0,820896.0,352.0
98112,1118.0,1455.0,535.0,821280.0,543.0
98181,1119.0,1439.0,613.0,821861.0,404.0
98247,1120.0,876.0,632.0,822406.0,108.0
98262,1121.0,865.0,656.0,822532.0,103.0
98280,1122.0,1402.0,597.0,822681.0,251.0
98311,1123.0,1411.0,612.0,822940.0,433.0
98392,1124.0,888.0,546.0,823616.0,150.0
98424,1125.0,522.0,581.0,823881.0,159.0
98444,1126.0,549.0,594.0,824048.0,183.0
98469,1127.0,536.0,418.0,824256.0,258.0
98516,1128.0,680.0,474.0,824647.0,133.0
98537,1129.0,642.0,530.0,824823.0,533.0
99075,1130.0,1372.0,313.0,829396.0,197.0
99173,1131.0,485.0,488.0,830210.0,116.0
99188,1132.0,523.0,460.0,830335.0,150.0
99260,1133.0,541.0,460.0,830935.0,250.0
99374,1134.0,538.0,486.0,831885.0,125.0
99403,1135.0,576.0,491.0,832126.0,125.0
99458,1136.0,549.0,469.0,832585.0,174.0
99515,1137.0,639.0,505.0,833062.0,123.0
99548,1138.0,532.0,484.0,833335.0,461.0
99680,1139.0,541.0,499.0,834435.0,125.0
99714,1140.0,523.0,835.0,834717.0,133.0
99736,1141.0,556.0,543.0,834900.0,109.0
99961,1142.0,1342.0,352.0,836774.0,151.0
99996,1143.0,1366.0,257.0,837067.0,683.0
100095,1144.0,1368.0,316.0,837892.0,224.0
100123,1145.0,1379.0,294.0,838124.0,293.0
100159,1146.0,1346.0,289.0,838425.0,183.0
100236,1147.0,545.0,597.0,839066.0,151.0
100483,1148.0,665.0,868.0,841126.0,109.0
100503,1149.0,677.0,900.0,841292.0,119.0
100543,1150.0,840.0,904.0,841627.0,107.0
100579,1151.0,832.0,912.0,841925.0,167.0
100607,1152.0,824.0,909.0,842159.0,313.0
100966,1154.0,1367.0,309.0,845150.0,160.0
101012,1155.0,1390.0,314.0,845535.0,223.0
101136,1156.0,1397.0,227.0,846566.0,150.0
101170,1157.0,1370.0,312.0,846849.0,109.0
101202,1158.0,1375.0,321.0,847116.0,200.0
101352,1159.0,1408.0,283.0,848366.0,100.0
101420,1160.0,864.0,914.0,848933.0,267.0
101698,1161.0,1341.0,334.0,851248.0,142.0
101733,1162.0,1359.0,301.0,851540.0,175.0
101757,1163.0,1344.0,313.0,851740.0,159.0
101793,1164.0,548.0,615.0,852040.0,375.0
102043,1165.0,1348.0,306.0,854123.0,164.0
102100,1166.0,505.0,614.0,854602.0,170.0
