StudyName,ExportDate,Name,Age,Gender,StimulusName,SlideType,EventSource,UTCTimestamp,Timestamp,MediaTime,TimeSignal,GazeLeftx,GazeLefty,GazeRightx,GazeRighty,PupilLeft,PupilRight,DistanceLeft,DistanceRight,CameraLeftX,CameraLeftY,CameraRightX,CameraRightY,ValidityLeft,ValidityRight,GazeX,GazeY,GazeAOI,InterpolatedGazeX,InterpolatedGazeY,GazeEventType,GazeVelocityAngle,SaccadeSeq,SaccadeStart,SaccadeDuration,FixationSeq,FixationX,FixationY,FixationStart,FixationDuration,FixationAOI,PostMarker,Annotation,LiveMarker,KeyStroke,MarkerText,SceneType,SceneOutput,SceneParent,Current_task,Graph
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212626661,20170609_142626661,901706,908831,-1,-1,204,693,-1,-1,-1,488.429,-1,-1,0.3362806,0.4858981,4,0,204,693,,204,693,,0,,,,1235,208,684,901706,193,,,,,,,,,,CL15,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212626936,20170609_142626936,901981,909098,972,969,999,927,2.694473,2.699677,485.2941,493.7291,0.4614856,0.4971598,0.3304296,0.4866979,0,0,986,948,,986,970,,0,,,,1236,985,961,901971,135,,,,,,,,,,CL15,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212627070,20170609_142627070,902114,909240,953,975,-1,-1,-1,-1,516.768,-1,0.4596923,0.4967257,-1,-1,0,4,953,975,,953,975,,0,,,,1237,973,964,902114,126,,,,,,,,,,CL15,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212627221,20170609_142627221,902265,909390,1107,894,1155,869,-1,-1,519.4225,502.6497,0.4577937,0.4963815,0.3273736,0.4865977,0,0,1131,882,,1131,882,,0,,,,1238,1126,891,902265,111,,,,,,,,,,CL15,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212628954,20170609_142628954,903998,911123,-1,-1,1191,29,-1,3.466949,-1,501.4623,-1,-1,0.3303707,0.4821881,4,0,1191,29,,1191,29,,0,,,,1239,1213,37,903998,140,,,,,,,,,,CL15,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212629248,20170609_142629248,904292,911414,1096,783,1150,829,-1,-1,516.5787,500.2455,0.4591232,0.4948907,0.330143,0.4849195,0,0,1123,806,,1123,806,,0,,,,1240,1134,819,904292,122,,,,,,,,,,CL15,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212629447,20170609_142629447,904491,911614,1150,810,-1,-1,-1,-1,519.5863,-1,0.4582679,0.4953098,-1,-1,0,4,1150,810,,1150,810,,0,,,,1241,1159,807,904491,158,,,,,,,,,,CL15,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212630154,20170609_142630154,905198,912323,1148,863,1167,880,3.403885,3.321686,520.3079,495.1826,0.4564314,0.4960794,0.3281649,0.4860686,0,0,1158,872,,1158,872,,0,,,,1242,1161,879,905198,137,,,,,,,,,,CL15,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212631962,20170609_142631962,907006,914131,-1,-1,906,870,-1,-1,-1,490.3743,-1,-1,0.3398032,0.4867184,4,0,906,870,,906,870,,0,,,,1243,903,855,907006,125,,,,,,,,,,CL15,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212633545,20170609_142633545,908589,915714,1410,598,-1,-1,-1,-1,506.5157,-1,0.4554069,0.4978586,-1,-1,0,4,1410,598,,1410,598,,0,,,,1244,1417,589,908589,241,,,,,,,,,,CL7,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212634429,20170609_142634429,909474,916597,-1,-1,765,201,-1,3.313431,-1,490.6631,-1,-1,0.3408992,0.48414,4,0,765,201,,765,201,,0,,,,1245,754,202,909474,125,,,,,,,,,,CL7,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212641020,20170609_142641020,916065,923188,982,887,-1,-1,-1,-1,517.1853,-1,0.4641817,0.5008053,-1,-1,0,4,982,887,,982,887,,0,,,,1246,992,898,916065,182,,,,,,,,,,CL7,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212641368,20170609_142641368,916413,923538,983,897,-1,-1,-1,-1,516.262,-1,0.4636046,0.5014068,-1,-1,0,4,983,897,,983,897,,0,,,,1247,1004,902,916413,110,,,,,,,,,,CL7,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212641487,20170609_142641487,916532,923655,-1,-1,1037,895,-1,-1,-1,504.7036,-1,-1,0.3308696,0.4903714,4,0,1037,895,,1037,895,,0,,,,1248,1012,899,916532,124,,,,,,,,,,CL7,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212641678,20170609_142641678,916723,923847,1070,884,1053,916,3.225128,3.293396,517.6335,500.0135,0.4628311,0.5016355,0.3312687,0.4904671,0,0,1062,900,,1062,900,,0,,,,1249,1085,896,916723,224,,,,,,,,,,CL7,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212641919,20170609_142641919,916964,924088,1026,893,-1,-1,-1,-1,520.8331,-1,0.4643761,0.5016702,-1,-1,0,4,1026,893,,1026,893,,0,,,,1250,1019,898,916964,133,,,,,,,,,,CL7,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212642077,20170609_142642077,917122,924247,1004,901,1041,906,3.254929,3.156448,517.931,496.6722,0.4644881,0.5019046,0.333057,0.4904939,0,0,1022,904,,1022,904,,0,,,,1251,1012,902,917122,201,,,,,,,,,,CL7,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212642285,20170609_142642285,917330,924455,979,901,-1,-1,-1,-1,515.4479,-1,0.4645237,0.5030246,-1,-1,0,4,979,901,,979,901,,0,,,,1252,987,906,917330,126,,,,,,,,,,CL7,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212642760,20170609_142642760,917805,924930,982,900,-1,-1,-1,-1,517.1287,-1,0.4595786,0.5037743,-1,-1,0,4,982,900,,982,900,,0,,,,1253,990,898,917805,108,,,,,,,,,,CL7,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212642894,20170609_142642894,917939,925063,1055,893,1107,881,-1,-1,522.7343,505.1576,0.458782,0.5029554,0.3269736,0.4927643,0,0,1081,887,,1081,887,,0,,,,1254,1083,902,917939,332,,,,,,,,,,CL7,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212643344,20170609_142643344,918389,925513,1082,915,1112,908,-1,-1,512.0046,495.1512,0.4615183,0.5023239,0.329502,0.4920294,0,0,1097,912,,1097,912,,0,,,,1255,1090,903,918389,308,,,,,,,,,,CL7,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212643719,20170609_142643719,918764,925888,1211,885,-1,-1,-1,-1,517.9204,-1,0.4592403,0.502215,-1,-1,0,4,1211,885,,1211,885,,0,,,,1256,1221,889,918764,949,,,,,,,,,,CL7,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212644920,20170609_142644920,919964,927088,1074,169,-1,-1,-1,-1,509.7253,-1,0.4625339,0.497976,-1,-1,0,4,1074,169,,1074,169,,0,,,,1257,1077,182,919964,158,,,,,,,,,,CL7,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212645302,20170609_142645302,920346,927471,-1,-1,171,117,-1,3.391754,-1,501.9026,-1,-1,0.3476936,0.4828977,4,0,171,117,,171,117,,0,,,,1258,152,103,920346,117,,,,,,,,,,CL7,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212645869,20170609_142645869,920913,928038,259,344,327,292,-1,-1,444.6617,466.0334,0.4836919,0.4965682,0.3536614,0.4813227,0,0,293,318,,293,318,,0,,,,1259,307,330,920913,150,,,,,,,,,,CL7,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212646070,20170609_142646070,921114,928238,-1,-1,504,341,-1,-1,-1,458.5226,-1,-1,0.3518827,0.4815638,4,0,504,341,,504,341,,0,,,,1260,505,350,921114,132,,,,,,,,,,CL7,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212646219,20170609_142646219,921263,928388,400,459,493,365,-1,-1,434.0931,456.5687,0.4801089,0.4956459,0.3495742,0.4820555,0,0,446,412,,446,412,,0,,,,1261,432,403,921263,184,,,,,,,,,,CL7,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212646860,20170609_142646860,921904,929030,-1,-1,575,917,-1,-1,-1,508.5488,-1,-1,0.3440233,0.484436,4,0,575,917,,575,917,,0,,,,1262,572,903,921904,142,,,,,,,,,,CL7,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212647968,20170609_142647968,923012,930138,-1,-1,525,912,-1,-1,-1,490.3033,-1,-1,0.3407503,0.4884365,4,0,525,912,,525,912,,0,,,,1263,527,897,923012,129,,,,,,,,,,CL7,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212648619,20170609_142648619,923663,930788,558,869,611,907,-1,-1,508.5538,506.4112,0.4722956,0.5006871,0.3424335,0.4878801,0,0,584,888,,584,888,,0,,,,1264,579,887,923663,191,,,,,,,,,,CL7,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212649744,20170609_142649744,924788,931913,-1,-1,98,108,-1,-1,-1,505.7547,-1,-1,0.344793,0.4857593,4,0,98,108,,98,108,,0,,,,1265,108,111,924788,158,,,,,,,,,,CL7,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212650651,20170609_142650651,925695,932821,502,336,561,285,3.037827,3.119217,464.4322,482.6773,0.4741024,0.4970201,0.3431172,0.484675,0,0,532,310,,532,310,,0,,,,1266,526,325,925695,125,,,,,,,,,,CL7,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212651326,20170609_142651326,926370,933496,354,296,452,243,3.11496,3.116455,472.976,487.9734,0.4737003,0.497699,0.3432011,0.4847534,0,0,403,270,,403,270,,0,,,,1267,400,286,926370,100,,,,,,,,,,CL7,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212651951,20170609_142651951,926996,934121,555,226,-1,-1,3.274673,-1,499.3839,-1,0.4704936,0.4967882,-1,-1,0,4,555,226,,555,226,,0,,,,1268,572,215,926996,150,,,,,,,,,,CL7,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212652496,20170609_142652496,927541,934663,797,179,-1,-1,-1,-1,509.7127,-1,0.4680914,0.4961,-1,-1,0,4,797,179,,797,179,,0,,,,1269,805,192,927541,180,,,,,,,,,,CL7,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212652701,20170609_142652701,927746,934871,911,188,-1,-1,3.383469,-1,508.1146,-1,0.4665947,0.4960772,-1,-1,0,4,911,188,,911,188,,0,,,,1270,937,191,927746,269,,,,,,,,,,CL7,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212653077,20170609_142653077,928122,935246,1050,136,-1,-1,3.329239,-1,510.9362,-1,0.4627768,0.4953118,-1,-1,0,4,1050,136,,1050,136,,0,,,,1271,1056,162,928122,165,,,,,,,,,,CL7,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212653276,20170609_142653276,928321,935446,1138,267,1156,240,3.171326,3.147095,502.0213,499.5413,0.4617539,0.4954271,0.3325433,0.4843242,0,0,1147,254,,1147,254,,0,,,,1272,1157,257,928321,116,,,,,,,,,,CL7,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212653451,20170609_142653451,928496,935621,1175,200,1190,163,3.194946,3.433441,522.7152,518.1671,0.4597655,0.4952789,0.3301234,0.4843534,0,0,1182,182,,1182,182,,0,,,,1273,1181,190,928496,200,,,,,,,,,,CL7,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212653659,20170609_142653659,928704,935829,-1,-1,1186,221,-1,-1,-1,512.0674,-1,-1,0.330076,0.4839748,4,0,1186,221,,1186,221,,0,,,,1274,1167,223,928704,433,,,,,,,,,,CL7,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212654477,20170609_142654477,929522,936646,-1,-1,333,179,-1,3.227676,-1,500.5614,0.4669147,0.4977413,0.3391447,0.4856118,0,0,333,179,,333,179,,0,,,,1275,336,166,929522,142,,,,,,,,,,CL7,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212655269,20170609_142655269,930314,937437,805,893,-1,-1,-1,-1,512.7928,-1,0.4647423,0.4992488,-1,-1,0,4,805,893,,805,893,,0,,,,1276,814,896,930314,123,,,,,,,,,,CL7,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212655769,20170609_142655769,930814,937937,1026,877,-1,-1,-1,-1,520.5794,-1,0.4603401,0.4991122,-1,-1,0,4,1026,877,,1026,877,,0,,,,1277,1040,887,930814,173,,,,,,,,,,CL7,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212656018,20170609_142656018,931063,938187,1111,887,-1,-1,-1,-1,518.6102,-1,0.4600577,0.4993339,-1,-1,0,4,1111,887,,1111,887,,0,,,,1278,1122,884,931063,125,,,,,,,,,,CL7,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212658042,20170609_142658042,933087,940212,929,985,973,979,-1,-1,493.4949,499.3804,0.4635533,0.5001525,0.3360179,0.4890953,0,0,951,982,,951,982,,0,,,,1279,960,974,933087,141,,,,,,,,,,CL7,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212658192,20170609_142658192,933237,940362,925,956,-1,-1,-1,-1,521.2768,-1,0.4625709,0.5002587,-1,-1,0,4,925,956,,925,956,,0,,,,1280,946,952,933237,100,,,,,,,,,,CL7,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212658425,20170609_142658425,933470,940595,-1,-1,915,84,-1,3.552139,-1,504.3194,-1,-1,0.3338735,0.4858114,4,0,915,84,,915,84,,0,,,,1281,916,79,933470,134,,,,,,,,,,CL7,BAR
