,StudyName,ExportDate,Name,Age,Gender,StimulusName,SlideType,EventSource,UTCTimestamp,Timestamp,MediaTime,TimeSignal,GazeLeftx,GazeLefty,GazeRightx,GazeRighty,PupilLeft,PupilRight,DistanceLeft,DistanceRight,CameraLeftX,CameraLeftY,CameraRightX,CameraRightY,ValidityLeft,ValidityRight,GazeX,GazeY,GazeAOI,InterpolatedGazeX,InterpolatedGazeY,GazeEventType,GazeVelocityAngle,SaccadeSeq,SaccadeStart,SaccadeDuration,FixationSeq,FixationX,FixationY,FixationStart,FixationDuration,FixationAOI,PostMarker,Annotation,LiveMarker,KeyStroke,MarkerText,SceneType,SceneOutput,SceneParent Current_task
38531,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211646770,20170609_141646770,321815,328928,-1,-1,370,679,-1,2.830154,-1,449.715,-1,-1,0.454157,0.467604,4,0,370,679,,370,679,,0,,,,443,369,679,321815,171,,,,,,,,,
38684,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211648046,20170609_141648046,323091,330203,-1,-1,276,549,-1,2.845428,-1,448.5588,-1,-1,0.4544856,0.4667127,4,0,276,549,,276,549,,0,,,,444,275,548,323091,241,,,,,,,,,
38788,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211648911,20170609_141648911,323956,331069,293,565,374,581,-1,-1,430.812,436.9079,0.6004976,0.4797044,0.4540472,0.4665498,0,0,334,573,,334,573,,0,,,,445,323,560,323956,556,,,,,,,,,
38884,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211649711,20170609_141649711,324756,331869,437,539,538,591,-1,-1,435.5624,441.6549,0.5986344,0.480297,0.452051,0.4672036,0,0,488,565,,488,565,,0,,,,446,514,579,324756,111,,,,,,,,,
38900,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211649846,20170609_141649846,324891,332003,-1,-1,352,549,-1,2.918457,-1,447.5242,-1,-1,0.4526733,0.4672135,4,0,352,549,,352,549,,0,,,,447,316,560,324891,121,,,,,,,,,
40634,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211704469,20170609_141704469,339514,346628,503,586,573,601,-1,-1,450.0045,448.4718,0.610211,0.4884279,0.4645163,0.4689258,0,0,538,594,,538,594,,0,,,,449,567,593,339514,217,,,,,,,,,
40730,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211705269,20170609_141705269,340314,347428,-1,-1,300,587,-1,-1,-1,449.8983,-1,-1,0.4682795,0.4690021,4,0,300,587,,300,587,,0,,,,450,307,606,340314,134,,,,,,,,,
40748,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211705419,20170609_141705419,340464,347578,291,678,320,619,-1,-1,420.2176,438.0567,0.6152501,0.4892148,0.4670635,0.469397,0,0,306,648,,306,648,,0,,,,451,324,638,340464,184,,,,,,,,,
40773,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211705628,20170609_141705628,340673,347786,-1,-1,404,720,-1,2.835403,-1,431.9924,-1,-1,0.4669417,0.4694972,4,0,404,720,,404,720,,0,,,,452,414,732,340673,200,,,,,,,,,
40814,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211705969,20170609_141705969,341014,348128,443,715,522,724,-1,-1,427.9489,443.8181,0.6150179,0.4902008,0.467476,0.4699936,0,0,482,720,,482,720,,0,,,,453,486,713,341014,125,,,,,,,,,
40836,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211706154,20170609_141706154,341199,348311,434,622,485,621,2.926025,3.198044,443.0616,452.3099,0.6134912,0.4899553,0.4667079,0.4690459,0,0,460,622,,460,622,,0,,,,454,470,618,341199,150,,,,,,,,,
40862,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211706369,20170609_141706369,341414,348527,394,560,443,562,-1,-1,448.0462,456.4065,0.6129115,0.4887956,0.4661103,0.4687296,0,0,418,561,,418,561,,0,,,,455,423,559,341414,109,,,,,,,,,
40877,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211706498,20170609_141706498,341543,348652,-1,-1,458,580,-1,-1,-1,450.8192,-1,-1,0.4658735,0.4688175,4,0,458,580,,458,580,,0,,,,456,444,579,341543,130,,,,,,,,,
40904,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211706720,20170609_141706720,341765,348877,-1,-1,526,620,-1,-1,-1,446.1913,-1,-1,0.4660574,0.469199,4,0,526,620,,526,620,,0,,,,457,505,611,341765,158,,,,,,,,,
40926,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211706903,20170609_141706903,341948,349061,513,622,593,610,2.645004,2.769913,433.4709,447.614,0.6129465,0.4899459,0.4658076,0.4694192,0,0,553,616,,553,616,,0,,,,458,576,607,341948,167,,,,,,,,,
40950,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211707102,20170609_141707102,342147,349261,-1,-1,347,586,-1,2.791199,-1,453.965,-1,-1,0.4672003,0.4698994,4,0,347,586,,347,586,,0,,,,459,334,571,342147,192,,,,,,,,,
40976,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211707319,20170609_141707319,342364,349477,249,580,280,561,-1,-1,452.9707,458.1098,0.6133267,0.4902633,0.4669245,0.4703161,0,0,264,570,,264,570,,0,,,,460,277,567,342364,236,,,,,,,,,
41009,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211707595,20170609_141707595,342639,349752,390,592,413,576,-1,-1,446.8933,448.4811,0.6122889,0.4894941,0.4660677,0.4695352,0,0,402,584,,402,584,,0,,,,461,416,571,342639,199,,,,,,,,,
41039,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211707845,20170609_141707845,342889,350002,-1,-1,324,573,-1,-1,-1,451.8867,-1,-1,0.4653744,0.4695186,4,0,324,573,,324,573,,0,,,,462,336,581,342889,109,,,,,,,,,
41055,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211707978,20170609_141707978,343022,350136,-1,-1,424,512,-1,2.761734,-1,450.3091,-1,-1,0.4664039,0.4680579,4,0,424,512,,424,512,,0,,,,463,436,522,343022,152,,,,,,,,,
41138,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211708670,20170609_141708670,343714,350827,420,618,459,607,-1,-1,431.9858,445.6729,0.6158353,0.489826,0.4692891,0.4687106,0,0,440,612,,440,612,,0,,,,464,447,612,343714,183,,,,,,,,,
41165,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211708894,20170609_141708894,343938,351052,-1,-1,575,601,-1,-1,-1,453.2519,-1,-1,0.4670576,0.4688719,4,0,575,601,,575,601,,0,,,,465,570,610,343938,161,,,,,,,,,
41189,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211709095,20170609_141709095,344139,351252,-1,-1,451,671,-1,-1,-1,448.159,-1,-1,0.4671642,0.4695105,4,0,451,671,,451,671,,0,,,,466,433,669,344139,158,,,,,,,,,
41211,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211709278,20170609_141709278,344322,351436,-1,-1,526,702,-1,2.828339,-1,448.2644,-1,-1,0.4659922,0.469734,4,0,526,702,,526,702,,0,,,,467,537,687,344322,141,,,,,,,,,
41234,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211709469,20170609_141709469,344513,351627,-1,-1,434,684,-1,-1,-1,446.5673,-1,-1,0.4666344,0.4701549,4,0,434,684,,434,684,,0,,,,468,431,681,344513,201,,,,,,,,,
41262,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211709703,20170609_141709703,344747,351861,439,637,480,626,2.704681,2.830627,432.701,447.1022,0.6130109,0.4907521,0.4661301,0.4697061,0,0,460,632,,460,632,,0,,,,469,463,616,344747,125,,,,,,,,,
41280,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211709854,20170609_141709854,344898,352011,446,542,474,592,2.725815,2.767822,434.9438,448.3385,0.6125774,0.490118,0.4660223,0.4692476,0,0,460,567,,460,567,,0,,,,470,476,551,344898,132,,,,,,,,,
41319,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211710179,20170609_141710179,345223,352335,-1,-1,491,504,-1,2.780289,-1,450.4118,-1,-1,0.464513,0.4692391,4,0,491,504,,491,504,,0,,,,471,488,498,345223,100,,,,,,,,,
41343,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211710380,20170609_141710380,345424,352535,-1,-1,580,493,-1,2.797394,-1,450.9691,-1,-1,0.464489,0.4689033,4,0,580,493,,580,493,,0,,,,472,593,491,345424,223,,,,,,,,,
41378,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211710669,20170609_141710669,345713,352827,402,504,445,480,-1,-1,449.4945,456.3896,0.6139193,0.4898236,0.4670034,0.4690752,0,0,424,492,,424,492,,0,,,,473,446,482,345713,160,,,,,,,,,
41462,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211711369,20170609_141711369,346413,353527,400,557,-1,-1,-1,-1,440.2214,-1,0.6159635,0.4905939,-1,-1,0,4,400,557,,400,557,,0,,,,474,400,549,346413,828,,,,,,,,,
41579,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211712345,20170609_141712345,347389,354502,380,589,411,559,-1,-1,431.3265,444.2075,0.6159426,0.4905766,0.4693751,0.469791,0,0,396,574,,396,574,,0,,,,475,400,555,347389,283,,,,,,,,,
41618,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211712670,20170609_141712670,347714,354827,320,586,350,548,-1,-1,436.4851,448.192,0.6158281,0.4910242,0.4692318,0.4703805,0,0,335,567,,335,567,,0,,,,476,333,556,347714,208,,,,,,,,,
41649,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211712928,20170609_141712928,347972,355085,397,528,441,573,2.501312,2.604965,436.2707,446.3363,0.6145221,0.4913862,0.4680452,0.470198,0,0,419,550,,419,550,,0,,,,477,422,550,347972,150,,,,,,,,,
41675,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211713144,20170609_141713144,348188,355302,278,588,298,546,-1,-1,438.2028,449.2909,0.6157737,0.4910761,0.469288,0.4704295,0,0,288,567,,288,567,,0,,,,478,300,558,348188,275,,,,,,,,,
41711,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211713444,20170609_141713444,348488,355602,-1,-1,383,635,-1,-1,-1,447.9574,-1,-1,0.4690154,0.4704307,4,0,383,635,,383,635,,0,,,,479,375,637,348488,184,,,,,,,,,
41738,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211713669,20170609_141713669,348713,355827,-1,-1,531,628,-1,-1,-1,444.2925,-1,-1,0.4691213,0.470342,4,0,531,628,,531,628,,0,,,,480,534,631,348713,150,,,,,,,,,
41765,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211713893,20170609_141713893,348937,356052,-1,-1,749,634,-1,-1,-1,445.391,-1,-1,0.4671191,0.4701704,4,0,749,634,,749,634,,0,,,,481,750,632,348937,160,,,,,,,,,
41814,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211714303,20170609_141714303,349347,356460,-1,-1,383,514,-1,2.821426,-1,455.3266,-1,-1,0.4706499,0.4699788,4,0,383,514,,383,514,,0,,,,482,398,518,349347,327,,,,,,,,,
41870,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211714771,20170609_141714771,349816,356927,-1,-1,378,540,-1,-1,-1,452.0022,-1,-1,0.4709731,0.4700165,4,0,378,540,,378,540,,0,,,,483,370,538,349816,174,,,,,,,,,
41972,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211715619,20170609_141715619,350664,357777,318,602,323,535,-1,-1,422.0935,438.2012,0.6184112,0.491707,0.4719955,0.4704416,0,0,320,568,,320,568,,0,,,,484,340,561,350664,129,,,,,,,,,
42017,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211715994,20170609_141715994,351039,358152,289,606,303,555,-1,-1,425.3542,441.4907,0.6189365,0.491802,0.4724192,0.4704383,0,0,296,580,,296,580,,0,,,,485,302,565,351039,134,,,,,,,,,
42035,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211716144,20170609_141716144,351189,358302,-1,-1,374,554,-1,-1,-1,441.2991,-1,-1,0.4711082,0.4700776,4,0,374,554,,374,554,,0,,,,486,376,540,351189,109,,,,,,,,,
42065,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211716394,20170609_141716394,351439,358552,368,572,417,552,-1,-1,433.8814,446.2901,0.6167645,0.4909632,0.4702723,0.4697808,0,0,392,562,,392,562,,0,,,,487,422,539,351439,204,,,,,,,,,
42235,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211717809,20170609_141717809,352854,359968,-1,-1,435,572,-1,-1,-1,453.4467,-1,-1,0.474445,0.4752013,4,0,435,572,,435,572,,0,,,,488,444,573,352854,222,,,,,,,,,
42273,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211718128,20170609_141718128,353173,360285,-1,-1,666,589,-1,2.851364,-1,455.5849,-1,-1,0.4743858,0.4763438,4,0,666,589,,666,589,,0,,,,489,668,585,353173,200,,,,,,,,,
42345,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211718727,20170609_141718727,353772,360885,-1,-1,468,519,-1,2.637268,-1,450.8727,-1,-1,0.4782688,0.4760796,4,0,468,519,,468,519,,0,,,,490,478,509,353772,350,,,,,,,,,
42428,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211719418,20170609_141719418,354463,361576,346,546,365,471,-1,-1,431.3434,443.825,0.6294039,0.4961443,0.4813859,0.4758035,0,0,356,508,,356,508,,0,,,,491,375,505,354463,160,,,,,,,,,
42450,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211719622,20170609_141719622,354667,361760,-1,-1,387,530,-1,2.470474,-1,444.2628,-1,-1,0.4826078,0.4760829,4,0,387,530,,397,521,,0,,,,492,386,529,354645,302,,,,,,,,,
42557,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211720493,20170609_141720493,355538,362651,-1,-1,681,549,-1,-1,-1,452.6493,-1,-1,0.4797049,0.4763762,4,0,681,549,,681,549,,0,,,,493,672,536,355538,638,,,,,,,,,
42692,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211721618,20170609_141721618,356663,363776,-1,-1,680,537,-1,-1,-1,443.3322,-1,-1,0.4780714,0.4776891,4,0,680,537,,680,537,,0,,,,494,654,541,356663,125,,,,,,,,,
42954,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211723802,20170609_141723802,358847,365959,-1,-1,692,546,-1,2.890854,-1,439.0027,-1,-1,0.4839667,0.4767463,4,0,692,546,,692,546,,0,,,,495,692,552,358847,174,,,,,,,,,
42996,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211724151,20170609_141724151,359196,366309,-1,-1,670,527,-1,2.982117,-1,451.3163,-1,-1,0.4823496,0.4766776,4,0,670,527,,670,527,,0,,,,496,675,530,359196,202,,,,,,,,,
43052,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211724617,20170609_141724617,359662,366776,-1,-1,343,512,-1,-1,-1,451.8964,-1,-1,0.4847014,0.4771667,4,0,343,512,,343,512,,0,,,,497,328,510,359662,160,,,,,,,,,
43107,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211725077,20170609_141725077,360121,367234,-1,-1,284,483,-1,3.013947,-1,452.2248,-1,-1,0.4842359,0.4772242,4,0,284,483,,284,483,,0,,,,498,270,469,360121,150,,,,,,,,,
43218,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211726002,20170609_141726002,361046,368159,-1,-1,631,523,-1,3.126434,-1,453.3785,-1,-1,0.4766945,0.4746781,4,0,631,523,,631,523,,0,,,,499,627,521,361046,116,,,,,,,,,
43254,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211726302,20170609_141726302,361346,368459,368,458,469,511,3.1362,3.097183,452.2033,451.6507,0.6224571,0.4946205,0.4768886,0.4745933,0,0,418,484,,418,484,,0,,,,500,397,500,361346,150,,,,,,,,,
43317,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211726827,20170609_141726827,361871,368984,402,628,473,617,2.898483,2.958969,433.8284,446.4035,0.6235026,0.4955485,0.4764895,0.4758665,0,0,438,622,,438,622,,0,,,,501,447,623,361871,266,,,,,,,,,
43358,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211727168,20170609_141727168,362212,369326,-1,-1,517,578,-1,-1,-1,442.8094,-1,-1,0.4769868,0.4764107,4,0,517,578,,517,578,,0,,,,502,518,555,362212,161,,,,,,,,,
43407,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211727576,20170609_141727576,362620,369734,-1,-1,500,536,-1,2.774017,-1,447.0644,-1,-1,0.4777555,0.4783418,4,0,500,536,,500,536,,0,,,,503,507,530,362620,366,,,,,,,,,
43469,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211728095,20170609_141728095,363139,370251,-1,-1,469,586,-1,-1,-1,451.2608,-1,-1,0.4766396,0.4789412,4,0,469,586,,469,586,,0,,,,504,464,584,363139,378,,,,,,,,,
43603,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211729299,20170609_141729299,364343,371455,-1,-1,445,478,-1,2.636246,-1,453.2694,-1,-1,0.4761504,0.4790041,4,0,445,478,,445,478,,0,,,,505,446,489,364343,165,,,,,,,,,
43624,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211729473,20170609_141729473,364517,371631,-1,-1,401,482,-1,2.650925,-1,449.0939,-1,-1,0.4755444,0.4791467,4,0,401,482,,401,482,,0,,,,506,391,476,364517,216,,,,,,,,,
43860,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211731526,20170609_141731526,366570,373685,-1,-1,340,481,-1,-1,-1,450.2921,-1,-1,0.491658,0.4766605,4,0,340,481,,340,481,,0,,,,507,330,481,366570,176,,,,,,,,,
43893,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211731857,20170609_141731857,366901,373951,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,-1,-1,,-1,-1,,0,,,,508,322,505,366901,342,,,,,,,,,
44032,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211732957,20170609_141732957,368002,375114,-1,-1,356,566,-1,2.916214,-1,453.9634,-1,-1,0.4917144,0.4761327,4,0,356,566,,356,566,,0,,,,509,364,570,368002,266,,,,,,,,,
44068,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211733256,20170609_141733256,368301,375414,-1,-1,492,537,-1,2.904037,-1,448.9604,-1,-1,0.4907012,0.4748233,4,0,492,537,,492,537,,0,,,,510,519,540,368301,150,,,,,,,,,
44110,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211733606,20170609_141733606,368651,375764,-1,-1,345,560,-1,2.882065,-1,451.6379,-1,-1,0.4934793,0.4752357,4,0,345,560,,345,560,,0,,,,511,347,565,368651,242,,,,,,,,,
44140,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211733856,20170609_141733856,368901,376014,-1,-1,368,596,-1,2.761597,-1,448.6614,-1,-1,0.4942084,0.4754643,4,0,368,596,,368,596,,0,,,,512,368,592,368901,325,,,,,,,,,
44181,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211734199,20170609_141734199,369244,376356,-1,-1,352,565,-1,-1,-1,449.7737,-1,-1,0.4954648,0.4755777,4,0,352,565,,352,565,,0,,,,513,355,571,369244,225,,,,,,,,,
44224,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211734632,20170609_141734632,369677,376714,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,-1,-1,,-1,-1,,0,,,,514,425,547,369674,348,,,,,,,,,
44298,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211735168,20170609_141735168,370213,377327,-1,-1,565,568,-1,-1,-1,447.723,-1,-1,0.4945317,0.4755671,4,0,565,568,,565,568,,0,,,,515,567,560,370213,152,,,,,,,,,
44317,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211735329,20170609_141735329,370374,377485,-1,-1,364,601,-1,2.768143,-1,449.2675,-1,-1,0.4962846,0.4759601,4,0,364,601,,364,601,,0,,,,516,366,596,370374,114,,,,,,,,,
44463,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211736544,20170609_141736544,371589,378702,-1,-1,429,541,-1,-1,-1,448.825,-1,-1,0.495054,0.4756306,4,0,429,541,,429,541,,0,,,,517,411,557,371589,349,,,,,,,,,
44521,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211737027,20170609_141737027,372072,379185,-1,-1,508,580,-1,2.674286,-1,448.6909,-1,-1,0.4945291,0.4757791,4,0,508,580,,508,580,,0,,,,518,518,576,372072,115,,,,,,,,,
44539,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211737177,20170609_141737177,372222,379335,-1,-1,345,563,-1,2.655853,-1,450.386,-1,-1,0.4958173,0.4759431,4,0,345,563,,345,563,,0,,,,519,339,560,372222,1017,,,,,,,,,
44648,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211738207,20170609_141738207,373252,380332,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,-1,-1,,-1,-1,,0,,,,520,429,547,373252,186,,,,,,,,,
44677,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211738414,20170609_141738414,373459,380573,-1,-1,366,644,-1,2.935867,-1,450.2368,-1,-1,0.4958838,0.4766996,4,0,366,644,,366,644,,0,,,,521,373,648,373459,167,,,,,,,,,
44943,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211740721,20170609_141740721,375766,382878,-1,-1,530,516,-1,-1,-1,452.7475,-1,-1,0.4886502,0.4741047,4,0,530,516,,530,516,,0,,,,522,529,497,375766,107,,,,,,,,,
44968,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211740927,20170609_141740927,375972,383086,-1,-1,380,495,-1,2.54425,-1,455.2931,-1,-1,0.489265,0.4740974,4,0,380,495,,380,495,,0,,,,523,398,509,375972,216,,,,,,,,,
45144,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211742394,20170609_141742394,377439,384553,-1,-1,411,528,-1,-1,-1,446.3689,-1,-1,0.4827514,0.4682727,4,0,411,528,,411,528,,0,,,,524,421,530,377439,108,,,,,,,,,
45262,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211743378,20170609_141743378,378422,385536,-1,-1,487,502,-1,2.812073,-1,445.2059,-1,-1,0.4970054,0.4625594,4,0,487,502,,487,502,,0,,,,526,484,496,378422,116,,,,,,,,,
45426,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211744744,20170609_141744744,379788,386902,-1,-1,477,555,-1,-1,-1,427.0065,-1,-1,0.5141305,0.4672494,4,0,477,555,,477,555,,0,,,,527,476,538,379788,209,,,,,,,,,
45591,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211746209,20170609_141746209,381253,388277,-1,-1,425,527,-1,-1,-1,433.147,-1,-1,0.4950168,0.4747495,4,0,425,527,,422,526,,0,,,,528,427,524,381251,395,,,,,,,,,
45602,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211747192,20170609_141747192,382236,388369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,-1,-1,,-1,-1,,0,,,,529,521,552,381744,500,,,,,,,,,
45769,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211747603,20170609_141747603,382647,389761,-1,-1,363,527,-1,2.809616,-1,430.2308,-1,-1,0.496325,0.476,4,0,363,527,,363,527,,0,,,,530,353,533,382647,1052,,,,,,,,,
45922,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211748878,20170609_141748878,383922,391036,-1,-1,332,564,-1,3.075089,-1,434.0503,-1,-1,0.4986612,0.4765784,4,0,332,564,,332,564,,0,,,,531,344,543,383922,424,,,,,,,,,
45975,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211749321,20170609_141749321,384365,391477,-1,-1,306,520,-1,-1,-1,430.3349,-1,-1,0.4997392,0.4763291,4,0,306,520,,306,520,,0,,,,532,298,539,384365,806,,,,,,,,,
46090,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211750277,20170609_141750277,385322,392435,-1,-1,304,490,-1,2.915253,-1,424.7247,-1,-1,0.5010961,0.4768634,4,0,304,490,,304,490,,0,,,,533,306,515,385322,119,,,,,,,,,
46120,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211750527,20170609_141750527,385572,392685,-1,-1,435,632,-1,2.887253,-1,422.2833,-1,-1,0.5014459,0.4771301,4,0,435,632,,435,632,,0,,,,534,445,631,385572,128,,,,,,,,,
46141,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211750701,20170609_141750701,385746,392860,-1,-1,436,614,-1,2.968994,-1,433.7654,-1,-1,0.4992993,0.4772285,4,0,436,614,,436,614,,0,,,,535,423,588,385746,219,,,,,,,,,
46201,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211751202,20170609_141751202,386247,393360,-1,-1,393,567,-1,2.900116,-1,433.0751,-1,-1,0.5008132,0.4770809,4,0,393,567,,393,567,,0,,,,536,401,546,386247,201,,,,,,,,,
46899,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211757098,20170609_141757098,392143,399257,-1,-1,392,640,-1,2.991394,-1,430.1317,-1,-1,0.5058661,0.4788874,4,0,392,640,,392,640,,0,,,,537,388,628,392143,119,,,,,,,,,
46914,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211757224,20170609_141757224,392269,399382,-1,-1,351,622,-1,2.824768,-1,430.7527,-1,-1,0.5065027,0.4792038,4,0,351,622,,351,622,,0,,,,538,334,614,392269,137,,,,,,,,,
