Participant,Task,AOI,NumberOfFixations,TotalFixationDuration,FixationDurationAverage,NumberOfSaccades,TotalSaccadeLength,SaccadeLengthAverage,TotalSaccadeAbsAngle,SaccadeAbsAngleAverage,TotalSaccadeRelAngle,SaccadeRelAngleAverage,LongestFixationDurationInAOI,ProportionOfTotalFixations,ProportionOfTotalFixationDuration
30,CH8,NoAOI_AOI,22,4405,200.22727272727272,22,3155.7588029,143.44358194999998,1868.8234149100003,84.94651885954546,2359.7841200330004,107.26291454695456,518,0.5116279069767442,0.46510400168936755
30,CH1,Question_AOI,1,139,139.0,1,207.6848574,207.6848574,148.98893069999997,148.98893069999997,14.81034631,14.81034631,139,0.022222222222222223,0.01622694373102965
30,CH1,Title_AOI,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
30,CH1,LabelBox_AOI,2,275,137.5,2,799.9956547899998,399.9978273949999,162.70673018,81.35336509,101.95187513,50.975937565,175,0.044444444444444446,0.03210366565491478
30,CH1,OptionBox_AOI,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
30,CH1,Answers_AOI,2,391,195.5,2,808.8165797300001,404.40828986500003,297.4981914,148.7490957,160.70216125000002,80.35108062500001,248,0.044444444444444446,0.04564557553116974
30,CH1,XAxis_AOI,4,683,170.75,4,426.13298046,106.533245115,220.52942455000004,55.13235613750001,455.24614493,113.8115362325,218,0.08888888888888889,0.07973383142657016
30,CH1,YAxis_AOI,1,140,140.0,1,877.8479367000001,877.8479367000001,158.9015709,158.9015709,56.38671752,56.38671752,140,0.022222222222222223,0.01634368433341116
30,CH1,Graph_AOI,18,4057,225.38888888888889,18,2560.550956052,142.25283089177776,2076.8182794809995,115.37879330449998,1158.8642953279998,64.38134974044443,558,0.4,0.4736166238617791
30,CH1,NoAOI_AOI,17,2881,169.47058823529412,17,4427.319522905,260.43056017088236,1541.4501045840002,90.67353556376472,1454.215794044,85.542105532,331,0.37777777777777777,0.33632967546112535
30,CL9,Question_AOI,1,109,109.0,1,934.7561179,934.7561179,35.28828846,35.28828846,126.4723107,126.4723107,109,0.041666666666666664,0.025173210161662816
30,CL9,Title_AOI,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
30,CL9,LabelBox_AOI,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
30,CL9,OptionBox_AOI,1,101,101.0,1,35.60898763,35.60898763,51.84277341,51.84277341,104.1947376,104.1947376,101,0.041666666666666664,0.023325635103926098
30,CL9,Answers_AOI,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
30,CL9,XAxis_AOI,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
30,CL9,YAxis_AOI,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
30,CL9,Graph_AOI,6,785,130.83333333333334,6,2424.45151105,404.07525184166667,456.142877617,76.02381293616666,792.29445779,132.04907629833335,158,0.25,0.1812933025404157
30,CL9,NoAOI_AOI,16,3335,208.4375,16,4464.59907019,279.037441886875,1317.315241526,82.332202595375,967.0736168349998,60.44210105218749,896,0.6666666666666666,0.7702078521939953
30,CL5,Question_AOI,2,357,178.5,2,201.00635565,100.503177825,17.657225829999998,8.828612914999999,355.2576223000001,177.62881115000005,250,0.06896551724137931,0.05987923515598793
30,CL5,Title_AOI,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
30,CL5,LabelBox_AOI,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
30,CL5,OptionBox_AOI,1,136,136.0,1,947.0047518,947.0047518,22.80137156,22.80137156,34.19932762,34.19932762,136,0.034482758620689655,0.022811137202281114
