ParticipantID,Task,NumFixations,FixationDuration_Sum,FixationDuration_Average,FixationDuration_StandardDeviation,Saccade_length_Sum,Saccade_length_Average,Saccade_length_StandardDeviation,Saccade_absolute_angle_Sum,Saccade_absolute_angle_Average,Saccade_absolute_angle_StandardDeviation,Saccade_relative_angle_Sum,Saccade_relative_angle_Average,Saccade_relative_angle_StandardDeviation,Question_AOI_NumberOfFixations,Question_AOI_FixationDurationSum,Question_AOI_FixationDurationMean,Question_AOI_LongestFixationInAOI,Question_AOI_ProportionOfTotalFixations,Question_AOI_ProportionOFTotalFixationDuration,Title_AOI_NumberOfFixations,Title_AOI_FixationDurationSum,Title_AOI_FixationDurationMean,Title_AOI_LongestFixationInAOI,Title_AOI_ProportionOfTotalFixations,Title_AOI_ProportionOFTotalFixationDuration,LabelBox_AOI_NumberOfFixations,LabelBox_AOI_FixationDurationSum,LabelBox_AOI_FixationDurationMean,LabelBox_AOI_LongestFixationInAOI,LabelBox_AOI_ProportionOfTotalFixations,LabelBox_AOI_ProportionOFTotalFixationDuration,OptionBox_AOI_NumberOfFixations,OptionBox_AOI_FixationDurationSum,OptionBox_AOI_FixationDurationMean,OptionBox_AOI_LongestFixationInAOI,OptionBox_AOI_ProportionOfTotalFixations,OptionBox_AOI_ProportionOFTotalFixationDuration,Answers_AOI_NumberOfFixations,Answers_AOI_FixationDurationSum,Answers_AOI_FixationDurationMean,Answers_AOI_LongestFixationInAOI,Answers_AOI_ProportionOfTotalFixations,Answers_AOI_ProportionOFTotalFixationDuration,XAxis_AOI_NumberOfFixations,XAxis_AOI_FixationDurationSum,XAxis_AOI_FixationDurationMean,XAxis_AOI_LongestFixationInAOI,XAxis_AOI_ProportionOfTotalFixations,XAxis_AOI_ProportionOFTotalFixationDuration,YAxis_AOI_NumberOfFixations,YAxis_AOI_FixationDurationSum,YAxis_AOI_FixationDurationMean,YAxis_AOI_LongestFixationInAOI,YAxis_AOI_ProportionOfTotalFixations,YAxis_AOI_ProportionOFTotalFixationDuration,Graph_AOI_NumberOfFixations,Graph_AOI_FixationDurationSum,Graph_AOI_FixationDurationMean,Graph_AOI_LongestFixationInAOI,Graph_AOI_ProportionOfTotalFixations,Graph_AOI_ProportionOFTotalFixationDuration,NoAOI_AOI_NumberOfFixations,NoAOI_AOI_FixationDurationSum,NoAOI_AOI_FixationDurationMean,NoAOI_AOI_LongestFixationInAOI,NoAOI_AOI_ProportionOfTotalFixations,NoAOI_AOI_ProportionOFTotalFixationDuration
7,DL11,47,8294,176.4680851,0,17994.3147,382.8577596,0,4304.521033,91.58555389,0,3355.86362,71.40135361,0,1,409,0,409,0.021276596,0.049312756,2,521,0,409,0.042553191,0.062816494,1,409,0,409,0.021276596,0.049312756,8,2513,0,791,0.170212766,0.302990113,4,864,0,409,0.085106383,0.10417169,1,409,0,409,0.021276596,0.049312756,1,409,0,409,0.021276596,0.049312756,16,2657,0,409,0.340425532,0.320352062,21,3375,0,440,0.446808511,0.406920666
7,DH5,79,14068,178.0759494,0,20211.70511,255.8443685,0,7299.46429,92.39828215,0,6213.795422,78.65563825,0,1,148,0,148,0.012658228,0.01052033,1,148,0,148,0.012658228,0.01052033,5,692,0,175,0.063291139,0.04918965,19,4052,0,618,0.240506329,0.288029571,5,920,0,243,0.063291139,0.065396645,1,148,0,148,0.012658228,0.01052033,1,148,0,148,0.012658228,0.01052033,36,5904,0,402,0.455696203,0.41967586,18,3092,0,358,0.227848101,0.219789593
7,CL3,9,2519,279.8888889,0,5015.348957,557.2609952,0,852.0858838,94.67620931,0,681.7547177,75.75052419,0,2,341,0,200,0.222222222,0.135371179,1,200,0,200,0.111111111,0.079396586,1,200,0,200,0.111111111,0.079396586,3,461,0,200,0.333333333,0.183009131,1,200,0,200,0.111111111,0.079396586,1,200,0,200,0.111111111,0.079396586,1,200,0,200,0.111111111,0.079396586,3,1468,0,751,0.333333333,0.582770941,4,849,0,311,0.444444444,0.337038507
7,CL11,22,4805,218.4090909,0,7058.858196,320.8571907,0,2244.393494,102.0178861,0,1600.890404,72.76774563,0,2,495,0,352,0.090909091,0.10301769,2,368,0,225,0.090909091,0.076586889,1,143,0,143,0.045454545,0.029760666,6,942,0,272,0.272727273,0.196045786,1,143,0,143,0.045454545,0.029760666,1,143,0,143,0.045454545,0.029760666,1,143,0,143,0.045454545,0.029760666,9,1750,0,526,0.409090909,0.364203954,7,1822,0,873,0.318181818,0.379188345
7,CH5,78,13999,179.474359,0,20451.69622,262.2012336,0,7026.559695,90.08409865,0,5202.844716,66.70313739,0,2,242,0,126,0.025641026,0.017286949,1,116,0,116,0.012820513,0.008286306,1,116,0,116,0.012820513,0.008286306,8,1688,0,410,0.102564103,0.120580041,17,3663,0,810,0.217948718,0.261661547,2,258,0,142,0.025641026,0.018429888,1,116,0,116,0.012820513,0.008286306,6,880,0,301,0.076923077,0.062861633,48,7848,0,409,0.615384615,0.560611472
7,CH8,83,16546,199.3493976,0,31244.93203,376.4449642,0,7041.425245,84.83644873,0,5713.416902,68.83634821,0,1,183,0,183,0.012048193,0.011060075,1,183,0,183,0.012048193,0.011060075,24,5106,0,683,0.289156627,0.308594222,11,3010,0,543,0.13253012,0.18191708,6,1156,0,313,0.072289157,0.069865829,2,301,0,183,0.024096386,0.018191708,1,183,0,183,0.012048193,0.011060075,34,6199,0,533,0.409638554,0.374652484,11,1689,0,203,0.13253012,0.102079052
7,DL5,39,7032,180.3076923,0,11747.37728,301.2148021,0,3214.013538,82.41060354,0,3303.226035,84.69810345,0,1,200,0,200,0.025641026,0.028441411,1,200,0,200,0.025641026,0.028441411,2,308,0,200,0.051282051,0.043799772,1,200,0,200,0.025641026,0.028441411,3,469,0,200,0.076923077,0.066695108,1,200,0,200,0.025641026,0.028441411,1,200,0,200,0.025641026,0.028441411,25,4914,0,758,0.641025641,0.698805461,12,1941,0,385,0.307692308,0.276023891
7,CL15,26,3857,148.3461538,0,8363.52443,321.6740165,0,2505.849819,96.37883918,0,2018.430721,77.63195082,0,1,108,0,108,0.038461538,0.028001037,1,108,0,108,0.038461538,0.028001037,1,108,0,108,0.038461538,0.028001037,1,108,0,108,0.038461538,0.028001037,2,374,0,266,0.076923077,0.096966554,1,108,0,108,0.038461538,0.028001037,1,108,0,108,0.038461538,0.028001037,11,1520,0,193,0.423076923,0.39408867,15,2179,0,279,0.576923077,0.56494685
7,CL7,38,7200,189.4736842,0,10875.95838,286.2094311,0,2797.375584,73.61514694,0,3568.549407,93.90919493,0,1,241,0,241,0.026315789,0.033472222,4,815,0,269,0.105263158,0.113194444,1,241,0,241,0.026315789,0.033472222,1,241,0,241,0.026315789,0.033472222,7,1460,0,332,0.184210526,0.202777778,1,241,0,241,0.026315789,0.033472222,1,241,0,241,0.026315789,0.033472222,7,1048,0,241,0.184210526,0.145555556,23,4600,0,949,0.605263158,0.638888889
7,CL9,20,3394,169.7,0,7997.924434,399.8962217,0,1884.277453,94.21387266,0,1379.914702,68.99573508,0,2,487,0,254,0.1,0.143488509,1,233,0,233,0.05,0.06865056,1,233,0,233,0.05,0.06865056,5,881,0,233,0.25,0.259575722,4,783,0,317,0.2,0.230701237,1,233,0,233,0.05,0.06865056,1,233,0,233,0.05,0.06865056,4,659,0,233,0.2,0.194166176,9,1516,0,258,0.45,0.446670595
7,DH3,110,22706,206.4181818,0,37194.23728,338.1294298,0,9711.184036,88.28349124,0,8331.196006,75.73814551,0,1,140,0,140,0.009090909,0.006165771,1,140,0,140,0.009090909,0.006165771,11,2457,0,630,0.1,0.108209284,2,272,0,140,0.018181818,0.011979213,20,4513,0,894,0.181818182,0.198758038,6,1246,0,420,0.054545455,0.054875363,1,140,0,140,0.009090909,0.006165771,45,9411,0,1039,0.409090909,0.414471946,31,5507,0,901,0.281818182,0.242535013
7,CL5,17,2141,125.9411765,0,7231.881326,425.4047839,0,1414.705704,83.21798259,0,1140.486045,67.08741439,0,1,143,0,143,0.058823529,0.066791219,4,568,0,176,0.235294118,0.26529659,1,143,0,143,0.058823529,0.066791219,2,302,0,159,0.117647059,0.141055582,1,143,0,143,0.058823529,0.066791219,1,143,0,143,0.058823529,0.066791219,1,143,0,143,0.058823529,0.066791219,3,389,0,146,0.176470588,0.181690799,11,1311,0,157,0.647058824,0.612330687
7,CH10,64,11964,186.9375,0,8764.220454,136.9409446,0,5603.643053,87.55692271,0,5869.70416,91.7141275,0,1,107,0,107,0.015625,0.008943497,1,107,0,107,0.015625,0.008943497,5,786,0,208,0.078125,0.065697091,10,1684,0,267,0.15625,0.1407556,2,257,0,150,0.03125,0.02148111,2,223,0,116,0.03125,0.018639251,1,107,0,107,0.015625,0.008943497,45,8756,0,577,0.703125,0.731862253,5,793,0,243,0.078125,0.06628218
7,CH9,64,11074,173.03125,0,14263.85284,222.8727006,0,6152.143824,96.12724725,0,5325.58159,83.21221234,0,1,152,0,152,0.015625,0.013725844,3,461,0,159,0.046875,0.041629041,6,1130,0,299,0.09375,0.102040816,3,437,0,168,0.046875,0.039461802,5,747,0,191,0.078125,0.067455301,2,305,0,153,0.03125,0.02754199,1,152,0,152,0.015625,0.013725844,25,4681,0,819,0.390625,0.422701824,26,4225,0,333,0.40625,0.381524291
7,DH8,42,7880,187.6190476,0,11970.32288,285.0076877,0,3384.377772,80.58042315,0,3551.357693,84.55613555,0,1,150,0,150,0.023809524,0.019035533,1,150,0,150,0.023809524,0.019035533,2,275,0,150,0.047619048,0.034898477,1,150,0,150,0.023809524,0.019035533,7,1258,0,312,0.166666667,0.15964467,3,609,0,349,0.071428571,0.077284264,3,510,0,250,0.071428571,0.064720812,21,3993,0,375,0.5,0.506725888,11,1985,0,343,0.261904762,0.251903553
7,DL6,12,1528,127.3333333,0,6415.159824,534.596652,0,820.4478781,68.37065651,0,805.9558033,67.16298361,0,2,287,0,154,0.166666667,0.187827225,1,154,0,154,0.083333333,0.10078534,1,154,0,154,0.083333333,0.10078534,1,154,0,154,0.083333333,0.10078534,1,154,0,154,0.083333333,0.10078534,1,154,0,154,0.083333333,0.10078534,1,154,0,154,0.083333333,0.10078534,2,263,0,154,0.166666667,0.172120419,10,1286,0,159,0.833333333,0.841623037
7,DH9,130,22140,170.3076923,0,38325.58465,294.8121896,0,11349.13359,87.30102762,0,9553.914563,73.49165048,0,1,134,0,134,0.007692308,0.006052394,8,1162,0,242,0.061538462,0.052484192,1,134,0,134,0.007692308,0.006052394,6,1217,0,349,0.046153846,0.054968383,2,305,0,171,0.015384615,0.013775971,1,134,0,134,0.007692308,0.006052394,2,327,0,193,0.015384615,0.014769648,75,12617,0,687,0.576923077,0.569873532,42,7182,0,789,0.323076923,0.324390244
7,DL2,67,12844,191.7014925,0,17013.20665,253.9284574,0,5159.548947,77.00819324,0,5573.636461,83.1886039,0,1,100,0,100,0.014925373,0.007785737,1,100,0,100,0.014925373,0.007785737,1,100,0,100,0.014925373,0.007785737,7,1036,0,241,0.104477612,0.08066023,5,888,0,275,0.074626866,0.06913734,1,100,0,100,0.014925373,0.007785737,9,2023,0,400,0.134328358,0.15750545,31,6051,0,688,0.462686567,0.471114917,19,3246,0,413,0.28358209,0.252725008
7,CL8,18,3905,216.9444444,0,4860.181666,270.0100926,0,1896.724393,105.3735774,0,1690.553985,93.91966581,0,1,109,0,109,0.055555556,0.027912932,1,109,0,109,0.055555556,0.027912932,1,109,0,109,0.055555556,0.027912932,2,301,0,192,0.111111111,0.077080666,7,832,0,134,0.388888889,0.213060179,1,109,0,109,0.055555556,0.027912932,1,109,0,109,0.055555556,0.027912932,3,409,0,183,0.166666667,0.104737516,9,2690,0,1484,0.5,0.688860435
7,DH7,111,22976,206.990991,0,21718.12282,195.6587641,0,10130.95455,91.2698608,0,10473.17963,94.35296966,0,1,100,0,100,0.009009009,0.004352368,1,100,0,100,0.009009009,0.004352368,1,100,0,100,0.009009009,0.004352368,19,3477,0,600,0.171171171,0.151331825,14,3007,0,492,0.126126126,0.130875696,2,320,0,220,0.018018018,0.013927577,5,577,0,125,0.045045045,0.025113162,66,14732,0,1077,0.594594595,0.641190808,10,1363,0,234,0.09009009,0.059322772
7,CL13,48,8735,181.9791667,0,12196.31238,254.0898412,0,3832.022061,79.83379294,0,4357.586994,90.78306238,0,2,568,0,409,0.041666667,0.065025758,1,159,0,159,0.020833333,0.018202633,1,159,0,159,0.020833333,0.018202633,2,354,0,195,0.041666667,0.040526617,5,784,0,208,0.104166667,0.089753864,3,541,0,241,0.0625,0.061934745,2,259,0,159,0.041666667,0.02965083,23,4560,0,929,0.479166667,0.522037779,17,2623,0,275,0.354166667,0.300286205
7,CH1,24,4706,196.0833333,0,8969.441343,373.7267226,0,1767.489495,73.64539562,0,2579.523319,107.4801383,0,1,109,0,109,0.041666667,0.023161921,1,109,0,109,0.041666667,0.023161921,5,732,0,232,0.208333333,0.155546111,1,109,0,109,0.041666667,0.023161921,4,750,0,350,0.166666667,0.159371016,3,802,0,359,0.125,0.170420739,1,109,0,109,0.041666667,0.023161921,8,1310,0,275,0.333333333,0.278368041,8,1548,0,378,0.333333333,0.328941776
7,CH3,69,12885,186.7391304,0,18027.95122,261.2746553,0,6407.773342,92.86628032,0,5680.851924,82.33118731,0,2,979,0,751,0.028985507,0.075979821,1,751,0,751,0.014492754,0.058284827,13,3288,0,751,0.188405797,0.255180442,6,1975,0,751,0.086956522,0.153279007,8,2039,0,751,0.115942029,0.158246023,6,1640,0,751,0.086956522,0.127279783,1,751,0,751,0.014492754,0.058284827,15,2746,0,751,0.217391304,0.213116026,25,4724,0,751,0.362318841,0.366627862
7,DH2,15,2808,187.2,0,5549.792507,369.9861672,0,1479.597067,98.63980444,0,1082.781614,72.18544097,0,1,109,0,109,0.066666667,0.038817664,1,109,0,109,0.066666667,0.038817664,1,109,0,109,0.066666667,0.038817664,8,1832,0,941,0.533333333,0.652421652,1,109,0,109,0.066666667,0.038817664,2,300,0,191,0.133333333,0.106837607,1,109,0,109,0.066666667,0.038817664,7,894,0,199,0.466666667,0.318376068,1,109,0,109,0.066666667,0.038817664
7,DL14,21,3237,154.1428571,0,7904.155785,376.3883707,0,2002.204196,95.34305697,0,1271.820671,60.56288912,0,1,151,0,151,0.047619048,0.046648131,2,327,0,176,0.095238095,0.101019462,1,151,0,151,0.047619048,0.046648131,4,943,0,400,0.19047619,0.291319123,1,151,0,151,0.047619048,0.046648131,3,418,0,151,0.142857143,0.129131912,1,151,0,151,0.047619048,0.046648131,6,903,0,180,0.285714286,0.278962002,10,1250,0,151,0.476190476,0.386160025
7,CL6,18,2704,150.2222222,0,8414.012614,467.4451452,0,1432.28927,79.57162609,0,1754.304224,97.4613458,0,2,252,0,142,0.111111111,0.093195266,1,142,0,142,0.055555556,0.052514793,1,142,0,142,0.055555556,0.052514793,2,284,0,142,0.111111111,0.105029586,3,397,0,142,0.166666667,0.146819527,2,273,0,142,0.111111111,0.100961538,1,142,0,142,0.055555556,0.052514793,6,1143,0,324,0.333333333,0.422707101,8,1065,0,175,0.444444444,0.393860947
7,DL8,14,2652,189.4285714,0,4152.565686,296.6118347,0,1295.674695,92.54819252,0,1230.401104,87.88579312,0,1,250,0,250,0.071428571,0.094268477,1,250,0,250,0.071428571,0.094268477,2,475,0,250,0.142857143,0.179110106,3,642,0,283,0.214285714,0.242081448,1,250,0,250,0.071428571,0.094268477,1,250,0,250,0.071428571,0.094268477,1,250,0,250,0.071428571,0.094268477,4,967,0,432,0.285714286,0.364630468,8,1318,0,250,0.571428571,0.496983409
7,DH1,51,8901,174.5294118,0,13856.2977,271.6921117,0,4801.31865,94.14350295,0,4486.671957,87.97395995,0,1,142,0,142,0.019607843,0.015953264,1,142,0,142,0.019607843,0.015953264,1,142,0,142,0.019607843,0.015953264,4,607,0,191,0.078431373,0.068194585,6,1370,0,394,0.117647059,0.15391529,2,392,0,250,0.039215686,0.044039996,2,584,0,442,0.039215686,0.065610606,30,4574,0,397,0.588235294,0.513874846,12,2084,0,280,0.235294118,0.234130997
7,CL1,17,2936,172.7058824,0,6982.818974,410.7540573,0,1537.58523,90.44619,0,1339.828121,78.81341888,0,1,150,0,150,0.058823529,0.051089918,1,150,0,150,0.058823529,0.051089918,1,150,0,150,0.058823529,0.051089918,3,823,0,451,0.176470588,0.280313351,1,150,0,150,0.058823529,0.051089918,1,150,0,150,0.058823529,0.051089918,1,150,0,150,0.058823529,0.051089918,5,884,0,348,0.294117647,0.301089918,11,1529,0,291,0.647058824,0.520776567
7,CL14,53,9268,174.8679245,0,15248.58248,287.7091035,0,4659.782315,87.92042105,0,4811.615353,90.78519534,0,1,208,0,208,0.018867925,0.022442814,1,208,0,208,0.018867925,0.022442814,2,433,0,225,0.037735849,0.046719896,2,323,0,208,0.037735849,0.034851101,7,1423,0,469,0.132075472,0.153539059,3,549,0,208,0.056603774,0.059236081,1,208,0,208,0.018867925,0.022442814,25,3700,0,275,0.471698113,0.399223133,19,3880,0,897,0.358490566,0.418644799
7,DL1,23,3659,159.0869565,0,8372.904224,364.0393141,0,2284.747122,99.33683138,0,2335.306134,101.5350493,0,1,326,0,326,0.043478261,0.089095381,1,326,0,326,0.043478261,0.089095381,1,326,0,326,0.043478261,0.089095381,4,877,0,326,0.173913043,0.239682973,1,326,0,326,0.043478261,0.089095381,1,326,0,326,0.043478261,0.089095381,1,326,0,326,0.043478261,0.089095381,14,2327,0,326,0.608695652,0.635966111,7,1107,0,326,0.304347826,0.302541678
7,DH10,35,5660,161.7142857,0,11843.33275,338.3809358,0,3275.490409,93.58544027,0,2585.361447,73.86746992,0,1,100,0,100,0.028571429,0.017667845,1,100,0,100,0.028571429,0.017667845,2,209,0,109,0.057142857,0.036925795,1,100,0,100,0.028571429,0.017667845,1,100,0,100,0.028571429,0.017667845,1,100,0,100,0.028571429,0.017667845,2,216,0,116,0.057142857,0.038162544,23,3571,0,275,0.657142857,0.630918728,11,1964,0,375,0.314285714,0.346996466
7,CH2,66,12379,187.5606061,0,18860.86371,285.7706622,0,6607.949125,100.1204413,0,5283.067362,80.04647518,0,3,484,0,208,0.045454545,0.039098473,1,116,0,116,0.015151515,0.009370708,2,259,0,143,0.03030303,0.02092253,18,3042,0,375,0.272727273,0.245738751,2,409,0,293,0.03030303,0.033039826,1,116,0,116,0.015151515,0.009370708,8,2137,0,638,0.121212121,0.172631069,21,3565,0,549,0.318181818,0.287987721,18,3179,0,509,0.272727273,0.256805881
7,DL7,27,4526,167.6296296,0,11169.15,413.6722224,0,2903.026075,107.5194843,0,1806.861058,66.92077994,0,1,125,0,125,0.037037037,0.027618206,1,125,0,125,0.037037037,0.027618206,2,238,0,125,0.074074074,0.052585064,6,1165,0,334,0.222222222,0.257401679,6,946,0,291,0.222222222,0.209014582,1,125,0,125,0.037037037,0.027618206,1,125,0,125,0.037037037,0.027618206,9,1592,0,284,0.333333333,0.351745471,8,1085,0,167,0.296296296,0.239726027
7,DL13,21,3753,178.7142857,0,3231.584968,153.8849985,0,1999.944226,95.23543934,0,1716.537929,81.73990138,0,1,108,0,108,0.047619048,0.028776978,1,108,0,108,0.047619048,0.028776978,1,108,0,108,0.047619048,0.028776978,1,108,0,108,0.047619048,0.028776978,5,957,0,444,0.238095238,0.254996003,1,108,0,108,0.047619048,0.028776978,1,108,0,108,0.047619048,0.028776978,10,1622,0,292,0.476190476,0.432187583,8,1390,0,478,0.380952381,0.37037037
7,DL10,19,3297,173.5263158,0,10240.85254,538.992239,0,1445.739797,76.09156825,0,1249.231571,65.74903005,0,3,485,0,267,0.157894737,0.147103427,1,110,0,110,0.052631579,0.033363664,1,110,0,110,0.052631579,0.033363664,2,310,0,200,0.105263158,0.094024871,2,252,0,142,0.105263158,0.076433121,1,110,0,110,0.052631579,0.033363664,1,110,0,110,0.052631579,0.033363664,3,367,0,129,0.157894737,0.111313315,13,2323,0,662,0.684210526,0.704579921
7,DL4,13,2439,187.6153846,0,4247.673764,326.7441357,0,1339.96045,103.0738807,0,999.6599138,76.89691645,0,4,556,0,150,0.307692308,0.22796228,1,150,0,150,0.076923077,0.061500615,1,150,0,150,0.076923077,0.061500615,1,150,0,150,0.076923077,0.061500615,1,150,0,150,0.076923077,0.061500615,1,150,0,150,0.076923077,0.061500615,1,150,0,150,0.076923077,0.061500615,4,494,0,150,0.307692308,0.202542025,7,1689,0,704,0.538461538,0.692496925
7,DL12,50,9461,189.22,0,10801.49358,216.0298716,0,4039.624871,80.79249742,0,4034.081209,80.68162418,0,3,403,0,175,0.06,0.04259592,1,100,0,100,0.02,0.010569707,1,100,0,100,0.02,0.010569707,1,100,0,100,0.02,0.010569707,5,764,0,258,0.1,0.080752563,1,100,0,100,0.02,0.010569707,1,100,0,100,0.02,0.010569707,21,4800,0,586,0.42,0.507345947,24,3794,0,370,0.48,0.401014692
7,CH7,64,10729,167.640625,0,18589.27555,290.4574305,0,5432.621763,84.88471504,0,5051.165921,78.92446751,0,4,489,0,139,0.0625,0.045577407,1,107,0,107,0.015625,0.00997297,6,804,0,234,0.09375,0.074937086,1,107,0,107,0.015625,0.00997297,9,2076,0,525,0.140625,0.193494268,3,424,0,217,0.046875,0.03951906,1,107,0,107,0.015625,0.00997297,27,4180,0,275,0.421875,0.389598285,20,3291,0,383,0.3125,0.306738745
7,DL9,16,2780,173.75,0,6593.092144,412.068259,0,1570.484251,98.15526566,0,1603.306653,100.2066658,0,1,125,0,125,0.0625,0.044964029,1,125,0,125,0.0625,0.044964029,1,125,0,125,0.0625,0.044964029,1,125,0,125,0.0625,0.044964029,5,754,0,209,0.3125,0.271223022,3,957,0,573,0.1875,0.344244604,1,125,0,125,0.0625,0.044964029,4,457,0,125,0.25,0.164388489,7,987,0,175,0.4375,0.355035971
7,CL4,32,4647,145.21875,0,9798.712706,306.2097721,0,2798.030593,87.43845603,0,2783.686824,86.99021326,0,4,581,0,208,0.125,0.125026899,3,394,0,159,0.09375,0.084785883,1,159,0,159,0.03125,0.034215623,1,159,0,159,0.03125,0.034215623,6,831,0,159,0.1875,0.178825048,2,276,0,159,0.0625,0.059393157,1,159,0,159,0.03125,0.034215623,9,1502,0,309,0.28125,0.323219281,13,1858,0,251,0.40625,0.399827846
7,CL10,28,6608,236,0,6185.963487,220.9272674,0,2447.239205,87.40140019,0,2324.880822,83.03145794,0,2,285,0,164,0.071428571,0.04312954,1,121,0,121,0.035714286,0.018311138,1,121,0,121,0.035714286,0.018311138,3,788,0,563,0.107142857,0.119249395,8,1621,0,441,0.285714286,0.245308717,1,121,0,121,0.035714286,0.018311138,1,121,0,121,0.035714286,0.018311138,16,3743,0,1022,0.571428571,0.566434625,3,655,0,367,0.107142857,0.099122276
7,DL15,36,8811,244.75,0,12261.22787,340.589663,0,3258.411818,90.51143938,0,2809.056767,78.02935465,0,2,1280,0,1081,0.055555556,0.145272954,1,199,0,199,0.027777778,0.022585405,1,199,0,199,0.027777778,0.022585405,5,1295,0,520,0.138888889,0.146975372,1,199,0,199,0.027777778,0.022585405,1,199,0,199,0.027777778,0.022585405,2,478,0,279,0.055555556,0.054250369,20,4835,0,709,0.555555556,0.548745886,11,1719,0,302,0.305555556,0.195097038
7,DL3,59,11162,189.1864407,0,18314.91379,310.4222676,0,5306.787097,89.94554402,0,4965.741633,84.16511242,0,2,341,0,192,0.033898305,0.030550081,2,317,0,192,0.033898305,0.028399928,1,192,0,192,0.016949153,0.017201218,4,596,0,192,0.06779661,0.053395449,12,2595,0,450,0.203389831,0.232485218,1,192,0,192,0.016949153,0.017201218,2,295,0,192,0.033898305,0.026428955,16,2358,0,208,0.271186441,0.211252464,27,5812,0,993,0.457627119,0.520695216
7,CL12,46,8244,179.2173913,0,10995.82015,239.0395684,0,4448.24927,96.70107109,0,3471.457047,75.46645754,0,4,578,0,199,0.086956522,0.070111596,1,125,0,125,0.02173913,0.015162542,1,125,0,125,0.02173913,0.015162542,1,125,0,125,0.02173913,0.015162542,5,964,0,316,0.108695652,0.116933527,2,269,0,144,0.043478261,0.032629791,3,450,0,175,0.065217391,0.054585153,29,5211,0,791,0.630434783,0.63209607,8,1397,0,267,0.173913043,0.169456574
7,CL2,34,8483,249.5,0,6793.217955,199.8005281,0,3035.454872,89.27808446,0,2120.754196,62.37512342,0,1,225,0,225,0.029411765,0.026523636,1,225,0,225,0.029411765,0.026523636,1,225,0,225,0.029411765,0.026523636,1,225,0,225,0.029411765,0.026523636,5,733,0,225,0.147058824,0.08640811,1,225,0,225,0.029411765,0.026523636,1,225,0,225,0.029411765,0.026523636,13,3652,0,1185,0.382352941,0.430508075,18,4548,0,792,0.529411765,0.536131086
8,CH3,182,32871,180.6098901,0,40594.19837,223.045046,0,15676.73344,86.135898,0,17317.1361,95.14909947,0,45,7996,0,588,0.247252747,0.243253932,2,391,0,208,0.010989011,0.011894983,18,3126,0,609,0.098901099,0.095099023,5,952,0,400,0.027472527,0.028961699,5,921,0,204,0.027472527,0.028018618,5,786,0,183,0.027472527,0.023911655,4,651,0,192,0.021978022,0.019804691,33,5374,0,452,0.181318681,0.163487573,73,14138,0,560,0.401098901,0.430105564
8,DH5,221,48239,218.2760181,0,39918.58742,180.6270924,0,19798.11109,89.58421309,0,18739.70477,84.79504419,0,31,6604,0,969,0.140271493,0.136901677,2,434,0,292,0.009049774,0.00899687,7,1344,0,292,0.031674208,0.027861274,20,3096,0,292,0.090497738,0.064180435,13,2602,0,446,0.058823529,0.053939758,7,1253,0,292,0.031674208,0.025974834,1,292,0,292,0.004524887,0.006053193,94,24557,0,1555,0.425339367,0.509069425,54,10393,0,725,0.244343891,0.215448081
8,CH2,112,19695,175.8482143,0,19636.14281,175.3227037,0,9422.960798,84.13357855,0,10917.56102,97.47822335,0,26,4419,0,268,0.232142857,0.224371668,1,233,0,233,0.008928571,0.011830414,20,3600,0,349,0.178571429,0.18278751,6,1009,0,233,0.053571429,0.051231277,2,581,0,348,0.017857143,0.029499873,1,233,0,233,0.008928571,0.011830414,1,233,0,233,0.008928571,0.011830414,27,4956,0,658,0.241071429,0.251637471,36,6295,0,512,0.321428571,0.31962427
8,DL6,90,15522,172.4666667,0,17543.68434,194.929826,0,7439.373373,82.65970415,0,8193.368473,91.03742747,0,11,1630,0,209,0.122222222,0.105012241,19,3379,0,325,0.211111111,0.217691019,2,307,0,158,0.022222222,0.019778379,2,349,0,200,0.022222222,0.022484216,5,1185,0,492,0.055555556,0.076343255,3,358,0,149,0.033333333,0.023064038,4,781,0,217,0.044444444,0.050315681,11,1661,0,338,0.122222222,0.107009406,41,7064,0,885,0.455555556,0.455095993
8,CH9,46,7155,155.5434783,0,11681.00374,253.934864,0,3810.321506,82.83307621,0,4383.088079,95.28452347,0,16,2606,0,251,0.347826087,0.364220825,1,125,0,125,0.02173913,0.0174703,4,954,0,575,0.086956522,0.133333333,3,365,0,132,0.065217391,0.051013277,7,845,0,155,0.152173913,0.118099231,2,241,0,125,0.043478261,0.033682739,1,125,0,125,0.02173913,0.0174703,9,1109,0,157,0.195652174,0.154996506,11,1785,0,223,0.239130435,0.249475891
8,CL2,53,9193,173.4528302,0,9810.525579,185.1042562,0,4245.210912,80.09831909,0,4799.881215,90.5637965,0,10,1632,0,250,0.188679245,0.177526379,1,200,0,200,0.018867925,0.021755684,1,200,0,200,0.018867925,0.021755684,9,1375,0,267,0.169811321,0.149570325,6,1242,0,327,0.113207547,0.135102796,2,324,0,200,0.037735849,0.035244208,1,200,0,200,0.018867925,0.021755684,19,3851,0,1028,0.358490566,0.418905689,12,1769,0,200,0.226415094,0.192429022
