ParticipantID,Task,TotalNumFixations,TotalNumFixationsInAOI,TotalProportionsOfFixationsInAOI,FixationDuration_Sum,FixationDuration_Average,FixationDuration_StandardDeviation,Saccade_length_Sum,Saccade_length_Average,Saccade_length_StandardDeviation,Saccade_absolute_angle_Sum,Saccade_absolute_angle_Average,Saccade_absolute_angle_StandardDeviation,Saccade_relative_angle_Sum,Saccade_relative_angle_Average,Saccade_relative_angle_StandardDeviation,Question_AOI_NumberOfFixations,Question_AOI_FixationDurationSum,Question_AOI_FixationDurationMean,Question_AOI_LongestFixationInAOI,Question_AOI_ProportionOfTotalFixations,Question_AOI_ProportionOFTotalFixationDuration,Title_AOI_NumberOfFixations,Title_AOI_FixationDurationSum,Title_AOI_FixationDurationMean,Title_AOI_LongestFixationInAOI,Title_AOI_ProportionOfTotalFixations,Title_AOI_ProportionOFTotalFixationDuration,LabelBox_AOI_NumberOfFixations,LabelBox_AOI_FixationDurationSum,LabelBox_AOI_FixationDurationMean,LabelBox_AOI_LongestFixationInAOI,LabelBox_AOI_ProportionOfTotalFixations,LabelBox_AOI_ProportionOFTotalFixationDuration,OptionBox_AOI_NumberOfFixations,OptionBox_AOI_FixationDurationSum,OptionBox_AOI_FixationDurationMean,OptionBox_AOI_LongestFixationInAOI,OptionBox_AOI_ProportionOfTotalFixations,OptionBox_AOI_ProportionOFTotalFixationDuration,Answers_AOI_NumberOfFixations,Answers_AOI_FixationDurationSum,Answers_AOI_FixationDurationMean,Answers_AOI_LongestFixationInAOI,Answers_AOI_ProportionOfTotalFixations,Answers_AOI_ProportionOFTotalFixationDuration,XAxis_AOI_NumberOfFixations,XAxis_AOI_FixationDurationSum,XAxis_AOI_FixationDurationMean,XAxis_AOI_LongestFixationInAOI,XAxis_AOI_ProportionOfTotalFixations,XAxis_AOI_ProportionOFTotalFixationDuration,YAxis_AOI_NumberOfFixations,YAxis_AOI_FixationDurationSum,YAxis_AOI_FixationDurationMean,YAxis_AOI_LongestFixationInAOI,YAxis_AOI_ProportionOfTotalFixations,YAxis_AOI_ProportionOFTotalFixationDuration,Graph_AOI_NumberOfFixations,Graph_AOI_FixationDurationSum,Graph_AOI_FixationDurationMean,Graph_AOI_LongestFixationInAOI,Graph_AOI_ProportionOfTotalFixations,Graph_AOI_ProportionOFTotalFixationDuration,HIGH-3/MEDIUM-2/LOW-1,HIGH-1/LOW-0
10,CH8,98,70,0.714285714,15342,219.1714286,0,11796.43254,168.5204649,0,6395.22418,91.36034543,0,7041.448621,100.5921232,0,14,2919,208.5,409,0.2,0.190262026,0,0,0,0,0,0,11,3242,294.7272727,1241,0.157142857,0.211315344,12,2411,200.9166667,483,0.171428571,0.157150306,3,642,214,326,0.042857143,0.041845913,0,0,0,0,0,0,0,0,0,0,0,0,30,6128,204.2666667,878,0.428571429,0.399426411,2,0
10,DL9,84,42,0.5,10011,238.3571429,0,9746.648488,232.0630592,0,3409.605911,81.18109312,0,3486.545189,83.01298068,0,9,1836,204,308,0.214285714,0.183398262,4,778,194.5,258,0.095238095,0.077714514,13,3301,253.9230769,516,0.30952381,0.329737289,0,0,0,0,0,0,8,2261,282.625,626,0.19047619,0.225851563,2,699,349.5,542,0.047619048,0.069823194,0,0,0,0,0,0,6,1136,189.3333333,325,0.142857143,0.113475177,2,0
10,DL4,86,44,0.511627907,9970,226.5909091,0,12254.72153,278.5163985,0,3705.866074,84.22422895,0,4727.942872,107.4532471,0,21,4137,197,333,0.477272727,0.414944835,0,0,0,0,0,0,4,1393,348.25,416,0.090909091,0.139719157,0,0,0,0,0,0,2,448,224,334,0.045454545,0.044934804,0,0,0,0,0,0,0,0,0,0,0,0,17,3992,234.8235294,667,0.386363636,0.400401204,2,0
10,CL11,58,32,0.551724138,8978,280.5625,0,5831.212261,182.2253832,0,2810.149412,87.81716912,0,3221.818206,100.6818189,0,8,1928,241,400,0.25,0.21474716,2,516,258,391,0.0625,0.057473825,1,224,224,224,0.03125,0.024949877,5,902,180.4,244,0.15625,0.10046781,1,142,142,142,0.03125,0.01581644,2,554,277,289,0.0625,0.061706393,0,0,0,0,0,0,13,4712,362.4615385,1074,0.40625,0.524838494,2,0
10,CH9,99,64,0.646464646,15887,248.234375,0,9130.519659,142.6643697,0,5663.107805,88.48605945,0,6004.426824,93.81916913,0,13,2842,218.6153846,539,0.203125,0.178888399,1,600,600,600,0.015625,0.037766728,23,7538,327.7391304,716,0.359375,0.474475987,1,408,408,408,0.015625,0.025681375,4,487,121.75,134,0.0625,0.030653994,0,0,0,0,0,0,0,0,0,0,0,0,22,4012,182.3636364,433,0.34375,0.252533518,2,0
10,CH10,105,76,0.723809524,20461,269.2236842,0,14158.64926,186.2980166,0,7538.155438,99.18625576,0,7144.874344,94.01150453,0,2,469,234.5,250,0.026315789,0.022921656,1,466,466,466,0.013157895,0.022775035,6,2365,394.1666667,908,0.078947368,0.115585748,10,1667,166.7,259,0.131578947,0.081472069,9,2106,234,542,0.118421053,0.102927521,2,445,222.5,295,0.026315789,0.021748693,0,0,0,0,0,0,46,12943,281.3695652,1608,0.605263158,0.632569278,2,0
10,DL8,39,24,0.615384615,5919,246.625,0,4407.567843,183.6486601,0,1750.720935,72.94670563,0,2604.467177,108.5194657,0,10,2552,255.2,657,0.416666667,0.431153911,0,0,0,0,0,0,6,1873,312.1666667,692,0.25,0.316438588,0,0,0,0,0,0,2,317,158.5,192,0.083333333,0.053556344,0,0,0,0,0,0,0,0,0,0,0,0,6,1177,196.1666667,259,0.25,0.198851157,2,0
10,DH1,19,3,0.157894737,696,232,0,948.8131888,316.2710629,0,9.740246694,3.246748898,0,261.1060048,87.03533494,0,3,696,232,289,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
10,DH5,191,134,0.701570681,31620,235.9701493,0,22241.73387,165.9830886,0,11653.19232,86.9641218,0,12508.80163,93.34926588,0,25,5622,224.88,487,0.186567164,0.177798861,0,0,0,0,0,0,27,7129,264.037037,1102,0.201492537,0.225458571,10,1553,155.3,200,0.074626866,0.049114485,10,2095,209.5,366,0.074626866,0.066255534,2,426,213,224,0.014925373,0.013472486,0,0,0,0,0,0,60,14795,246.5833333,821,0.447761194,0.467900063,2,0
10,DL10,70,50,0.714285714,10499,209.98,0,8388.079759,167.7615952,0,3826.709417,76.53418835,0,4451.124076,89.02248151,0,6,1282,213.6666667,317,0.12,0.122106867,0,0,0,0,0,0,2,517,258.5,291,0.04,0.049242785,0,0,0,0,0,0,7,1255,179.2857143,242,0.14,0.119535194,0,0,0,0,0,0,4,1106,276.5,617,0.08,0.105343366,31,6339,204.483871,497,0.62,0.603771788,2,0
10,DL11,48,24,0.5,6053,252.2083333,0,2022.985981,84.29108253,0,983.4022949,40.97509562,0,2971.551561,123.8146484,0,23,5920,257.3913043,839,0.958333333,0.978027424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,133,133,133,0.041666667,0.021972576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
10,DL13,74,32,0.432432432,9206,287.6875,0,4189.104495,130.9095155,0,2075.573737,64.86167929,0,3645.074314,113.9085723,0,17,5404,317.8823529,917,0.53125,0.587008473,0,0,0,0,0,0,3,628,209.3333333,335,0.09375,0.068216381,0,0,0,0,0,0,4,787,196.75,424,0.125,0.085487725,0,0,0,0,0,0,0,0,0,0,0,0,8,2387,298.375,842,0.25,0.259287421,2,0
10,DL1,93,42,0.451612903,9531,226.9285714,0,8645.005533,205.8334651,0,3285.551119,78.22740759,0,3952.514915,94.10749798,0,6,1841,306.8333333,875,0.142857143,0.193159165,2,291,145.5,186,0.047619048,0.030531948,4,1166,291.5,450,0.095238095,0.122337635,2,274,137,149,0.047619048,0.028748295,6,2076,346,1025,0.142857143,0.217815549,0,0,0,0,0,0,0,0,0,0,0,0,22,3883,176.5,642,0.523809524,0.407407407,2,0
10,CH5,192,135,0.703125,29274,216.8444444,0,25574.91604,189.4438225,0,11016.02368,81.60017542,0,11716.2274,86.78686964,0,22,4140,188.1818182,568,0.162962963,0.141422423,0,0,0,0,0,0,23,6010,261.3043478,851,0.17037037,0.205301633,1,174,174,174,0.007407407,0.005943841,18,4153,230.7222222,633,0.133333333,0.141866503,5,931,186.2,292,0.037037037,0.031802965,3,468,156,241,0.022222222,0.015986883,63,13398,212.6666667,525,0.466666667,0.457675753,2,0
10,DL15,77,45,0.584415584,12647,281.0444444,0,7262.867745,161.397061,0,2568.768603,57.08374673,0,5063.585504,112.5241223,0,28,7837,279.8928571,1407,0.622222222,0.61967265,0,0,0,0,0,0,4,466,116.5,133,0.088888889,0.036846683,0,0,0,0,0,0,1,843,843,843,0.022222222,0.066656124,0,0,0,0,0,0,0,0,0,0,0,0,12,3501,291.75,938,0.266666667,0.276824543,2,0
10,DL5,56,20,0.357142857,4003,200.15,0,5164.370025,258.2185013,0,1679.058,83.95290002,0,1950.891864,97.54459319,0,6,1050,175,199,0.3,0.262303273,0,0,0,0,0,0,0,0,0,0,0,0,1,108,108,108,0.05,0.026979765,7,1392,198.8571429,356,0.35,0.347739196,0,0,0,0,0,0,0,0,0,0,0,0,6,1453,242.1666667,443,0.3,0.362977767,2,0
10,DH3,176,131,0.744318182,31202,238.1832061,0,31799.97628,242.7479105,0,11043.57878,84.30212809,0,10623.75209,81.09734421,0,21,5063,241.0952381,891,0.160305344,0.162265239,0,0,0,0,0,0,26,5768,221.8461538,575,0.198473282,0.184859945,0,0,0,0,0,0,36,8362,232.2777778,502,0.27480916,0.267995641,2,394,197,276,0.015267176,0.012627396,0,0,0,0,0,0,46,11615,252.5,1035,0.351145038,0.372251779,2,0
10,DL14,34,16,0.470588235,3142,196.375,0,4843.424763,302.7140477,0,1363.850354,85.24064715,0,1636.240755,102.2650472,0,1,170,170,170,0.0625,0.054105665,0,0,0,0,0,0,2,666,333,466,0.125,0.2119669,0,0,0,0,0,0,2,346,173,192,0.125,0.110120942,1,196,196,196,0.0625,0.062380649,0,0,0,0,0,0,10,1764,176.4,403,0.625,0.561425843,2,0
10,DL2,97,52,0.536082474,9745,187.4038462,0,12239.4879,235.3747673,0,4013.867063,77.18975122,0,4660.605436,89.62702761,0,3,674,224.6666667,291,0.057692308,0.069163674,2,333,166.5,233,0.038461538,0.03417137,1,265,265,265,0.019230769,0.027193433,4,534,133.5,200,0.076923077,0.054797332,4,644,161,275,0.076923077,0.066085172,2,233,116.5,125,0.038461538,0.023909697,0,0,0,0,0,0,36,7062,196.1666667,494,0.692307692,0.724679323,2,0
10,CH2,96,78,0.8125,17141,219.7564103,0,9907.425107,127.0182706,0,7981.307289,102.3244524,0,7317.617213,93.8156053,0,6,1293,215.5,322,0.076923077,0.075433172,0,0,0,0,0,0,15,3433,228.8666667,500,0.192307692,0.20028003,0,0,0,0,0,0,3,528,176,293,0.038461538,0.030803337,0,0,0,0,0,0,1,600,600,600,0.012820513,0.035003792,53,11287,212.9622642,812,0.679487179,0.658479669,2,0
10,DH2,61,36,0.590163934,11204,311.2222222,0,5339.131882,148.3092189,0,3492.200435,97.00556764,0,3315.342644,92.09285122,0,2,332,166,171,0.055555556,0.029632274,0,0,0,0,0,0,11,2891,262.8181818,542,0.305555556,0.258032845,0,0,0,0,0,0,4,1302,325.5,483,0.111111111,0.116208497,1,192,192,192,0.027777778,0.017136737,0,0,0,0,0,0,18,6487,360.3888889,1350,0.5,0.578989647,2,0
10,CH7,116,86,0.74137931,23345,271.4534884,0,15291.85031,177.812213,0,6971.771517,81.06711067,0,8299.016671,96.50019385,0,7,1362,194.5714286,292,0.081395349,0.058342257,0,0,0,0,0,0,17,5048,296.9411765,533,0.197674419,0.21623474,5,1025,205,251,0.058139535,0.043906618,7,2849,407,966,0.081395349,0.122038981,2,242,121,124,0.023255814,0.010366245,0,0,0,0,0,0,48,12819,267.0625,1067,0.558139535,0.549111159,2,0
10,DL12,57,26,0.456140351,4477,172.1923077,0,2370.834271,91.18593348,0,2261.815819,86.99291611,0,2838.402138,109.169313,0,6,981,163.5,217,0.230769231,0.219119946,0,0,0,0,0,0,0,0,0,0,0,0,15,2278,151.8666667,286,0.576923077,0.508822872,3,822,274,329,0.115384615,0.183605093,0,0,0,0,0,0,0,0,0,0,0,0,2,396,198,233,0.076923077,0.088452088,2,0
10,CL7,121,40,0.330578512,8167,204.175,0,9853.904822,246.3476205,0,3468.242212,86.7060553,0,4637.718871,115.9429718,0,7,1410,201.4285714,467,0.175,0.172646014,14,2990,213.5714286,325,0.35,0.366107506,5,1098,219.6,333,0.125,0.134443492,2,509,254.5,283,0.05,0.062323987,2,386,193,209,0.05,0.047263377,0,0,0,0,0,0,0,0,0,0,0,0,10,1774,177.4,325,0.25,0.217215624,2,0
10,DH9,100,65,0.65,14981,230.4769231,0,15617.61695,240.27103,0,5690.159844,87.54092067,0,6795.996011,104.5537848,0,19,4338,228.3157895,1020,0.292307692,0.289566785,2,866,433,441,0.030769231,0.057806555,2,588,294,455,0.030769231,0.039249716,0,0,0,0,0,0,6,1590,265,599,0.092307692,0.106134437,1,225,225,225,0.015384615,0.015019024,0,0,0,0,0,0,35,7374,210.6857143,443,0.538461538,0.492223483,2,0
10,CL15,70,35,0.5,7648,218.5142857,0,6203.165676,177.233305,0,2351.409073,67.18311636,0,3900.850647,111.4528756,0,17,3851,226.5294118,490,0.485714286,0.503530335,1,100,100,100,0.028571429,0.013075314,3,825,275,518,0.085714286,0.107871339,0,0,0,0,0,0,1,207,207,207,0.028571429,0.0270659,0,0,0,0,0,0,0,0,0,0,0,0,13,2665,205,383,0.371428571,0.348457113,2,0
10,DL6,24,11,0.458333333,2157,196.0909091,0,3183.395424,289.399584,0,942.9742906,85.72493551,0,1005.92753,91.44795726,0,2,366,183,216,0.181818182,0.169680111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,166,166,166,0.090909091,0.076958739,2,406,203,250,0.181818182,0.188224386,0,0,0,0,0,0,6,1219,203.1666667,234,0.545454545,0.565136764,2,0
10,CL9,68,53,0.779411765,12296,232,0,9968.260131,188.0803798,0,4294.219733,81.02301383,0,4316.066895,81.43522444,0,4,1207,301.75,452,0.075471698,0.098162004,0,0,0,0,0,0,0,0,0,0,0,0,4,969,242.25,376,0.075471698,0.078806116,6,2325,387.5,750,0.113207547,0.189085882,3,809,269.6666667,418,0.056603774,0.065793754,4,817,204.25,419,0.075471698,0.066444372,32,6169,192.78125,488,0.603773585,0.501707872,2,0
10,CL13,70,41,0.585714286,11334,276.4390244,0,8674.689217,211.5777858,0,2449.121815,59.73467843,0,4284.331773,104.4958969,0,6,2593,432.1666667,1199,0.146341463,0.22878066,2,491,245.5,283,0.048780488,0.043320981,0,0,0,0,0,0,4,681,170.25,234,0.097560976,0.060084701,6,2003,333.8333333,760,0.146341463,0.176724899,0,0,0,0,0,0,0,0,0,0,0,0,23,5566,242,698,0.56097561,0.491088759,2,0
10,CL12,62,31,0.5,5980,192.9032258,0,9529.069329,307.3893332,0,2659.128555,85.77834048,0,3368.47059,108.6603416,0,3,774,258,449,0.096774194,0.129431438,5,673,134.6,190,0.161290323,0.112541806,0,0,0,0,0,0,0,0,0,0,0,0,2,451,225.5,234,0.064516129,0.07541806,1,241,241,241,0.032258065,0.040301003,0,0,0,0,0,0,20,3841,192.05,314,0.64516129,0.642307692,2,0
10,CL1,31,28,0.903225806,6198,221.3571429,0,5051.506515,180.410947,0,1985.194765,70.89981303,0,2263.657579,80.84491354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6198,221.3571429,906,1,1,2,0
11,DH7,50,26,0.52,4536,174.4615385,0,10172.24805,391.2403095,0,2346.713234,90.25820131,0,2304.146724,88.62102785,0,0,0,0,0,0,0,1,155,155,155,0.038461538,0.034171076,3,442,147.3333333,223,0.115384615,0.097442681,0,0,0,0,0,0,2,299,149.5,183,0.076923077,0.065917108,1,184,184,184,0.038461538,0.040564374,1,118,118,118,0.038461538,0.026014109,18,3338,185.4444444,717,0.692307692,0.735890653,2,1
11,CH5,91,21,0.230769231,4025,191.6666667,0,4195.503175,199.7858655,0,1972.904879,93.94785139,0,1246.603504,59.36207161,0,0,0,0,0,0,0,1,134,134,134,0.047619048,0.033291925,7,1216,173.7142857,242,0.333333333,0.302111801,1,101,101,101,0.047619048,0.025093168,8,1211,151.375,227,0.380952381,0.300869565,0,0,0,0,0,0,0,0,0,0,0,0,4,1363,340.75,994,0.19047619,0.33863354,2,1
11,CH7,60,33,0.55,4917,149,0,6680.935634,202.452595,0,2662.164756,80.67165927,0,2641.814116,80.05497322,0,1,241,241,241,0.03030303,0.049013626,0,0,0,0,0,0,6,732,122,172,0.181818182,0.148871263,2,251,125.5,143,0.060606061,0.051047387,2,480,240,257,0.060606061,0.0976205,0,0,0,0,0,0,0,0,0,0,0,0,22,3213,146.0454545,220,0.666666667,0.653447224,2,1
11,CL15,36,16,0.444444444,3479,217.4375,0,5227.227385,326.7017116,0,1855.620222,115.9762639,0,1241.696067,77.60600419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3479,217.4375,1004,1,1,2,1
11,DH10,67,34,0.507462687,6233,183.3235294,0,13335.80547,392.2295727,0,3486.025577,102.530164,0,2637.563125,77.57538602,0,0,0,0,0,0,0,2,348,174,233,0.058823529,0.055831863,4,720,180,262,0.117647059,0.115514199,0,0,0,0,0,0,1,104,104,104,0.029411765,0.016685384,0,0,0,0,0,0,0,0,0,0,0,0,27,5061,187.4444444,940,0.794117647,0.811968554,2,1
11,CH3,60,21,0.35,3329,158.5238095,0,3657.024882,174.144042,0,1972.416685,93.92460403,0,1878.512165,89.45296025,0,0,0,0,0,0,0,0,0,0,0,0,0,4,546,136.5,150,0.19047619,0.164013217,1,227,227,227,0.047619048,0.068188645,4,645,161.25,274,0.19047619,0.193751877,4,644,161,231,0.19047619,0.193451487,0,0,0,0,0,0,8,1267,158.375,308,0.380952381,0.380594773,2,1
11,DH9,27,15,0.555555556,2420,161.3333333,0,3290.007441,219.3338294,0,1539.206745,102.613783,0,1322.158157,88.14387715,0,0,0,0,0,0,0,1,191,191,191,0.066666667,0.07892562,3,461,153.6666667,242,0.2,0.190495868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1768,160.7272727,351,0.733333333,0.730578512,2,1
11,CL10,82,36,0.43902439,5603,155.6388889,0,13233.31615,367.5921152,0,3322.168007,92.28244463,0,2788.235858,77.45099607,0,0,0,0,0,0,0,1,157,157,157,0.027777778,0.028020703,0,0,0,0,0,0,11,1795,163.1818182,275,0.305555556,0.320364091,5,704,140.8,192,0.138888889,0.125646975,0,0,0,0,0,0,5,823,164.6,305,0.138888889,0.146885597,14,2124,151.7142857,266,0.388888889,0.379082634,2,1
11,DL11,23,12,0.52173913,1682,140.1666667,0,5321.528863,443.4607386,0,1112.248274,92.6873562,0,1210.828743,100.9023952,0,1,158,158,158,0.083333333,0.093935791,0,0,0,0,0,0,0,0,0,0,0,0,1,184,184,184,0.083333333,0.109393579,2,291,145.5,166,0.166666667,0.173008323,0,0,0,0,0,0,2,242,121,136,0.166666667,0.143876338,6,807,134.5,240,0.5,0.479785969,2,1
11,CL3,58,29,0.5,4103,141.4827586,0,8287.638182,285.780627,0,2833.237545,97.69784638,0,2111.939495,72.82549982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1524,127,176,0.413793103,0.371435535,5,735,147,192,0.172413793,0.179137217,0,0,0,0,0,0,0,0,0,0,0,0,12,1844,153.6666667,210,0.413793103,0.449427248,2,1
11,DL3,43,13,0.302325581,2986,229.6923077,0,4238.293704,326.0225926,0,810.4354115,62.3411855,0,972.8010285,74.83084835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,125,125,0.076923077,0.041862023,3,983,327.6666667,730,0.230769231,0.329202947,0,0,0,0,0,0,1,157,157,157,0.076923077,0.052578701,8,1721,215.125,676,0.615384615,0.57635633,2,1
11,DL2,37,13,0.351351351,1920,147.6923077,0,4021.281623,309.3293556,0,1220.161911,93.85860858,0,1279.036947,98.38745747,0,0,0,0,0,0,0,1,108,108,108,0.076923077,0.05625,0,0,0,0,0,0,1,101,101,101,0.076923077,0.052604167,0,0,0,0,0,0,0,0,0,0,0,0,3,459,153,200,0.230769231,0.2390625,8,1252,156.5,217,0.615384615,0.652083333,2,1
11,CH2,17,6,0.352941176,846,141,0,1156.154334,192.6923891,0,687.5708518,114.595142,0,544.4785849,90.74643082,0,0,0,0,0,0,0,0,0,0,0,0,0,4,636,159,208,0.666666667,0.75177305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,210,105,110,0.333333333,0.24822695,2,1
11,CL6,31,15,0.483870968,2464,164.2666667,0,3955.618829,263.707922,0,1220.232573,81.34883821,0,1121.731977,74.78213177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,117,117,117,0.066666667,0.047483766,2,350,175,191,0.133333333,0.142045455,0,0,0,0,0,0,0,0,0,0,0,0,12,1997,166.4166667,292,0.8,0.810470779,2,1
11,DL4,15,4,0.266666667,591,147.75,0,1766.55005,441.6375124,0,351.1461785,87.78654463,0,195.2657198,48.81642996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,127,127,127,0.25,0.214890017,0,0,0,0,0,0,1,191,191,191,0.25,0.323181049,2,273,136.5,158,0.5,0.461928934,2,1
11,DL8,12,5,0.416666667,1207,241.4,0,1682.295643,336.4591285,0,335.7020835,67.14041669,0,423.723009,84.74460179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1207,241.4,586,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
11,DL6,8,1,0.125,107,107,0,1332.373071,1332.373071,0,160.1234389,160.1234389,0,48.09143963,48.09143963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,107,107,107,1,1,2,1
11,DL12,23,6,0.260869565,1399,233.1666667,0,3603.920389,600.6533982,0,388.8913581,64.81522635,0,430.1554855,71.69258092,0,0,0,0,0,0,0,1,133,133,133,0.166666667,0.095067906,0,0,0,0,0,0,1,109,109,109,0.166666667,0.077912795,1,166,166,166,0.166666667,0.118656183,0,0,0,0,0,0,0,0,0,0,0,0,3,991,330.3333333,725,0.5,0.708363117,2,1
11,DL14,29,11,0.379310345,1529,139,0,3259.521859,296.320169,0,949.2399292,86.29453902,0,802.1855517,72.92595925,0,0,0,0,0,0,0,2,267,133.5,158,0.181818182,0.174623937,0,0,0,0,0,0,3,473,157.6666667,172,0.272727273,0.309352518,2,283,141.5,166,0.181818182,0.185088293,0,0,0,0,0,0,0,0,0,0,0,0,4,506,126.5,148,0.363636364,0.330935252,2,1
11,DH5,94,55,0.585106383,8866,161.2,0,15020.98146,273.1087538,0,5339.73352,97.08606401,0,3752.111584,68.22021062,0,0,0,0,0,0,0,2,353,176.5,203,0.036363636,0.039815024,4,520,130,184,0.072727273,0.058651026,5,671,134.2,166,0.090909091,0.075682382,5,703,140.6,175,0.090909091,0.079291676,0,0,0,0,0,0,1,124,124,124,0.018181818,0.013986014,38,6495,170.9210526,584,0.690909091,0.732573878,2,1
11,CL4,50,25,0.5,3830,153.2,0,7965.226065,318.6090426,0,2064.079676,82.56318703,0,1979.374838,79.1749935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,927,185.4,308,0.2,0.242036554,6,858,143,183,0.24,0.224020888,0,0,0,0,0,0,2,259,129.5,158,0.08,0.067624021,12,1786,148.8333333,285,0.48,0.466318538,2,1
11,CL2,12,2,0.166666667,294,147,0,1831.048984,915.5244918,0,232.4722383,116.2361192,0,70.15998101,35.07999051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,294,147,175,1,1,2,1
11,DL7,10,4,0.4,657,164.25,0,2035.603371,508.9008427,0,327.1297886,81.78244715,0,354.1584424,88.5396106,0,0,0,0,0,0,0,1,134,134,134,0.25,0.203957382,0,0,0,0,0,0,0,0,0,0,0,0,1,116,116,116,0.25,0.176560122,0,0,0,0,0,0,0,0,0,0,0,0,2,407,203.5,278,0.5,0.619482496,2,1
11,CL9,14,2,0.142857143,244,122,0,1012.228185,506.1140926,0,238.9656288,119.4828144,0,220.4462786,110.2231393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,244,122,134,1,1,2,1
11,CH8,22,14,0.636363636,1853,132.3571429,0,2320.26366,165.7331186,0,1119.154346,79.93959615,0,999.4160089,71.38685778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,105,105,105,0.071428571,0.056664868,2,219,109.5,110,0.142857143,0.118186724,0,0,0,0,0,0,11,1529,139,366,0.785714286,0.825148408,2,1
11,DH3,64,17,0.265625,2485,146.1764706,0,5912.156305,347.7739003,0,1583.047948,93.12046755,0,1787.050233,105.1206019,0,1,109,109,109,0.058823529,0.043863179,0,0,0,0,0,0,4,554,138.5,172,0.235294118,0.222937626,0,0,0,0,0,0,6,754,125.6666667,175,0.352941176,0.303420523,0,0,0,0,0,0,0,0,0,0,0,0,6,1068,178,401,0.352941176,0.429778672,2,1
11,DL9,12,3,0.25,396,132,0,1759.763821,586.5879404,0,386.0645684,128.6881895,0,195.7833515,65.26111718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,396,132,142,1,1,2,1
11,CL5,22,9,0.409090909,1484,164.8888889,0,3356.385452,372.9317168,0,657.131078,73.01456422,0,574.8502346,63.87224829,0,0,0,0,0,0,0,3,319,106.3333333,109,0.333333333,0.214959569,0,0,0,0,0,0,3,774,258,284,0.333333333,0.521563342,2,285,142.5,176,0.222222222,0.192048518,0,0,0,0,0,0,1,106,106,106,0.111111111,0.071428571,0,0,0,0,0,0,2,1
11,DL5,11,2,0.181818182,234,117,0,211.078701,105.5393505,0,161.1700326,80.58501631,0,140.3033533,70.15167663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,234,117,117,1,1,2,1
11,CL8,14,4,0.285714286,675,168.75,0,1756.847817,439.2119542,0,592.0103899,148.0025975,0,351.1718356,87.79295889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175,175,175,0.25,0.259259259,0,0,0,0,0,0,0,0,0,0,0,0,3,500,166.6666667,190,0.75,0.740740741,2,1
11,DH2,23,12,0.52173913,2207,183.9166667,0,3312.425654,276.0354712,0,958.8339941,79.90283284,0,1106.602153,92.21684612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,531,177,231,0.25,0.240598097,0,0,0,0,0,0,0,0,0,0,0,0,4,772,193,324,0.333333333,0.349796103,5,904,180.8,305,0.416666667,0.4096058,2,1
