Current_task,FixationX,FixationY,SaccadeLength
pretask,921.0,302.0,90.27181176868004
pretask,860.0,301.0,61.00819617067857
pretask,815.0,314.0,46.84015371452148
pretask,1075.0,345.0,261.8415551435639
pretask,1451.0,599.0,453.75323690305504
pretask,1423.0,598.0,28.0178514522438
pretask,1062.0,445.0,392.08417463600847
pretask,762.0,324.0,323.48261158832014
pretask,961.0,309.0,199.56452590578317
pretask,1456.0,580.0,564.3279188556951
pretask,1436.0,587.0,21.18962010041709
pretask,916.0,281.0,603.3539591317852
pretask,1117.0,349.0,212.19095173922943
pretask,1108.0,392.0,43.93176527297759
pretask,1106.0,397.0,5.385164807134504
pretask,1428.0,632.0,398.63391727247694
pretask,1404.0,636.0,24.331050121192877
pretask,1414.0,557.0,79.63039620647382
pretask,1432.0,601.0,47.53945729601885
