Current_task,FixationX,FixationY,SaccadeLength
pretask,922.0,902.0,592.2001350894814
pretask,880.0,949.0,63.0317380372777
pretask,783.0,691.0,275.6320010448714
pretask,138.0,576.0,655.1717332119877
pretask,942.0,989.0,903.8722254832261
pretask,989.0,985.0,47.16990566028302
pretask,938.0,263.0,723.7990052493855
pretask,728.0,125.0,251.2846990964631
pretask,878.0,307.0,235.84740829612693
pretask,890.0,914.0,607.1186045576268
pretask,1040.0,273.0,658.3167930411619
pretask,669.0,247.0,371.9099353338117
pretask,833.0,307.0,174.63103962354458
pretask,32.0,134.0,819.4693404880991
pretask,773.0,187.0,742.8929936404031
pretask,831.0,966.0,781.1561943683222
pretask,883.0,981.0,54.120236510939236
pretask,829.0,965.0,56.32051136131489
pretask,864.0,985.0,40.311288741492746
pretask,957.0,982.0,93.04837451562494
pretask,1030.0,984.0,73.02739212103907
pretask,996.0,990.0,34.52535300326414
pretask,1433.0,606.0,581.743070435738
pretask,1404.0,605.0,29.017236257093817
pretask,1409.0,602.0,5.830951894845301
pretask,1422.0,579.0,26.419689627245813
pretask,1395.0,619.0,48.25971404805462
pretask,1189.0,522.0,227.69497139814047
pretask,1406.0,598.0,229.92390045404153
pretask,1407.0,590.0,8.06225774829855
pretask,1413.0,589.0,6.082762530298219
pretask,1415.0,591.0,2.8284271247461903
pretask,963.0,413.0,485.78596109809513
pretask,776.0,614.0,274.5359721420856
pretask,200.0,564.0,578.1660661090376
pretask,1406.0,716.0,1215.5410318043566
pretask,1142.0,443.0,379.7696670351649
pretask,1075.0,522.0,103.58571330062848
pretask,946.0,419.0,165.07574019219177
pretask,794.0,261.0,219.24415613648634
pretask,254.0,436.0,567.6486589431883
pretask,956.0,306.0,713.935571322791
pretask,684.0,227.0,283.24018076537095
pretask,965.0,276.0,285.2402496142506
pretask,29.0,112.0,950.2589120865955
pretask,89.0,214.0,118.33849753989612
pretask,400.0,354.0,341.05864598335575
pretask,850.0,954.0,750.0
pretask,835.0,921.0,36.24913792078372
pretask,1044.0,948.0,210.7368026710095
pretask,1205.0,387.0,583.64544031458
pretask,1002.0,1025.0,669.5169900756814
pretask,999.0,1012.0,13.341664064126334
pretask,1044.0,304.0,709.428643346179
pretask,929.0,620.0,336.2751849304376
pretask,967.0,886.0,268.70057685088807
pretask,472.0,509.0,622.2170039463724
pretask,371.0,696.0,212.5323504786977
pretask,693.0,146.0,637.325662436403
pretask,1071.0,961.0,898.3924532185252
pretask,1007.0,974.0,65.30696746902278
pretask,1319.0,403.0,650.6804131061576
pretask,1441.0,501.0,156.48642113614844
pretask,1434.0,525.0,25.0
pretask,1408.0,537.0,28.635642126552707
pretask,1427.0,515.0,29.068883707497267
pretask,1439.0,519.0,12.649110640673518
pretask,1074.0,352.0,401.39008458107185
pretask,1428.0,597.0,430.5124853009492
pretask,1470.0,598.0,42.01190307520001
pretask,1081.0,565.0,390.3972335967559
pretask,1165.0,469.0,127.5617497528158
pretask,1096.0,436.0,76.48529270389177
pretask,1409.0,623.0,364.6066373504465
pretask,1396.0,616.0,14.7648230602334
pretask,1084.0,523.0,325.56566157996457
pretask,985.0,488.0,105.00476179678711
pretask,975.0,468.0,22.360679774997898
pretask,967.0,596.0,128.2497563350512
pretask,1394.0,630.0,428.3514911845178
pretask,1044.0,980.0,494.9747468305833
pretask,785.0,984.0,259.0308861892728
pretask,796.0,993.0,14.212670403551895
pretask,907.0,969.0,113.5649593844862
pretask,1444.0,674.0,612.694050893266
pretask,1446.0,658.0,16.1245154965971
pretask,1382.0,682.0,68.35202996254024
pretask,1052.0,654.0,331.18574848564964
pretask,392.0,805.0,677.0531736872666
pretask,689.0,757.0,300.8537850850476
pretask,876.0,720.0,190.62528688503002
pretask,884.0,821.0,101.31633629380802
pretask,532.0,795.0,352.95892112255785
pretask,281.0,769.0,252.3430205097815
pretask,1434.0,714.0,1154.3110499341155
pretask,1399.0,703.0,36.68787265568828
pretask,296.0,792.0,1106.5848363320365
pretask,246.0,797.0,50.24937810560445
pretask,353.0,800.0,107.0420478129973
pretask,513.0,799.0,160.00312496948303
pretask,562.0,650.0,156.85024705112835
pretask,1437.0,767.0,882.7876301806681
pretask,1398.0,764.0,39.11521443121589
pretask,1462.0,770.0,64.28063471995279
pretask,1015.0,788.0,447.362269307549
pretask,838.0,834.0,182.87974190707948
pretask,1425.0,783.0,589.2113372975778
pretask,1456.0,790.0,31.78049716414141
pretask,1416.0,793.0,40.11234224026316
pretask,1449.0,777.0,36.6742416417845
pretask,1487.0,783.0,38.47076812334269
pretask,1192.0,785.0,295.006779583114
pretask,1163.0,791.0,29.614185789921695
pretask,1152.0,788.0,11.40175425099138
pretask,1038.0,66.0,730.9445943435111
pretask,632.0,847.0,880.2255392795644
pretask,1309.0,350.0,839.8440331394871
pretask,1328.0,366.0,24.839484696748443
pretask,1307.0,351.0,25.80697580112788
pretask,1284.0,312.0,45.27692569068709
pretask,1309.0,367.0,60.41522986797286
pretask,1101.0,787.0,468.6832619157633
pretask,1189.0,269.0,525.4217353707401
pretask,1193.0,266.0,5.0
pretask,850.0,341.0,351.10397320451955
pretask,441.0,548.0,458.3993891793487
pretask,328.0,531.0,114.27160627207444
pretask,83.0,556.0,246.272207120495
pretask,53.0,546.0,31.622776601683793
pretask,82.0,585.0,48.60041152089147
pretask,412.0,567.0,330.4905444940899
pretask,89.0,570.0,323.0139315880973
pretask,33.0,548.0,60.166435825965294
pretask,395.0,587.0,364.0947678833081
pretask,406.0,943.0,356.1699032765121
pretask,712.0,991.0,309.7418279793674
pretask,849.0,988.0,137.03284277865654
pretask,749.0,988.0,100.0
pretask,849.0,987.0,100.00499987500625
pretask,837.0,989.0,12.165525060596439
pretask,1295.0,244.0,874.5221552367899
pretask,1246.0,413.0,175.96022277776305
pretask,69.0,580.0,1188.7884588941802
pretask,63.0,563.0,18.027756377319946
pretask,138.0,945.0,389.2929488187527
pretask,134.0,609.0,336.0238086802779
pretask,461.0,651.0,329.6862144524699
pretask,415.0,593.0,74.02702209328699
pretask,386.0,560.0,43.93176527297759
pretask,407.0,577.0,27.018512172212592
pretask,1271.0,434.0,875.7539608817079
pretask,1419.0,767.0,364.4077386664559
pretask,1374.0,762.0,45.27692569068709
pretask,1381.0,770.0,10.63014581273465
pretask,1393.0,763.0,13.892443989449804
pretask,1390.0,773.0,10.44030650891055
pretask,1168.0,334.0,491.9400369963803
pretask,1154.0,313.0,25.238858928247925
pretask,412.0,592.0,792.7200010091835
pretask,1414.0,754.0,1015.0113299860253
pretask,1449.0,777.0,41.88078318274385
pretask,1473.0,749.0,36.87817782917155
pretask,1401.0,752.0,72.06247289678588
pretask,1467.0,774.0,69.57010852370435
pretask,1450.0,714.0,62.36184731067546
pretask,1483.0,609.0,110.06361796706484
pretask,1406.0,771.0,179.36833611315015
pretask,1429.0,770.0,23.021728866442675
pretask,1442.0,764.0,14.317821063276353
pretask,1250.0,289.0,512.3368032847143
pretask,1216.0,331.0,54.037024344425184
pretask,1417.0,747.0,462.0140690498505
pretask,1433.0,730.0,23.345235059857504
pretask,1451.0,785.0,57.87054518492115
pretask,1479.0,789.0,28.284271247461902
pretask,1506.0,784.0,27.459060435491963
pretask,1465.0,805.0,46.06517122512408
pretask,1491.0,780.0,36.069377593742864
pretask,1481.0,789.0,13.45362404707371
pretask,1483.0,775.0,14.142135623730951
pretask,1457.0,775.0,26.0
pretask,1440.0,773.0,17.11724276862369
pretask,1431.0,775.0,9.219544457292887
pretask,1429.0,777.0,2.8284271247461903
pretask,1461.0,769.0,32.984845004941285
pretask,1462.0,768.0,1.4142135623730951
pretask,1064.0,429.0,522.8049349422785
pretask,1416.0,797.0,509.24257481086556
pretask,1315.0,348.0,460.2195128414266
pretask,410.0,620.0,944.9915343536153
pretask,396.0,593.0,30.4138126514911
pretask,514.0,540.0,129.3560976529518
pretask,30.0,573.0,485.1236955663988
pretask,14.0,539.0,37.57658845611187
pretask,18.0,532.0,8.06225774829855
pretask,329.0,524.0,311.1028768751585
pretask,366.0,569.0,58.25804665451803
pretask,986.0,987.0,747.7459461608602
pretask,831.0,1000.0,155.54420593516173
pretask,943.0,1034.0,117.04699910719626
pretask,493.0,568.0,647.8086137124143
DL11,380.0,947.0,395.4870415070512
DL11,1010.0,896.0,632.060914785909
DL11,949.0,880.0,63.06346010171025
DL11,878.0,184.0,699.6120353453048
DL11,376.0,224.0,503.59110397226044
DL11,831.0,911.0,824.0109222577089
DL11,307.0,855.0,526.9838707209168
DL11,734.0,214.0,770.201272395729
DL11,1426.0,516.0,755.028476284173
DL11,1407.0,649.0,134.35028842544403
DL11,983.0,341.0,524.0610651441299
DL11,1449.0,548.0,509.90685423908553
DL11,1398.0,563.0,53.16013544000805
DL11,1446.0,614.0,70.03570517957252
DL11,1485.0,603.0,40.52159917870962
DL11,1437.0,616.0,49.72926703662542
DL11,1166.0,328.0,395.4554336458155
DL11,1369.0,146.0,272.6407893181063
DL11,305.0,833.0,1266.5168771082365
DL11,252.0,832.0,53.009433122794285
DL11,175.0,196.0,640.6442070291434
DL11,388.0,262.0,222.9910312097776
DL11,231.0,361.0,185.60711193270586
DL11,322.0,404.0,100.64790112068906
DL11,400.0,456.0,93.74433316206373
DL11,233.0,205.0,301.4796842243271
DL11,338.0,293.0,137.0
DL11,287.0,300.0,51.478150704935004
DL11,187.0,236.0,118.72657663724664
DL11,189.0,295.0,59.033888572581766
DL11,316.0,387.0,156.82155464093577
DL11,381.0,453.0,92.63368717696602
DL11,397.0,855.0,402.318281960937
DL11,1364.0,198.0,1169.0757032801596
DL11,1001.0,901.0,791.18771476812
DL11,848.0,902.0,153.00326793895613
DL11,981.0,897.0,133.09395177843356
DL11,903.0,198.0,703.3384675957942
DL11,880.0,870.0,672.3934859886732
DL11,893.0,890.0,23.853720883753127
DL11,926.0,894.0,33.24154027718932
DL11,452.0,153.0,879.6345832219195
DL11,267.0,158.0,185.06755523321746
DL11,1058.0,874.0,1066.9287698811013
DL11,257.0,323.0,972.2149967985476
DL11,285.0,334.0,30.083217912982647
DL11,233.0,275.0,78.64477096412705
DH5,342.0,838.0,573.4544445725397
DH5,996.0,943.0,662.375271277544
DH5,608.0,824.0,405.83863788456614
DH5,679.0,813.0,71.84705978674423
DH5,1319.0,262.0,844.5122852866026
DH5,1191.0,615.0,375.49034608096116
DH5,697.0,694.0,500.27692331347845
DH5,671.0,793.0,102.35721762533407
DH5,1467.0,654.0,808.0451720046349
DH5,1458.0,672.0,20.12461179749811
DH5,1422.0,688.0,39.395431207184416
DH5,1419.0,672.0,16.278820596099706
DH5,553.0,674.0,866.0023094657427
DH5,671.0,775.0,155.32224567009067
DH5,1466.0,585.0,817.3891362135907
DH5,1440.0,556.0,38.948684188300895
DH5,1446.0,563.0,9.219544457292887
DH5,1430.0,548.0,21.93171219946131
DH5,615.0,768.0,844.1711911691846
DH5,685.0,793.0,74.33034373659252
DH5,599.0,731.0,106.01886624558857
DH5,1424.0,566.0,841.3382197428095
DH5,1426.0,632.0,66.03029607687671
DH5,1431.0,688.0,56.22277118748239
DH5,1410.0,695.0,22.135943621178654
DH5,689.0,673.0,721.3355668480517
DH5,670.0,720.0,50.695167422546305
DH5,548.0,634.0,149.26486525636233
DH5,687.0,802.0,218.04815981796315
DH5,687.0,798.0,4.0
DH5,684.0,748.0,50.08991914547278
DH5,696.0,769.0,24.186773244895647
DH5,693.0,772.0,4.242640687119285
DH5,701.0,817.0,45.70557952810576
DH5,1318.0,287.0,813.3812144376092
DH5,832.0,940.0,814.0055282367559
DH5,896.0,904.0,73.43023900274328
DH5,879.0,901.0,17.26267650163207
DH5,690.0,763.0,234.01922997907673
DH5,675.0,778.0,21.213203435596427
DH5,678.0,796.0,18.24828759089466
DH5,949.0,965.0,319.3775195595332
CL3,949.0,930.0,35.0
CL3,1426.0,491.0,648.2669203345177
CL3,434.0,669.0,1007.8432417791965
CL3,1421.0,590.0,990.1565532783187
CL3,1415.0,597.0,9.219544457292887
CL3,664.0,809.0,780.3492807711173
CL3,687.0,213.0,596.4436268416321
CL3,682.0,106.0,107.11675872616759
CL3,973.0,895.0,840.9530307930402
CL11,646.0,810.0,337.86683767425296
CL11,550.0,803.0,96.25487000666512
CL11,648.0,614.0,212.8966885604377
CL11,1392.0,604.0,744.0672012661222
CL11,1468.0,658.0,93.23089616645332
CL11,1422.0,661.0,46.09772228646444
CL11,1472.0,636.0,55.90169943749474
CL11,1471.0,666.0,30.01666203960727
CL11,657.0,818.0,828.0700453464067
CL11,551.0,827.0,106.38138934982942
CL11,672.0,609.0,249.3290997858052
CL11,515.0,203.0,435.2987479880915
CL11,640.0,102.0,160.70469812671936
CL11,741.0,883.0,787.5036507851884
CL11,606.0,888.0,135.09256086106296
CL11,569.0,835.0,64.63745044476924
CL11,552.0,895.0,62.36184731067546
CL11,669.0,595.0,322.0077638815561
CL11,606.0,801.0,215.41819793137256
CL11,533.0,169.0,636.2020119427476
CL11,985.0,997.0,943.3387514567606
CL11,672.0,612.0,496.1794030388605
CH5,1127.0,824.0,501.9651382317302
CH5,1452.0,671.0,359.21302871694394
CH5,1455.0,610.0,61.07372593840988
CH5,1455.0,596.0,14.0
CH5,1448.0,528.0,68.3593446428504
CH5,1507.0,515.0,60.41522986797286
CH5,1427.0,531.0,81.58431221748455
CH5,1517.0,528.0,90.0499861188218
CH5,1077.0,654.0,457.68548152634247
CH5,1035.0,537.0,124.31009613060397
CH5,1141.0,823.0,305.0114751939671
CH5,1136.0,833.0,11.180339887498949
CH5,1143.0,796.0,37.656340767525464
CH5,1150.0,557.0,239.10248848558643
CH5,1202.0,471.0,100.4987562112089
CH5,1205.0,791.0,320.0140621910231
CH5,1190.0,788.0,15.297058540778355
CH5,1202.0,578.0,210.34257771549724
CH5,991.0,893.0,379.1384971220939
CH5,974.0,890.0,17.26267650163207
CH5,1161.0,552.0,386.2809858121417
CH5,947.0,902.0,410.23895475685873
CH5,912.0,895.0,35.6931365951495
CH5,698.0,888.0,214.11445537375565
CH5,926.0,902.0,228.42942017174582
CH5,918.0,901.0,8.06225774829855
CH5,936.0,908.0,19.313207915827967
CH5,547.0,912.0,389.0205650091008
CH5,1133.0,488.0,723.3062974978167
CH5,1161.0,485.0,28.160255680657446
CH5,1186.0,454.0,39.824615503479755
CH5,817.0,916.0,591.2740481367333
CH5,835.0,904.0,21.633307652783937
CH5,1191.0,381.0,632.6649982415654
CH5,790.0,893.0,650.3422176054696
CH5,844.0,910.0,56.61271941887264
CH5,776.0,916.0,68.26419266350405
CH5,831.0,895.0,58.872744118140105
CH5,493.0,906.0,338.178946713127
CH5,1158.0,440.0,812.0227829316121
CH5,1155.0,465.0,25.179356624028344
CH5,1185.0,328.0,140.24621207005913
CH5,1196.0,337.0,14.212670403551895
CH5,1180.0,455.0,119.07980517283357
CH5,1144.0,542.0,94.15412895885129
CH5,1207.0,632.0,109.85900054160332
CH5,1074.0,888.0,288.4874347350331
CH5,1163.0,610.0,291.89895511974686
CH5,1234.0,544.0,96.93812459502195
CH5,903.0,898.0,484.6411043236015
CH5,1162.0,456.0,512.2938609821515
CH5,1175.0,433.0,26.419689627245813
CH5,980.0,949.0,551.6167147576296
CH5,1029.0,921.0,56.43580423808985
CH8,468.0,23.0,1058.831903561656
CH8,535.0,842.0,821.7359673277056
CH8,1564.0,91.0,1273.908159955026
CH8,521.0,466.0,1108.365463193436
CH8,548.0,459.0,27.892651361962706
CH8,1347.0,264.0,822.451214358639
CH8,606.0,498.0,777.0694949616798
CH8,1392.0,230.0,830.4336216700285
CH8,1386.0,201.0,29.614185789921695
CH8,1376.0,247.0,47.07440918375928
CH8,537.0,584.0,904.1515359717087
CH8,1455.0,584.0,918.0
CH8,651.0,554.0,804.5595068110251
CH8,1454.0,514.0,803.9956467543839
CH8,1455.0,531.0,17.029386365926403
CH8,1454.0,513.0,18.027756377319946
CH8,1436.0,493.0,26.90724809414742
CH8,1408.0,517.0,36.87817782917155
CH8,1408.0,517.0,0.0
CH8,635.0,521.0,773.0103492192068
CH8,551.0,469.0,98.79271228182775
CH8,642.0,495.0,94.64142856064674
CH8,536.0,479.0,107.20074626605917
CH8,1336.0,333.0,813.2133791324391
CH8,1455.0,535.0,234.44615586526473
CH8,1439.0,613.0,79.62411694957753
CH8,876.0,632.0,563.3205126746229
CH8,865.0,656.0,26.40075756488817
CH8,1402.0,597.0,540.2314318882233
CH8,1411.0,612.0,17.4928556845359
CH8,888.0,546.0,527.1479868120526
CH8,522.0,581.0,367.6696887152924
CH8,549.0,594.0,29.966648127543394
CH8,536.0,418.0,176.47946056127893
CH8,680.0,474.0,154.50566332662373
CH8,642.0,530.0,67.67569726275453
CH8,1372.0,313.0,761.5700886983417
CH8,485.0,488.0,904.0984459670308
CH8,523.0,460.0,47.20169488482379
CH8,541.0,460.0,18.0
CH8,538.0,486.0,26.1725046566048
CH8,576.0,491.0,38.3275357934736
CH8,549.0,469.0,34.828149534535996
CH8,639.0,505.0,96.93296652842108
CH8,532.0,484.0,109.04127658827184
CH8,541.0,499.0,17.4928556845359
CH8,523.0,835.0,336.48179742743883
CH8,556.0,543.0,293.8588096348313
CH8,1342.0,352.0,808.8739085914442
CH8,1366.0,257.0,97.98469268207153
CH8,1368.0,316.0,59.033888572581766
CH8,1379.0,294.0,24.596747752497688
CH8,1346.0,289.0,33.37663853655727
CH8,545.0,597.0,858.1753899990374
CH8,665.0,868.0,296.37982387470305
CH8,677.0,900.0,34.17601498127012
CH8,840.0,904.0,163.04907236779974
CH8,832.0,912.0,11.313708498984761
CH8,824.0,909.0,8.54400374531753
CH8,1367.0,309.0,809.2274093232384
CH8,1390.0,314.0,23.53720459187964
CH8,1397.0,227.0,87.28115489611719
CH8,1370.0,312.0,89.1852005660132
CH8,1375.0,321.0,10.295630140987
CH8,1408.0,283.0,50.32891812864648
CH8,864.0,914.0,833.124840585131
CH8,1341.0,334.0,750.9520623848102
CH8,1359.0,301.0,37.589892258425
CH8,1344.0,313.0,19.209372712298546
CH8,548.0,615.0,851.3636120953256
CH8,1348.0,306.0,857.6018889904569
CH8,505.0,614.0,897.5037604378045
CH8,1301.0,338.0,842.4915429842605
CH8,1349.0,323.0,50.28916384272063
CH8,1383.0,274.0,59.64059020499378
CH8,514.0,617.0,934.2430090720508
CH8,956.0,889.0,518.9874757641074
CH8,525.0,518.0,568.6844467716696
CH8,1366.0,328.0,862.1954534790821
CH8,623.0,538.0,772.1068578895022
CH8,873.0,898.0,438.2921400162225
CH8,1414.0,456.0,698.6021757767435
CH8,1394.0,354.0,103.94229168149026
DL5,919.0,75.0,550.8774818414709
DL5,1302.0,190.0,399.892485550804
DL5,274.0,591.0,1103.4423410400746
DL5,196.0,584.0,78.31347265956222
DL5,263.0,862.0,285.9597873827717
DL5,1267.0,246.0,1177.9100135409326
DL5,288.0,609.0,1044.1312178074172
DL5,397.0,649.0,116.1077086157504
DL5,412.0,652.0,15.297058540778355
DL5,659.0,736.0,260.8926982496827
DL5,273.0,611.0,405.73513527916214
DL5,255.0,596.0,23.430749027719962
DL5,169.0,530.0,108.40664186294121
DL5,149.0,460.0,72.80109889280519
DL5,139.0,486.0,27.85677655436824
DL5,821.0,895.0,795.2389577982206
DL5,279.0,630.0,603.3150089298293
DL5,131.0,483.0,208.5976989326584
DL5,227.0,833.0,362.92698990292797
DL5,170.0,850.0,59.481089431852205
DL5,268.0,861.0,98.6154146165801
DL5,100.0,444.0,449.5697943590072
DL5,140.0,514.0,80.62257748298549
DL5,238.0,597.0,128.42507543311004
DL5,256.0,613.0,24.08318915758459
DL5,140.0,461.0,191.2066944434739
DL5,331.0,791.0,381.2886046028651
DL5,782.0,905.0,465.1849094714918
DL5,823.0,894.0,42.44997055358225
DL5,243.0,787.0,589.7872497774091
DL5,245.0,613.0,174.01149387324966
DL5,393.0,839.0,270.1481075262235
DL5,463.0,654.0,197.80040444852483
DL5,576.0,664.0,113.44161493913951
DL5,788.0,606.0,219.79080963497995
DL5,929.0,924.0,347.85772953895963
DL5,824.0,904.0,106.88779163215975
DL5,946.0,947.0,129.3560976529518
DL5,974.0,924.0,36.235341863986875
CL15,1073.0,745.0,204.55317157159897
CL15,1157.0,779.0,90.62008607367353
CL15,298.0,638.0,870.4952613311574
CL15,224.0,673.0,81.85963596303125
CL15,214.0,693.0,22.360679774997898
CL15,1035.0,839.0,833.8806869091045
CL15,1238.0,881.0,207.29930052945187
CL15,1175.0,817.0,89.80534505250787
CL15,1169.0,816.0,6.082762530298219
CL15,1064.0,691.0,163.24827717314508
CL15,1214.0,901.0,258.0697580112788
CL15,164.0,853.0,1051.0965702541323
CL15,177.0,715.0,138.61096637712328
CL15,157.0,710.0,20.615528128088304
CL15,247.0,695.0,91.2414379544733
CL15,837.0,645.0,592.1148537234985
CL15,333.0,660.0,504.22316487840976
CL15,208.0,684.0,127.283148923964
CL15,985.0,961.0,824.8987816696058
CL15,973.0,964.0,12.36931687685298
CL15,1126.0,891.0,169.5228598154243
CL15,1213.0,37.0,858.4200603434196
CL15,1134.0,819.0,785.9802796508319
CL15,1159.0,807.0,27.730849247724095
CL15,1161.0,879.0,72.02777242147643
CL15,903.0,855.0,259.1138745802702
CL7,1417.0,589.0,578.750377969639
CL7,754.0,202.0,767.6835285454547
CL7,992.0,898.0,735.5678078872131
CL7,1004.0,902.0,12.649110640673518
CL7,1012.0,899.0,8.54400374531753
CL7,1085.0,896.0,73.06161783043132
CL7,1019.0,898.0,66.03029607687671
CL7,1012.0,902.0,8.06225774829855
CL7,987.0,906.0,25.317977802344327
CL7,990.0,898.0,8.54400374531753
CL7,1083.0,902.0,93.08598175880189
CL7,1090.0,903.0,7.0710678118654755
CL7,1221.0,889.0,131.7459676802292
CL7,1077.0,182.0,721.5157655935177
CL7,152.0,103.0,928.3673841750366
CL7,307.0,330.0,274.8708787776544
CL7,505.0,350.0,199.00753754569197
CL7,432.0,403.0,90.21086409075129
CL7,572.0,903.0,519.2301994298867
CL7,527.0,897.0,45.39823785126467
CL7,579.0,887.0,52.952809179494906
CL7,108.0,111.0,907.7538212533176
CL7,526.0,325.0,469.5955706775778
CL7,400.0,286.0,131.89768762188365
CL7,572.0,215.0,186.07794065928394
CL7,805.0,192.0,234.13244115243833
CL7,937.0,191.0,132.00378782444085
CL7,1056.0,162.0,122.48265183282079
CL7,1157.0,257.0,138.6578522839583
CL7,1181.0,190.0,71.16881339463234
CL7,1167.0,223.0,35.84689665786984
CL7,336.0,166.0,832.9525796826612
CL7,814.0,896.0,872.5732060979182
CL7,1040.0,887.0,226.17913254763357
CL7,1122.0,884.0,82.05485969764375
CL7,960.0,974.0,185.32134253776601
CL7,946.0,952.0,26.076809620810597
CL7,916.0,79.0,873.5153118291631
CL9,527.0,830.0,845.7671074237873
CL9,557.0,226.0,604.7445741798764
CL9,1426.0,663.0,972.6921404020904
CL9,1430.0,687.0,24.331050121192877
CL9,1450.0,676.0,22.825424421026653
CL9,1406.0,680.0,44.181444068749045
CL9,455.0,170.0,1079.1204752019119
CL9,426.0,175.0,29.427877939124322
CL9,458.0,291.0,120.33287165193059
CL9,607.0,307.0,149.85659811966906
CL9,449.0,274.0,161.4094173212951
CL9,676.0,902.0,667.7671749943988
CL9,748.0,91.0,814.189781316371
CL9,696.0,903.0,813.66332103641
CL9,699.0,907.0,5.0
CL9,936.0,937.0,238.89118861942146
CL9,531.0,851.0,414.03019213579097
CL9,769.0,79.0,807.8539471959025
CL9,635.0,122.0,140.73023839957068
CL9,638.0,81.0,41.10960958218893
DH3,478.0,845.0,780.574147663116
DH3,366.0,832.0,112.75194011634566
DH3,346.0,843.0,22.825424421026653
DH3,356.0,434.0,409.12223112414705
DH3,1346.0,166.0,1025.6334627926294
DH3,1334.0,302.0,136.5283853270081
DH3,1376.0,275.0,49.92995093127971
DH3,1303.0,318.0,84.72307831990054
DH3,465.0,447.0,847.870862808718
DH3,468.0,844.0,397.0113348507823
DH3,326.0,428.0,439.56796971571987
DH3,328.0,434.0,6.324555320336759
DH3,336.0,445.0,13.601470508735444
DH3,326.0,440.0,11.180339887498949
DH3,346.0,435.0,20.615528128088304
DH3,351.0,431.0,6.4031242374328485
DH3,339.0,837.0,406.1773011875479
DH3,274.0,366.0,475.46398391465993
DH3,1378.0,188.0,1118.257573191436
DH3,322.0,362.0,1070.239225593979
DH3,290.0,317.0,55.21775076911409
DH3,269.0,294.0,31.144823004794873
DH3,329.0,341.0,76.21679604916491
DH3,831.0,895.0,747.6095237488619
DH3,832.0,904.0,9.055385138137417
DH3,797.0,902.0,35.05709628591621
DH3,800.0,902.0,3.0
DH3,802.0,908.0,6.324555320336759
DH3,787.0,898.0,18.027756377319946
DH3,806.0,911.0,23.021728866442675
DH3,996.0,898.0,190.4442175546425
DH3,1026.0,898.0,30.0
DH3,1022.0,903.0,6.4031242374328485
DH3,1106.0,905.0,84.02380615040002
DH3,929.0,906.0,177.00282483621552
DH3,895.0,903.0,34.132096331752024
DH3,976.0,900.0,81.05553651663777
DH3,392.0,433.0,747.759988231518
DH3,307.0,419.0,86.14522621712709
DH3,1553.0,46.0,1300.6325384212098
DH3,311.0,411.0,1294.5226919602453
DH3,1320.0,318.0,1013.276862461588
DH3,972.0,883.0,663.5729048115211
DH3,929.0,890.0,43.56604182158393
DH3,1334.0,242.0,764.1524716965849
DH3,1350.0,251.0,18.35755975068582
DH3,1126.0,849.0,638.5765420057332
DH3,1091.0,890.0,53.907327887774215
DH3,1025.0,895.0,66.18912297349165
DH3,1007.0,954.0,61.68468205316454
DH3,1332.0,296.0,733.8862309649909
DH3,336.0,867.0,1148.0666356967265
DH3,324.0,412.0,455.1582142508251
DH3,1002.0,937.0,857.501603497043
DH3,1412.0,10.0,1013.6217243133653
DH3,1159.0,618.0,658.5385334207863
DH3,1173.0,776.0,158.61904047118682
CH5,1189.0,440.0,336.3807366660582
CH5,1201.0,800.0,360.1999444752872
CH5,521.0,885.0,685.2919086053768
CH5,1198.0,437.0,811.8084749496029
CH5,514.0,869.0,808.9993819527923
CH5,488.0,908.0,46.87216658103186
CH5,1186.0,427.0,847.6821338213989
CH5,787.0,906.0,623.4115815414405
CH5,932.0,906.0,145.0
CH5,930.0,899.0,7.280109889280518
CH5,1152.0,680.0,311.8413057951111
CH5,1117.0,657.0,41.88078318274385
CH5,1160.0,579.0,89.06739021662193
CH5,1177.0,498.0,82.76472678623425
CH5,899.0,899.0,487.93954543570254
CH5,973.0,894.0,74.16872656315464
CH5,619.0,903.0,354.1143882984706
CH5,944.0,899.0,325.0246144525057
CH5,873.0,912.0,72.18032973047436
CH5,1083.0,77.0,861.0023228772383
CH5,1019.0,102.0,68.70953354520753
CH5,849.0,845.0,762.200104959321
CH5,704.0,639.0,251.91466809219347
CH5,694.0,654.0,18.027756377319946
CL5,737.0,304.0,352.63153574233826
CL5,1417.0,663.0,768.9479826360168
CL5,688.0,850.0,752.6021525347904
CL5,710.0,208.0,642.3768364441545
CL5,918.0,892.0,714.9265696559332
CL5,935.0,833.0,61.40032573203501
CL5,924.0,877.0,45.35416188179427
CL5,903.0,824.0,57.0087712549569
CL5,711.0,220.0,633.7822970074188
CL5,721.0,208.0,15.620499351813308
CL5,701.0,193.0,25.0
CL5,888.0,53.0,233.60008561642266
CL5,1020.0,36.0,133.09019498069722
CL5,975.0,952.0,917.1046832286922
CL5,874.0,135.0,823.2192903473533
CL5,612.0,364.0,347.9727000786125
CL5,1299.0,196.0,707.2432396283474
DH5,1313.0,314.0,118.82760622010359
DH5,1531.0,12.0,372.46207860666834
DH5,1455.0,567.0,560.1794355382925
DH5,1406.0,583.0,51.54609587543949
DH5,1403.0,591.0,8.54400374531753
DH5,677.0,361.0,761.5615536514432
DH5,693.0,410.0,51.54609587543949
DH5,532.0,308.0,190.59118552545917
